X,Y,OBJECTID,asset_id,system_type,invert_level_nzvd2016,invert_level_wgtn1953,chamber_floor_depth,cover_level_nzvd2016,cover_level_wgtn1953,node_type,manhole_type,status,location,kcdc_histo_id,year_installed
1769089.572,5469123.0215,13014584,KWWN004115,Wastewater,6.34,6.69,2.4,8.74,9.09,WWMH,,INUS,Paraparaumu,PSM02945,1975
1769353.196,5467665.6865,13014585,KWWN004315,Wastewater,44.83,45.18,1.38,46.21,46.56,WWMH,,INUS,Paraparaumu,PSM03263,1975
1766785.424,5468091.4575,13014586,KWWN005069,Wastewater,,,,,,WWCE,,INUS,Paraparaumu,PSM00446,1979
1780222.425,5486465.1395,13014587,KWWN004739,Wastewater,,,,,,WWMH,,INUS,Otaki,OSC00002,1979
1769616.573,5469935.6515,13014588,KWWN004093,Wastewater,6.59,6.94,0.56,7.15,7.5,WWMH,,INUS,Paraparaumu,PSM02920,1977
1766723.649,5469951.3255,13014589,KWWN004551,Wastewater,3.79,4.15,1.35,5.14,5.5,WWMH,,INUS,Paraparaumu,PSM05271,1998
1767358.456,5467043.9695,13014590,KWWN004696,Wastewater,10.98,11.32,1.01,11.99,12.33,WWMH,,INUS,Paraparaumu,PSM05385,2000
1770056.764,5470419.7275,13014591,KWWN004832,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,,
1780668.148,5486522.3015,13014592,KWWN004982,Wastewater,5.85,6.22,1.02,6.87,7.24,WWMH,,INUS,Otaki,OSM00869,1979
1767277.138,5467101.6405,13014593,KWWN004629,Wastewater,14.09,14.44,1.43,15.52,15.87,WWMH,,INUS,Paraparaumu,PSM05345,1999
1769637.975,5469849.7535,13014594,KWWN004080,Wastewater,5.58,5.93,1.59,7.17,7.52,WWMH,,INUS,Paraparaumu,PSM02905,1977
1768921.767,5470505.5885,13014595,KWWN004541,Wastewater,7.46,7.81,1.63,9.09,9.44,WWMH,,INUS,Paraparaumu,PSM05262,1999
1768746.213,5467848.9815,13014596,KWWN004280,Wastewater,76.05,76.39,1.51,77.56,77.91,WWMH,,INUS,Paraparaumu,PSM03221,1966
1770462.891,5473275.1615,13014597,KWWN004657,Wastewater,2.8,3.16,2.52,5.33,5.68,WWMH,,INUS,Waikanae,WSM01306,1999
1767915.595,5468452.4525,13014598,KWWN004869,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,,
1769238.955,5469765.1045,13014599,KWWN004758,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSC00012,1979
1768052.734,5472576.8165,13014600,KWWN004047,Wastewater,-2.42,-2.06,5,2.58,2.94,WWMH,,INUS,Paraparaumu,PSM02868,1977
1767065.02,5471529.0455,13014601,KWWN004762,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSC00016,1980
1767960.969,5470633.4655,13014602,KWWN004682,Wastewater,4.44,4.79,0.86,5.3,5.65,WWMH,,INUS,Paraparaumu,PSM05383,2000
1767840.713,5471234.5025,13014603,KWWN004871,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,,
1770157.084,5472001.2165,13014604,KWWN004388,Wastewater,7.5,7.86,1.51,9.01,9.37,WWMH,,INUS,Paraparaumu,PSM05108,1980
1769290.939,5471299.2865,13014605,KWWN004411,Wastewater,3.58,3.94,2.53,6.11,6.46,WWMH,,INUS,Paraparaumu,PSM05162,1981
1768328.435,5471258.0375,13014606,KWWN004592,Wastewater,2.43,2.79,0.99,3.42,3.78,WWMH,,INUS,Paraparaumu,PSM05305,1999
1769676.169,5469363.2805,13014607,KWWN004933,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,,1978
1768916.642,5468743.1565,13014608,KWWN004144,Wastewater,7.5,7.86,0.83,8.33,8.69,WWMH,,INUS,Paraparaumu,PSM02985,1975
1780556.834,5486733.4185,13014609,KWWN004981,Wastewater,4.65,5.02,1.9,6.55,6.92,WWMH,,INUS,Otaki,OSM00868,1979
1769358.386,5469755.2585,13014610,KWWN004522,Wastewater,7.47,7.83,1.34,8.81,9.17,WWMH,,INUS,Paraparaumu,PSM05245,1998
1768059.367,5470192.7305,13014611,KWWN004528,Wastewater,3.92,4.28,2.09,6.01,6.37,WWMH,,INUS,Paraparaumu,PSM05248,1998
1766722.791,5469878.0355,13014612,KWWN004544,Wastewater,4.17,4.53,1.8,5.97,6.33,WWMH,,INUS,Paraparaumu,PSM05267,1998
1767911.181,5469417.2895,13014613,KWWN004536,Wastewater,4.14,4.49,1.81,5.95,6.3,WWMH,,INUS,Paraparaumu,PSM05253,1999
1769309.403,5469752.2715,13014614,KWWN004525,Wastewater,6.73,7.09,2.6,9.33,9.69,WWMH,,INUS,Paraparaumu,PSM05520,1977
1767163.476,5469179.2205,13014615,KWWN004898,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,,
1768049.21,5469407.3365,13014616,KWWN004453,Wastewater,5.54,5.89,2.12,7.66,8.01,WWMH,,INUS,Paraparaumu,PSM05204,1997
1780480.185,5486451.1605,13014617,KWWN004851,Wastewater,,,,,,WWCON,,INUS,Otaki,,
1769950.015,5472191.1355,13014618,KWWN004392,Wastewater,11.31,11.67,1.6,12.91,13.27,WWMH,,INUS,Paraparaumu,PSM05115,1978
1767989.941,5472276.8235,13014619,KWWN004043,Wastewater,2.66,3.02,2.44,5.1,5.46,WWMH,,INUS,Paraparaumu,PSM02864,1979
1767876.455,5470540.0385,13014620,KWWN004685,Wastewater,4.1,4.45,0.83,4.93,5.28,WWMH,,INUS,Paraparaumu,PSM05377,2000
1766684.319,5467530.2175,13014621,KWWN005055,Wastewater,10.11,10.46,3.18,13.29,13.64,WWCE,,INUS,Paraparaumu,PSM00370,1978
1769738.183,5469233.5475,13014622,KWWN004251,Wastewater,7.48,7.83,1.67,9.15,9.5,WWMH,,INUS,Paraparaumu,PSM03182,1986
1767772.344,5470564.4205,13014623,KWWN004769,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSC00024,2000
1768229.788,5470961.5195,13014624,KWWN004770,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSC00025,1980
1768930.474,5469589.7635,13014625,KWWN004027,Wastewater,4.51,4.86,3.5,8.01,8.36,WWMH,,INUS,Paraparaumu,PSM02839,1975
1767289.583,5466917.5555,13014626,KWWN004695,Wastewater,13.95,14.3,0.7,14.65,15,WWMH,,INUS,Paraparaumu,PSM05392,2000
1770004.713,5471460.9795,13014627,KWWN004861,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,PSP00005,1980
1768805.175,5468511.4715,13014628,KWWN004205,Wastewater,8.91,9.26,0.9,9.81,10.16,WWMH,,PRV,Paraparaumu,PSM03096,1975
1768827.278,5470540.0855,13014629,KWWN004500,Wastewater,2.75,3.11,2.27,5.02,5.38,WWMH,,INUS,Paraparaumu,PSM05223,1997
1768463.084,5470577.4465,13014630,KWWN004803,Wastewater,2.84,3.19,2.07,4.91,5.26,WWMH,,INUS,Paraparaumu,PSC00073,1999
1768627.376,5469386.5335,13014631,KWWN004018,Wastewater,4.34,4.69,2.47,6.81,7.16,WWMH,,INUS,Paraparaumu,PSM02826,1975
1770053.603,5469988.8425,13014632,KWWN004824,Wastewater,,,,,,WWWW,,PRV,Paraparaumu,PSP00096,1979
1769361.816,5468274.3675,13014633,KWWN004257,Wastewater,21.68,22.03,1.44,23.12,23.47,WWMH,,INUS,Paraparaumu,PSM03188,1975
1780855.526,5485997.1175,13014634,KWWN004980,Wastewater,8.26,8.63,1.04,9.3,9.67,WWMH,,INUS,Otaki,OSM00846,1979
1775274.209,5473954.0295,13014635,KWWN004568,Wastewater,,,,,,WWMH,,INUS,Waikanae,WSM01296,1996
1770113.999,5472680.7425,13014636,KWWN004366,Wastewater,0.67,1.03,2.98,3.65,4.01,WWMH,,INUS,Paraparaumu,PSM05024,1981
1766624.656,5469805.5375,13014637,KWWN004890,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,,
1767262.876,5467316.9195,13014638,KWWN004495,Wastewater,5.64,5.99,1.28,6.92,7.27,WWMH,,INUS,Paraparaumu,PSM05533,1979
1769739.003,5472308.4025,13014639,KWWN004384,Wastewater,1.25,1.6,2.22,3.46,3.82,WWMH,,INUS,Paraparaumu,PSM05074,1981
1781979.875,5485492.2515,13014640,KWWN004988,Wastewater,,,,,,WWCE,,INUS,Otaki,OSM00864,1979
1768081.508,5468202.7235,13014641,KWWN005125,Wastewater,,,,,,WWCE,,INUS,Paraparaumu,PSM00955,1980
1766748.803,5469965.8455,13014642,KWWN004548,Wastewater,3.42,3.77,1.45,4.87,5.22,WWMH,,INUS,Paraparaumu,PSM05272,1998
1768637.858,5470152.6255,13014643,KWWN004169,Wastewater,4.27,4.62,1.17,5.44,5.79,WWMH,,INUS,Paraparaumu,PSM03031,1993
1773769.566,5474312.0255,13014644,KWWN004485,Wastewater,9.32,9.67,1.3,10.62,10.97,WWMH,,INUS,Waikanae,WSM01283,1988
1780276.183,5485989.1395,13014645,KWWN004968,Wastewater,5.2,5.57,1,6.2,6.57,WWMH,,INUS,Otaki,OSM00843,1979
1769831.452,5469539.3455,13014646,KWWN004245,Wastewater,7.85,8.21,0.97,8.82,9.18,WWMH,,INUS,Paraparaumu,PSM03175,1986
1766525.289,5466458.2495,13014647,KWWN004771,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,PSC00026,1979
1769050.722,5468985.1245,13014648,KWWN004120,Wastewater,4.8,5.16,3.78,8.58,8.94,WWMH,,INUS,Paraparaumu,PSM02951,1975
1766698.68,5466393.1025,13014649,KWWN004931,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,PSP00078,1979
1768872.288,5469503.3865,13014650,KWWN004028,Wastewater,3.23,3.58,4.14,7.37,7.72,WWMH,,INUS,Paraparaumu,PSM02840,1975
1766771.95,5469094.5465,13014651,KWWN004725,Wastewater,9.58,9.94,1.74,11.32,11.68,WWMH,,INUS,Paraparaumu,PSM05404,1980
1769564.633,5471538.8005,13014652,KWWN004403,Wastewater,4.94,5.29,1.58,6.52,6.87,WWMH,,INUS,Paraparaumu,PSM05143,1981
1769095.569,5468704.8915,13014653,KWWN004183,Wastewater,8.4,8.75,2.38,10.78,11.13,WWMH,,INUS,Paraparaumu,PSM03056,1975
1768771.945,5472427.2735,13014654,KWWN004616,Wastewater,5.83,6.19,2.05,7.88,8.24,WWMH,,INUS,Paraparaumu,PSM05317,1999
1772463.118,5475942.9505,13014655,KWWN004937,Wastewater,,,,,,WWCON,,INUS,Waikanae,,2001
1768662.11,5472301.8715,13014656,KWWN004601,Wastewater,3.31,3.67,1.85,5.16,5.52,WWMH,,INUS,Paraparaumu,PSM05326,1999
1767971.655,5470640.6925,13014657,KWWN004965,Wastewater,1.34,1.69,4,5.34,5.69,WWMH,,INUS,Paraparaumu,PSP00103,2000
1780480.491,5486452.6725,13014658,KWWN004852,Wastewater,,,,,,WWCON,,INUS,Otaki,,
1768779.832,5471379.5615,13014659,KWWN004705,Wastewater,3.65,4,1.57,5.22,5.57,WWMH,,INUS,Paraparaumu,PSM05547,1980
1766786.15,5469015.6275,13014660,KWWN004722,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSM05401,1980
1768816.184,5468047.4265,13014661,KWWN004274,Wastewater,,,,61.65,62,WWMH,,INUS,Paraparaumu,PSM03212,1979
1768168.942,5467493.1375,13014662,KWWN005120,Wastewater,5.9,6.25,1.53,7.43,7.78,WWCE,,INUS,Paraparaumu,PSM00909,1980
1768735.697,5469144.3375,13014663,KWWN004134,Wastewater,5.13,5.48,1.59,6.72,7.07,WWMH,,INUS,Paraparaumu,PSM02968,1977
1769492.212,5468460.5165,13014664,KWWN004241,Wastewater,16,16.36,1.1,17.1,17.45,WWMH,,INUS,Paraparaumu,PSM03170,1975
1769913.522,5469977.1645,13014665,KWWN004136,Wastewater,7.25,7.6,1.59,8.84,9.19,WWMH,,INUS,Paraparaumu,,2007
1767730.741,5469217.6945,13014666,KWWN004660,Wastewater,3.85,4.2,1.77,5.62,5.97,WWMH,,INUS,Paraparaumu,PSM05361,2000
1769481.505,5469342.4325,13014667,KWWN004090,Wastewater,9.78,10.13,0.95,10.73,11.08,WWMH,,INUS,Paraparaumu,PSM02916,1980
1772119.624,5475875.5565,13014668,KWWN004460,Wastewater,2.16,2.52,1.08,3.24,3.6,WWMH,,INUS,Waikanae,WSM01263,1997
1769318.003,5467442.8595,13014669,KWWN004322,Wastewater,48.81,49.16,1,49.81,50.16,WWMH,,INUS,Paraparaumu,PSM03270,1976
1768722.81,5468904.1965,13014670,KWWN004155,Wastewater,,,0.94,,,WWMH,,INUS,Paraparaumu,PSM03005,1979
1769332.576,5471322.8185,13014671,KWWN004410,Wastewater,4.07,4.42,1.98,6.05,6.4,WWMH,,INUS,Paraparaumu,PSM05159,1985
1768821.226,5472374.5945,13014672,KWWN004607,Wastewater,8.92,9.28,1.32,10.24,10.6,WWMH,,INUS,Paraparaumu,PSM05318,1999
1768841.396,5469713.1115,13014673,KWWN004007,Wastewater,5.67,6.02,2.03,7.7,8.05,WWMH,,INUS,Paraparaumu,PSM02813,1975
1769158.226,5468608.1835,13014674,KWWN004189,Wastewater,10.79,11.14,3.18,13.97,14.32,WWMH,,INUS,Paraparaumu,PSM03072,1975
1766757.319,5469853.5175,13014675,KWWN004550,Wastewater,4.58,4.94,1.18,5.76,6.12,WWMH,,INUS,Paraparaumu,PSM05266,1998
1769370.867,5468917.3605,13014676,KWWN004200,Wastewater,6.15,6.5,3.37,9.52,9.87,WWMH,,INUS,Paraparaumu,PSM03091,1975
1768359.298,5469799.1995,13014677,KWWN004153,Wastewater,4.92,5.27,2.34,7.26,7.61,WWMH,,INUS,Paraparaumu,PSM02995,1979
1778631.927,5487692.6475,13014678,KWWN004677,Wastewater,1.72,2.09,0.93,2.65,3.02,WWMH,,INUS,Otaki,OSM00841,1989
1768915.084,5468620.2225,13014679,KWWN004140,Wastewater,9.04,9.39,1.29,10.33,10.68,WWMH,,PRV,Paraparaumu,PSM02981,1975
1766696.419,5469346.8045,13014680,KWWN005114,Wastewater,5.77,6.12,0.7,6.46,6.82,WWCE,,INUS,Paraparaumu,PSM00837,1989
1768196.333,5467331.3145,13014681,KWWN005124,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSM00945,1980
1766662.667,5466813.1105,13014682,KWWN004639,Wastewater,4.62,4.97,1.29,5.91,6.26,WWMH,,INUS,Paraparaumu,PSM05348,1999
1767709.043,5469302.1645,13014683,KWWN004584,Wastewater,3.2,3.56,2.38,5.58,5.93,WWMH,,INUS,Paraparaumu,PSM05298,1999
1768543.956,5470607.7725,13014684,KWWN004481,Wastewater,1.85,2.2,3.16,5,5.36,WWMH,,INUS,Paraparaumu,PSM05213,1980
1767309.781,5467147.5935,13014685,KWWN004636,Wastewater,5.84,6.18,1.02,6.86,7.2,WWMH,,INUS,Paraparaumu,PSM05346,1999
1766806.201,5466972.0975,13014686,KWWN005070,Wastewater,,,,,,WWCE,,INUS,Paraparaumu,PSM00457,1979
1767848.906,5470516.6235,13014687,KWWN004678,Wastewater,2.88,3.23,2.12,5,5.35,WWMH,,INUS,Paraparaumu,PSM05376,2000
1774248.023,5472934.4705,13014688,KWWN004643,Wastewater,30.43,30.78,1.03,31.46,31.81,WWMH,,PRV,Waikanae,WSM01298,1998
1770584.155,5473749.7545,13014689,KWWN004467,Wastewater,6.67,7.03,4.5,11.17,11.53,WWMH,,INUS,Waikanae,WSM01269,1996
1782055.272,5485763.9855,13014690,KWWN004855,Wastewater,,,,,,WWWW,,INUS,Otaki,OSP00026,1979
1769698.314,5469666.6685,13014691,KWWN004064,Wastewater,11.06,11.41,1.08,12.14,12.49,WWMH,,INUS,Paraparaumu,PSM02886,1977
1769003.28,5467590.7495,13014692,KWWN004263,Wastewater,35.59,35.94,1.87,37.46,37.81,WWMH,,INUS,Paraparaumu,PSM03195,1979
1768740.451,5471360.4005,13014693,KWWN004703,Wastewater,3.01,3.37,1.83,4.84,5.2,WWMH,,INUS,Paraparaumu,PSM05390,1980
1768740.852,5468551.3925,13014694,KWWN004187,Wastewater,8.1,8.45,1.04,9.14,9.49,WWMH,,INUS,Paraparaumu,PSM03069,1975
1769176.716,5468373.0285,13014695,KWWN004291,Wastewater,17.64,17.99,2.48,20.12,20.47,WWMH,,INUS,Paraparaumu,PSM03236,1975
1766788.743,5467349.9785,13014696,KWWN004929,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,PSP00076,1979
1769675.246,5469362.0755,13014697,KWWN004934,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,,1980
1772117.132,5475654.1345,13014698,KWWN004456,Wastewater,3.75,4.1,0.98,4.72,5.08,WWMH,,INUS,Waikanae,WSM01259,1997
1768997.752,5467687.1225,13014699,KWWN004284,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSM03228,1979
1768168.084,5469747.5595,13014700,KWWN004628,Wastewater,7.3,7.65,0.54,7.84,8.19,WWMH,,PRV,Paraparaumu,PSM05339,1997
1770687.231,5473692.0475,13014701,KWWN004469,Wastewater,7.66,8.01,3.07,10.73,11.08,WWMH,,INUS,Waikanae,WSM01271,1979
1767760.606,5471134.5365,13014702,KWWN004766,Wastewater,3.67,4.02,1.8,5.47,5.82,WWMH,,INUS,Paraparaumu,PSC00021,1980
1766362.055,5465787.9275,13014703,KWWN004993,Wastewater,,,,,,WWCE,,INUS,Paraparaumu,PSM00006,1979
1768274.677,5471364.5475,13014704,KWWN004764,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSC00018,1980
1769589.028,5470015.5095,13014705,KWWN003996,Wastewater,7.16,7.51,1.04,8.2,8.55,WWMH,,INUS,Paraparaumu,PSM02802,1979
1769922.917,5472809.5725,13014706,KWWN004638,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSM05349,2000
1766917.095,5469001.0585,13014707,KWWN004338,Wastewater,1.01,1.36,1.84,2.85,3.2,WWMH,,INUS,Paraparaumu,PSM03294,1981
1767228.968,5467994.1035,13014708,KWWN005072,Wastewater,5.23,5.58,1.46,6.69,7.04,WWMH,,INUS,Paraparaumu,PSM00477,1978
1768812.418,5472414.6035,13014709,KWWN004612,Wastewater,8.08,8.44,1.05,9.13,9.49,WWMH,,INUS,Paraparaumu,PSM05316,1999
1766529.313,5466516.1215,13014710,KWWN004927,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,PSP00074,1982
1768954.563,5469253.3635,13014711,KWWN004108,Wastewater,5.41,5.76,1.97,7.38,7.73,WWMH,,INUS,Paraparaumu,PSM02939,1975
1770179.301,5473192.1085,13014712,KWWN004654,Wastewater,1.92,2.28,1.75,3.67,4.03,WWMH,,INUS,Waikanae,WSM01300,1988
1767309.061,5467222.2285,13014713,KWWN004576,Wastewater,5.03,5.38,1.04,6.07,6.42,WWMH,,INUS,Paraparaumu,PSM05288,1998
1768163.792,5467928.8285,13014714,KWWN005131,Wastewater,3.9,4.25,1.51,,,WWCE,,INUS,Paraparaumu,PSM01011,1980
1766793.498,5469077.0705,13014715,KWWN004724,Wastewater,9.13,9.48,1.07,10.2,10.55,WWMH,,INUS,Paraparaumu,PSM05403,1980
1769050.753,5469589.4025,13014716,KWWN004025,Wastewater,6.32,6.67,1.27,7.59,7.94,WWMH,,INUS,Paraparaumu,PSM02834,1987
1767036.907,5467203.0485,13014717,KWWN005075,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSM00527,1979
1766623.733,5469805.7785,13014718,KWWN004891,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,,
1769118.051,5468402.7855,13014719,KWWN004699,Wastewater,14.39,14.75,2.04,16.43,16.79,WWMH,,INUS,Paraparaumu,PSM05540,1999
1766804.839,5467289.4225,13014720,KWWN005129,Wastewater,,,,,,WWCE,,INUS,Paraparaumu,PSM01009,1979
1767766.957,5469481.5095,13014721,KWWN004538,Wastewater,4.1,4.45,1.33,5.43,5.78,WWMH,,INUS,Paraparaumu,PSM05260,1999
1769436.378,5469838.6865,13014722,KWWN004069,Wastewater,7.74,8.09,0.84,8.58,8.93,WWMH,,INUS,Paraparaumu,PSM02892,1977
1768904.568,5468731.4365,13014723,KWWN004145,Wastewater,7.19,7.55,1.01,8.21,8.56,WWMH,,INUS,Paraparaumu,PSM02986,1975
1767324.169,5467310.0095,13014724,KWWN004795,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,PSC00050,1998
1768383.777,5469563.4625,13014725,KWWN004168,Wastewater,6.92,7.28,1.2,8.13,8.48,WWMH,,INUS,Paraparaumu,PSM03027,1979
1767313.006,5466966.2025,13014726,KWWN004690,Wastewater,17.98,18.32,1.26,19.24,19.58,WWMH,,INUS,Paraparaumu,PSM05543,2000
1774270.587,5472876.1015,13014727,KWWN004784,Wastewater,30.03,30.38,1.82,31.85,32.2,WWMH,,INUS,Waikanae,WSC00001,1979
1766444.11,5467482.7345,13014728,KWWN005057,Wastewater,7.02,7.37,0.65,7.67,8.02,WWCE,,INUS,Paraparaumu,PSM00393,1978
1766643.762,5467555.9335,13014729,KWWN005000,Wastewater,,,,,,WWCE,,INUS,Paraparaumu,PSM00023,1978
1768566.847,5469973.1585,13014730,KWWN004885,Wastewater,,,,,,WWCON,,INUS,Paraparaumu,,
1768831.601,5469006.0645,13014731,KWWN004105,Wastewater,5.63,5.99,2.08,7.71,8.07,WWMH,,INUS,Paraparaumu,PSM02934,1975
1780186.151,5485664.7415,13014732,KWWN004834,Wastewater,,,,,,WWWW,,INUS,Otaki,OSP00012,1979
1768498.644,5470627.3695,13014733,KWWN004597,Wastewater,2.23,2.58,2.58,4.81,5.17,WWMH,,INUS,Paraparaumu,PSM05309,1999
1769510.282,5469657.5305,13014734,KWWN004081,Wastewater,5.57,5.92,2.36,7.93,8.28,WWMH,,INUS,Paraparaumu,PSM02906,1977
1769601.497,5468289.5405,13014735,KWWN004333,Wastewater,30.88,31.22,1.32,32.2,32.54,WWMH,,INUS,Paraparaumu,PSM03285,1963
1767712.826,5469393.7935,13014736,KWWN004842,Wastewater,1.23,1.58,4.72,5.95,6.3,WWWW,,INUS,Paraparaumu,,1999
1770735.446,5473626.8845,13014737,KWWN004477,Wastewater,11.34,11.7,1.94,13.28,13.63,WWMH,,INUS,Waikanae,WSM01279,1979
1778524.021,5487844.0455,13014738,KWWN004826,Wastewater,,,,,,WWCON,,INUS,Otaki,,
1771015.405,5474110.7425,13014739,KWWN004951,Wastewater,,,,,,WWCON,,INUS,Waikanae,,2014
1771829.708,5475746.3885,13014740,KWWN004716,Wastewater,3.01,3.37,1.19,4.2,4.56,WWMH,,INUS,Waikanae,WSM01318,2000
1769140.003,5469147.7285,13014741,KWWN004116,Wastewater,6.72,7.07,1.53,8.25,8.6,WWMH,,INUS,Paraparaumu,PSM02947,1975
1779970.876,5485614.8615,13014742,KWWN004737,Wastewater,,,,,,WWMH,,INUS,Otaki,OSC00023,1979
1769932.25,5469497.9685,13014743,KWWN004244,Wastewater,10.48,10.83,1.1,11.58,11.93,WWMH,,INUS,Paraparaumu,PSM03174,1986
1766329.595,5466292.5425,13014744,KWWN004995,Wastewater,14.56,14.91,1.21,15.77,16.12,WWCE,,INUS,Paraparaumu,PSM00010,1979
1780605.39,5485517.4105,13014745,KWWN004740,Wastewater,6.08,6.45,1.41,7.49,7.86,WWMH,,INUS,Otaki,OSC00008,1979
1778888.34,5487226.6615,13014746,KWWN004744,Wastewater,,,,,,WWCON,,INUS,Otaki,OSC00003,
1766789.627,5468323.1645,13014747,KWWN004818,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSC00066,1979
1766467.488,5465693.5265,13014748,KWWN004925,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,PSP00072,1979
1769642.019,5471602.2385,13014749,KWWN004402,Wastewater,5.24,5.59,1.4,6.64,6.99,WWMH,,INUS,Paraparaumu,PSM05141,1981
1766845.884,5469019.5355,13014750,KWWN004720,Wastewater,1.6,1.96,1.42,3.02,3.38,WWMH,,INUS,Paraparaumu,PSM05399,1980
1767816.223,5467782.4925,13014751,KWWN005117,Wastewater,6.6,6.95,1.95,8.55,8.9,WWCE,,INUS,Paraparaumu,PSM00892,1981
1768364.203,5471352.3475,13014752,KWWN004618,Wastewater,2.39,2.74,1.41,3.8,4.15,WWMH,,INUS,Paraparaumu,PSM05332,1999
1770202.513,5472017.2725,13014753,KWWN004389,Wastewater,8.13,8.49,1.47,9.6,9.96,WWMH,,INUS,Paraparaumu,PSM05109,1980
1771231.586,5473254.6065,13014754,KWWN004955,Wastewater,,,,,,WWWW,,INUS,Waikanae,WSP00010,1979
1767840.125,5471232.9335,13014755,KWWN004877,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,PSP00023,1980
1769429.906,5468107.6325,13014756,KWWN004301,Wastewater,29.14,29.49,0.78,29.92,30.27,WWMH,,INUS,Paraparaumu,PSM03246,1963
1769153.913,5467972.7085,13014757,KWWN004297,Wastewater,32.44,32.79,1.44,33.88,34.23,WWMH,,INUS,Paraparaumu,PSM03242,1975
1769196.522,5468815.1515,13014758,KWWN004180,Wastewater,7.53,7.88,2.44,9.97,10.32,WWMH,,INUS,Paraparaumu,PSM03047,1975
1769824.969,5472320.0555,13014759,KWWN004397,Wastewater,1.88,2.24,1.53,3.41,3.77,WWMH,,INUS,Paraparaumu,PSM05125,1981
1768890.41,5469337.2425,13014760,KWWN004023,Wastewater,2.41,2.76,5.28,7.69,8.04,WWMH,,INUS,Paraparaumu,PSM02832,1974
1769527.4,5468531.2585,13014761,KWWN004217,Wastewater,13.96,14.31,1.59,15.55,15.9,WWMH,,INUS,Paraparaumu,PSM03136,1975
1769386.562,5467769.3125,13014762,KWWN004312,Wastewater,44.83,45.17,1.48,46.31,46.65,WWMH,,INUS,Paraparaumu,PSM03260,1975
1768690.108,5470520.0375,13014763,KWWN004503,Wastewater,4.17,4.52,0.93,5.1,5.45,WWMH,,INUS,Paraparaumu,PSM05225,1997
1769929.12,5472703.6175,13014764,KWWN004369,Wastewater,0.35,0.71,2.15,2.5,2.86,WWMH,,INUS,Paraparaumu,PSM05032,1981
1768819.824,5467914.0255,13014765,KWWN004273,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSM03210,1979
1768610.583,5469403.2155,13014766,KWWN004016,Wastewater,4.6,4.96,2.14,6.75,7.1,WWMH,,INUS,Paraparaumu,PSM02824,1975
1775290.339,5473885.4855,13014767,KWWN004572,Wastewater,81.53,81.88,1.25,82.78,83.13,WWMH,,INUS,Waikanae,WSM01288,2001
1769910.205,5472217.2895,13014768,KWWN004393,Wastewater,11.86,12.22,1.51,13.37,13.73,WWMH,,INUS,Paraparaumu,PSM05116,1978
1767220.199,5467979.5995,13014769,KWWN005071,Wastewater,6.42,6.77,0.24,6.66,7.01,WWCE,,INUS,Paraparaumu,PSM00476,1978
1767855.896,5472012.9185,13014770,KWWN004873,Wastewater,,,,,,WWWW,,INUS,Paraparaumu,PSP00019,1980
1768358.75,5471382.7015,13014771,KWWN004617,Wastewater,2.7,3.05,1.21,3.91,4.26,WWMH,,INUS,Paraparaumu,PSM05333,1999
1768710.868,5468148.4135,13014772,KWWN004196,Wastewater,6.58,6.93,1.77,8.36,8.7,WWMH,,INUS,Paraparaumu,PSM03084,1980
1766670.642,5469583.3105,13014773,KWWN005113,Wastewater,,,,,,WWMH,,INUS,Paraparaumu,PSM00826,1980
1769594.234,5470046.9675,13014774,KWWN003992,Wastewater,7.36,7.71,1.09,8.45,8.8,WWMH,,INUS,Paraparaumu,PSM02797,1977
1767298.671,5466918.3045,13014775,KWWN004694,Wastewater,9.67,10.02,0.69,10.36,10.71,WWMH,,INUS,Paraparaumu,PSM05391,2000
1768782.572,5468325.5355,13014776,KWWN004557,Wastewater,,,,,,WWMH,,PRV,Paraparaumu,PSM05280,1979
