X,Y,OBJECTID,asset_id,system_type,invert_level_nzvd2016,invert_level_wgtn1953,chamber_floor_depth,cover_level_nzvd2016,cover_level_wgtn1953,node_type,manhole_type,status,location,kcdc_histo_id,year_installed
1769990.947,5473375.6115,13010052,KWWN000901,Wastewater,9.64,10,0.5,10.14,10.5,WWCE,,INUS,Waikanae,WSM00925,1979
1781288.432,5485525.6965,13010053,KWWN000300,Wastewater,9.06,9.43,2.15,11.21,11.58,WWMH,,INUS,Otaki,OSM00375,1978
1780489.763,5485577.3565,13010054,KWWN000256,Wastewater,4.89,5.26,2.55,7.44,7.81,WWMH,,INUS,Otaki,OSM00724,1978
1780379.142,5486068.2255,13010055,KWWN000156,Wastewater,5.98,6.35,1.59,7.57,7.94,WWMH,,INUS,Otaki,OSM00278,1976
1769608.713,5473948.4525,13010056,KWWN000843,Wastewater,3.08,3.44,1.56,4.64,5,WWMH,,INUS,Waikanae,WSM00861,1974
1781254.993,5485789.6175,13010057,KWWN000294,Wastewater,8.79,9.16,1.62,10.41,10.78,WWMH,,INUS,Otaki,OSM00369,1977
1779735.058,5486358.5205,13010058,KWWN000131,Wastewater,2.29,2.66,2.55,4.84,5.21,WWMH,,INUS,Otaki,OSM00202,1977
1781061.562,5486718.5355,13010059,KWWN000420,Wastewater,8.6,8.97,1.19,9.79,10.16,WWMH,,INUS,Otaki,OSM00794,1977
1780824.345,5485455.4335,13010060,KWWN000248,Wastewater,,,,,,WWMH,,INUS,Otaki,OSM00592,1979
1780830.926,5484916.4505,13010061,KWWN000067,Wastewater,7.38,7.75,3.45,10.83,11.2,WWMH,,INUS,Otaki,OSM00336,1978
1779527.423,5486342.5605,13010062,KWWN000128,Wastewater,2.2,2.57,2.1,4.3,4.67,WWMH,,INUS,Otaki,OSM00199,1978
1781414.072,5486145.8775,13010063,KWWN000707,Wastewater,5.82,6.19,2.7,8.52,8.89,WWMH,,INUS,Otaki,OSM00607,1978
1780805.537,5486296.9025,13010064,KWWN000362,Wastewater,5.97,6.34,2.31,8.28,8.65,WWMH,,INUS,Otaki,OSM00256,1977
1781505.288,5486129.3055,13010065,KWWN000715,Wastewater,6.86,7.24,1.52,8.39,8.76,WWMH,,INUS,Otaki,OSM00615,1978
1778156.002,5486855.3405,13010066,KWWN000011,Wastewater,-0.91,-0.54,2.77,1.86,2.23,WWMH,,INUS,Otaki,OSM00189,1977
1780567.336,5486897.5015,13010067,KWWN000336,Wastewater,4.52,4.89,1.38,5.9,6.27,WWMH,,INUS,Otaki,OSM00216,1977
1780885.984,5486420.5015,13010068,KWWN000398,Wastewater,6.02,6.39,2.11,8.13,8.5,WWMH,,INUS,Otaki,OSM00245,1977
1774473.587,5473348.1565,13010069,KWWN000990,Wastewater,33.65,34,1.28,34.93,35.28,WWMH,,INUS,Waikanae,WSM00292,1978
1780337.267,5485522.0765,13010070,KWWN000238,Wastewater,4.27,4.64,3.4,7.67,8.04,WWMH,,INUS,Otaki,OSM00326,1978
1781066.711,5484733.3135,13010071,KWWN000086,Wastewater,9.35,9.72,3.15,12.5,12.88,WWMH,,INUS,Otaki,OSM00568,1978
1778953.844,5488046.5325,13010072,KWWN000612,Wastewater,0.38,0.75,2.55,2.93,3.3,WWMH,,INUS,Otaki,OSM00670,1978
1769927.965,5473422.0595,13010073,KWWN000904,Wastewater,1.92,2.27,1.61,3.53,3.88,WWMH,,INUS,Waikanae,WSM00928,1979
1782600.042,5485962.9625,13010074,KWWN000763,Wastewater,26.38,26.76,2.1,28.48,28.86,WWMH,,INUS,Otaki,OSM00433,1978
1783140.054,5485886.6215,13010075,KWWN000801,Wastewater,37.33,37.71,1.82,39.15,39.53,WWMH,,INUS,Otaki,OSM00446,1977
1781819.22,5485427.3935,13010076,KWWN000695,Wastewater,10.74,11.12,1.77,12.51,12.89,WWMH,,INUS,Otaki,OSM00410,1978
1778310.56,5486589.4695,13010077,KWWN000050,Wastewater,0.45,0.82,1.4,1.85,2.22,WWMH,,INUS,Otaki,OSM00187,1977
1781373.626,5486076.0805,13010078,KWWN000684,Wastewater,6.56,6.94,2.49,9.05,9.43,WWMH,,INUS,Otaki,OSM00355,1978
1778128.922,5487184.9645,13010079,KWWN000426,Wastewater,2.38,2.75,2.1,4.48,4.85,WWMH,,INUS,Otaki,OSM00635,1978
1778852.154,5487380.6115,13010080,KWWN000195,Wastewater,7.62,7.99,1.06,8.68,9.05,WWMH,,INUS,Otaki,OSM00098,1978
1781347.227,5486244.8555,13010081,KWWN000282,Wastewater,6.57,6.95,1.92,8.49,8.87,WWMH,,INUS,Otaki,OSM00342,1977
1783084.623,5485673.9075,13010082,KWWN000822,Wastewater,37.56,37.93,1,38.56,38.93,WWMH,,INUS,Otaki,OSM00524,1979
1780700.955,5486071.0545,13010083,KWWN000164,Wastewater,7.02,7.39,1.63,8.65,9.02,WWMH,,INUS,Otaki,OSM00295,1976
1782544.095,5485300.4565,13010084,KWWN000522,Wastewater,11.79,12.17,2.75,14.54,14.92,WWMH,,INUS,Otaki,OSM00468,1978
1775063.954,5473650.6265,13010085,KWWN000546,Wastewater,56.86,57.21,1.46,58.32,58.67,WWMH,,INUS,Waikanae,WSM00057,1978
1769540.159,5473513.1505,13010086,KWWN000912,Wastewater,1.85,2.21,1.23,3.08,3.44,WWMH,,INUS,Waikanae,WSM00936,1990
1780840.862,5485837.1755,13010087,KWWN000225,Wastewater,6.95,7.32,2.4,9.35,9.72,WWMH,,INUS,Otaki,OSM00305,1978
1779125.957,5487964.5665,13010088,KWWN000203,Wastewater,4.68,5.05,1.15,5.83,6.2,WWMH,,INUS,Otaki,OSM00129,1978
1769654.288,5473103.4835,13010089,KWWN000870,Wastewater,13.05,13.4,2.09,15.14,15.49,WWMH,,INUS,Waikanae,WSM00891,1985
1780639.783,5487052.5445,13010090,KWWN000392,Wastewater,3.76,4.13,1.65,5.41,5.78,WWMH,,INUS,Otaki,OSM00799,1977
1778257.862,5487438.7545,13010091,KWWN000423,Wastewater,3.2,3.57,1.53,4.73,5.1,WWMH,,INUS,Otaki,OSM00632,1978
1775228.537,5474060.7275,13010092,KWWN000940,Wastewater,54.98,55.33,1.31,56.29,56.64,WWMH,,INUS,Waikanae,WSM00009,1989
1769761.849,5473053.3665,13010093,KWWN000874,Wastewater,3.06,3.42,1.95,5.01,5.37,WWMH,,INUS,Waikanae,WSM00895,1985
1780904.987,5486487.3575,13010094,KWWN000417,Wastewater,6.16,6.53,1.22,7.38,7.75,WWMH,,INUS,Otaki,OSM00721,1978
1780801.831,5485888.6495,13010095,KWWN000226,Wastewater,7.39,7.76,1.4,8.79,9.16,WWMH,,INUS,Otaki,OSM00306,1978
1775135.273,5473697.2405,13010096,KWWN000536,Wastewater,64.17,64.52,1.9,66.07,66.42,WWMH,,INUS,Waikanae,WSM00047,1978
1780853.251,5486375.9285,13010097,KWWN000416,Wastewater,6.2,6.57,2.28,8.48,8.85,WWMH,,INUS,Otaki,OSM00720,1977
1778658.949,5486036.1875,13010098,KWWN000031,Wastewater,1.82,2.2,0.96,2.78,3.16,WWMH,,INUS,Otaki,OSM00174,1979
1780435.225,5486025.4625,13010099,KWWN000155,Wastewater,4.91,5.28,2.87,7.78,8.15,WWMH,,INUS,Otaki,OSM00277,1976
1774452.149,5473418.0595,13010100,KWWN000992,Wastewater,27.89,28.25,1.02,28.92,29.27,WWMH,,INUS,Waikanae,WSM00294,1978
1780597.985,5485840.1165,13010101,KWWN000227,Wastewater,6.99,7.36,1.52,8.51,8.88,WWMH,,INUS,Otaki,OSM00308,1979
1782632.616,5486000.9355,13010102,KWWN000765,Wastewater,26.76,27.14,2.3,29.06,29.44,WWMH,,INUS,Otaki,OSM00435,1978
1774940.486,5473799.5925,13010103,KWWN000959,Wastewater,36.88,37.23,1.2,38.08,38.43,WWMH,,INUS,Waikanae,WSM00028,1971
1781295.337,5485178.9085,13010104,KWWN000074,Wastewater,9.17,9.54,1.95,11.12,11.49,WWMH,,INUS,Otaki,OSM00393,1977
1780637.609,5486702.6955,13010105,KWWN000340,Wastewater,6.12,6.49,0.98,7.1,7.47,WWMH,,INUS,Otaki,OSM00220,1977
1781857.523,5485380.6995,13010106,KWWN000491,Wastewater,11.57,11.95,1.39,12.96,13.34,WWMH,,INUS,Otaki,OSM00412,1978
1774902.457,5473865.7245,13010107,KWWN001000,Wastewater,30.45,30.8,0.75,31.2,31.55,WWMH,,INUS,Waikanae,WSM00303,1992
1775235.509,5473900.1105,13010108,KWWN000950,Wastewater,69.08,69.43,2.15,71.23,71.58,WWMH,,INUS,Waikanae,WSM00019,1978
1782865.433,5485402.5415,13010109,KWWN000527,Wastewater,30.48,30.86,1.63,32.11,32.49,WWMH,,INUS,Otaki,OSM00482,1979
1775080.588,5473721.2095,13010110,KWWN000544,Wastewater,58.61,58.96,1.53,60.14,60.49,WWMH,,INUS,Waikanae,WSM00055,1978
1782584.437,5485787.1075,13010111,KWWN000784,Wastewater,25.57,25.95,2.8,28.37,28.75,WWMH,,INUS,Otaki,OSM00528,1978
1781793.418,5485951.7185,13010112,KWWN000701,Wastewater,8.59,8.97,1.76,10.35,10.73,WWMH,,INUS,Otaki,OSM00519,1989
1779783.373,5486402.0245,13010113,KWWN000134,Wastewater,3.71,4.08,1.08,4.79,5.16,WWMH,,INUS,Otaki,OSM00746,1977
1775129.52,5473527.6775,13010114,KWWN000981,Wastewater,70.63,70.99,1.56,72.19,72.55,WWMH,,INUS,Waikanae,WSM00062,1978
1780894.434,5485651.5795,13010115,KWWN000275,Wastewater,7.91,8.29,2.16,10.07,10.44,WWMH,,INUS,Otaki,OSM00321,1978
1780709.82,5485596.7265,13010116,KWWN000246,Wastewater,6.62,7,1.6,8.22,8.6,WWMH,,INUS,Otaki,OSM00585,1978
1778757.729,5486128.0975,13010117,KWWN000029,Wastewater,1.81,2.18,1.15,2.96,3.33,WWMH,,INUS,Otaki,OSM00172,1977
1780300.834,5486068.5515,13010118,KWWN000112,Wastewater,4.38,4.75,1.44,5.82,6.19,WWMH,,INUS,Otaki,OSM00591,1977
1778911.52,5487653.1915,13010119,KWWN000458,Wastewater,1.92,2.29,1.9,3.82,4.19,WWMH,,INUS,Otaki,OSM00688,1978
1780616.448,5485280.3915,13010120,KWWN000069,Wastewater,7.24,7.62,1.74,8.98,9.36,WWMH,,INUS,Otaki,OSM00579,1978
1778558.465,5487632.3985,13010121,KWWN000183,Wastewater,,,,,,WWMH,,INUS,Otaki,OSM00740,1979
1780802.462,5486709.7555,13010122,KWWN000344,Wastewater,7.39,7.76,1.43,8.82,9.19,WWMH,,INUS,Otaki,OSM00224,1977
1780738.201,5485574.2745,13010123,KWWN000245,Wastewater,6.58,6.95,2.1,8.68,9.05,WWMH,,INUS,Otaki,OSM00584,1978
1778890.669,5487234.3425,13010124,KWWN000200,Wastewater,1.79,2.17,0.88,2.67,3.04,WWMH,,INUS,Otaki,OSM00104,1978
1781461.385,5485249.6015,13010125,KWWN000658,Wastewater,11.03,11.41,1,12.03,12.41,WWMH,,INUS,Otaki,OSM00397,1978
1775117.294,5473819.3725,13010126,KWWN000969,Wastewater,59.63,59.98,3.15,62.78,63.13,WWMH,,INUS,Waikanae,WSM00038,1978
1780806.67,5485768.2705,13010127,KWWN000259,Wastewater,7.78,8.15,1.67,9.45,9.82,WWMH,,INUS,Otaki,OSM00758,1978
1780964.921,5485753.2475,13010128,KWWN000280,Wastewater,7.03,7.4,2.95,9.98,10.35,WWMH,,INUS,Otaki,OSM00339,1977
1780856.294,5485849.1765,13010129,KWWN000316,Wastewater,7,7.37,2.4,9.4,9.77,WWMH,,INUS,Otaki,OSM00599,1977
1779197.044,5488406.4715,13010130,KWWN000548,Wastewater,3.06,3.43,1.9,4.96,5.33,WWMH,,INUS,Otaki,OSM00011,1978
1781264.295,5486299.7785,13010131,KWWN000409,Wastewater,6.11,6.48,0.05,6.16,6.53,WWMH,,INUS,Otaki,OSM00616,1977
1769709.814,5474009.0595,13010132,KWWN000849,Wastewater,3.31,3.67,1.18,4.49,4.85,WWMH,,INUS,Waikanae,WSM00867,1976
1782420.887,5485387.3155,13010133,KWWN000518,Wastewater,12.55,12.93,1.76,14.31,14.69,WWMH,,INUS,Otaki,OSM00464,1978
1778401.328,5486446.7865,13010134,KWWN000042,Wastewater,-1.53,-1.16,3.02,1.49,1.86,WWMH,,INUS,Otaki,OSM00156,1977
1782996.44,5485222.0035,13010135,KWWN000668,Wastewater,31.88,32.25,1.69,33.57,33.95,WWMH,,INUS,Otaki,OSM00497,1978
1779055.531,5487942.7135,13010136,KWWN000466,Wastewater,1.72,2.09,1.05,2.77,3.14,WWMH,,INUS,Otaki,OSM00712,1978
1782455.527,5485179.8605,13010137,KWWN000530,Wastewater,12.33,12.7,2.85,15.18,15.55,WWMH,,INUS,Otaki,OSM00736,1979
1778836.607,5488277.5585,13010138,KWWN000560,Wastewater,-0.46,-0.09,2.86,2.4,2.77,WWMH,,INUS,Otaki,OSM00035,1978
1775067.265,5473889.1695,13010139,KWWN000961,Wastewater,50.49,50.84,1.28,51.77,52.12,WWMH,,INUS,Waikanae,WSM00030,1978
1782907.294,5485356.9775,13010140,KWWN000517,Wastewater,30.76,31.14,2.23,32.99,33.37,WWMH,,INUS,Otaki,OSM00565,1979
1780548.404,5486156.1235,13010141,KWWN000151,Wastewater,5.48,5.85,2.28,7.76,8.13,WWMH,,INUS,Otaki,OSM00273,1977
1782390.046,5485104.9585,13010142,KWWN000529,Wastewater,12.81,13.18,2.61,15.42,15.79,WWMH,,INUS,Otaki,OSM00735,1978
1781958.721,5485394.1905,13010143,KWWN000511,Wastewater,9.13,9.51,3.73,12.86,13.24,WWMH,,INUS,Otaki,OSM00803,1978
1783260.19,5485686.4435,13010144,KWWN000828,Wastewater,40.83,41.21,0.95,41.78,42.16,WWMH,,INUS,Otaki,OSM00836,1979
1779164.049,5488101.3275,13010145,KWWN000578,Wastewater,7.95,8.32,0.67,8.62,8.99,WWMH,,INUS,Otaki,OSM00111,1978
1778621.349,5487963.6745,13010146,KWWN000429,Wastewater,2.35,2.72,0.5,2.85,3.22,WWMH,,INUS,Otaki,OSM00057,1978
1778701.193,5487499.1095,13010147,KWWN000173,Wastewater,-0.59,-0.22,3.5,2.91,3.28,WWMH,,INUS,Otaki,OSM00195,1978
1781995.343,5485358.4515,13010148,KWWN000513,Wastewater,9.42,9.8,3.85,13.27,13.64,WWMH,,INUS,Otaki,OSM00805,1978
1782519.767,5485975.9075,13010149,KWWN000761,Wastewater,27.45,27.83,1.15,28.6,28.98,WWMH,,INUS,Otaki,OSM00431,1978
1775001.128,5473800.2575,13010150,KWWN000963,Wastewater,,,,,,WWMH,,INUS,Waikanae,WSM00032,1978
1769804.412,5473915.8005,13010151,KWWN000853,Wastewater,1.12,1.48,1.24,2.36,2.72,WWMH,,INUS,Waikanae,WSM00871,1975
1781968.371,5485336.8255,13010152,KWWN000507,Wastewater,9.77,10.15,3.48,13.25,13.63,WWMH,,INUS,Otaki,OSM00548,1979
1782766.319,5485593.7205,13010153,KWWN000777,Wastewater,28.89,29.27,2.94,31.83,32.21,WWMH,,INUS,Otaki,OSM00476,1978
1778899.452,5488499.1175,13010154,KWWN000555,Wastewater,1.74,2.11,2.55,4.29,4.66,WWMH,,INUS,Otaki,OSM00026,1978
1775161.335,5473494.1415,13010155,KWWN000980,Wastewater,79.6,79.95,0.64,80.24,80.59,WWMH,,PRV,Waikanae,WSM00061,1988
1781957.513,5485545.3925,13010156,KWWN000747,Wastewater,11.24,11.62,1.34,12.58,12.96,WWMH,,INUS,Otaki,OSM00768,1979
1778708.247,5486378.3445,13010157,KWWN000053,Wastewater,0.83,1.2,1.7,2.53,2.9,WWMH,,INUS,Otaki,OSM00706,1977
1781797.016,5485269.0315,13010158,KWWN000495,Wastewater,10.7,11.08,3.25,13.95,14.33,WWMH,,INUS,Otaki,OSM00540,1978
1778730.989,5487959.4135,13010159,KWWN000431,Wastewater,1.26,1.63,1.7,2.96,3.33,WWMH,,INUS,Otaki,OSM00059,1978
1779065.972,5487853.2465,13010160,KWWN000209,Wastewater,3.43,3.8,3.38,6.81,7.18,WWMH,,INUS,Otaki,OSM00135,1978
1782636.857,5486114.2065,13010161,KWWN000762,Wastewater,26.62,27,1.1,27.72,28.1,WWMH,,INUS,Otaki,OSM00432,1978
1779024.89,5488081.0615,13010162,KWWN000610,Wastewater,1.43,1.81,1.6,3.03,3.41,WWMH,,INUS,Otaki,OSM00668,1978
1780908.931,5486348.4095,13010163,KWWN000402,Wastewater,6.72,7.09,1.97,8.69,9.06,WWMH,,INUS,Otaki,OSM00249,1979
1780421.22,5486317.5635,13010164,KWWN000376,Wastewater,4.26,4.63,1.98,6.24,6.61,WWMH,,INUS,Otaki,OSM00625,1977
1779005.019,5488372.4775,13010165,KWWN000490,Wastewater,2.17,2.54,1.67,3.84,4.21,WWMH,,INUS,Otaki,OSM00009,1978
1780837.338,5486157.1515,13010166,KWWN000252,Wastewater,6.87,7.24,2.32,9.19,9.56,WWMH,,INUS,Otaki,OSM00603,1977
1779087.213,5487893.8605,13010167,KWWN000207,Wastewater,5.72,6.09,0.6,6.32,6.69,WWMH,,INUS,Otaki,OSM00133,1978
1781319.003,5485499.4245,13010168,KWWN000301,Wastewater,9.22,9.6,2.3,11.52,11.9,WWMH,,INUS,Otaki,OSM00376,1978
1778561.966,5487861.2355,13010169,KWWN000441,Wastewater,1.72,2.09,1.32,3.04,3.42,WWMH,,INUS,Otaki,OSM00073,1978
1769907.536,5473521.8555,13010170,KWWN000923,Wastewater,0.53,0.89,2.47,3,3.36,WWMH,,INUS,Waikanae,WSM00947,1987
1769677.518,5473379.4815,13010171,KWWN000920,Wastewater,1.98,2.34,1.52,3.5,3.86,WWMH,,INUS,Waikanae,WSM00944,1987
1779129.378,5488363.5085,13010172,KWWN000603,Wastewater,3.5,3.87,1,4.5,4.87,WWMH,,INUS,Otaki,OSM00660,1978
1778292.785,5487506.9585,13010173,KWWN000168,Wastewater,3.44,3.81,1.25,4.69,5.06,WWMH,,INUS,Otaki,OSM00094,1978
1780359.353,5486345.7975,13010174,KWWN000372,Wastewater,4.58,4.95,1.05,5.63,6,WWMH,,INUS,Otaki,OSM00270,1977
1782552.241,5485907.2845,13010175,KWWN000757,Wastewater,25.81,26.19,1.74,27.55,27.92,WWMH,,INUS,Otaki,OSM00427,1978
1781740.637,5485564.5065,13010176,KWWN000718,Wastewater,9.66,10.04,2.1,11.76,12.14,WWMH,,PRV,Otaki,OSM00822,1979
1775124.239,5473524.2695,13010177,KWWN000983,Wastewater,70.36,70.71,1.85,72.2,72.56,WWMH,,INUS,Waikanae,WSM00065,1978
1781877.744,5485398.7705,13010178,KWWN000649,Wastewater,11.94,12.32,0.82,12.76,13.14,WWMH,,INUS,Otaki,OSM00414,1978
1782807.495,5485646.4685,13010179,KWWN000776,Wastewater,31.28,31.66,1.06,32.34,32.72,WWMH,,INUS,Otaki,OSM00475,1991
1775073.898,5473534.0685,13010180,KWWN000989,Wastewater,64.9,65.25,1.49,66.39,66.74,WWMH,,INUS,Waikanae,WSM00071,1978
1782160.421,5485562.9035,13010181,KWWN000748,Wastewater,10.98,11.36,2.2,13.18,13.56,WWMH,,INUS,Otaki,OSM00769,1978
1780587.649,5485307.0845,13010182,KWWN000062,Wastewater,6.3,6.68,2.6,8.9,9.28,WWMH,,INUS,Otaki,OSM00331,1979
1778748.527,5487582.4255,13010183,KWWN000448,Wastewater,0.62,0.99,2.67,3.29,3.66,WWMH,,INUS,Otaki,OSM00082,1978
1780771.802,5486217.4065,13010184,KWWN000253,Wastewater,7.71,8.08,0.83,8.54,8.91,WWCE,,INUS,Otaki,OSM00623,1977
1779220.726,5488144.9735,13010185,KWWN000591,Wastewater,5.7,6.07,1.05,6.75,7.12,WWMH,,INUS,Otaki,OSM00185,1978
1778397.453,5487509.6185,13010186,KWWN000456,Wastewater,2.89,3.26,1.14,4.03,4.4,WWMH,,INUS,Otaki,OSM00090,1979
1775178.17,5473969.4285,13010187,KWWN000936,Wastewater,55.74,56.09,1.02,56.76,57.11,WWMH,,INUS,Waikanae,WSM00005,1978
1780069.419,5486032.5345,13010188,KWWN000108,Wastewater,4.99,5.36,1.3,6.29,6.66,WWMH,,INUS,Otaki,OSM00288,1978
1780584.011,5485640.5415,13010189,KWWN000261,Wastewater,5.31,5.68,2.77,8.08,8.45,WWMH,,INUS,Otaki,OSM00760,1978
1781197.422,5484817.8925,13010190,KWWN000082,Wastewater,10.38,10.76,2.52,12.9,13.28,WWMH,,INUS,Otaki,OSM00406,1977
1780323.336,5485948.3965,13010191,KWWN000103,Wastewater,4.74,5.11,1.53,6.27,6.64,WWMH,,INUS,Otaki,OSM00283,1978
1775207.36,5473893.6535,13010192,KWWN000951,Wastewater,65.03,65.39,2.26,67.29,67.64,WWMH,,INUS,Waikanae,WSM00020,1978
1781683.096,5485239.3795,13010193,KWWN000654,Wastewater,11.67,12.05,1.44,13.11,13.49,WWMH,,INUS,Otaki,OSM00382,1978
1778984.663,5486217.0815,13010194,KWWN000037,Wastewater,2.08,2.45,1.17,3.25,3.62,WWMH,,INUS,Otaki,OSM00177,1977
1769754.64,5473653.4575,13010195,KWWN000914,Wastewater,1.19,1.55,1.85,3.04,3.4,WWMH,,INUS,Waikanae,WSM00938,1996
1778413.483,5487692.0965,13010196,KWWN000166,Wastewater,,,,,,WWMH,,INUS,Otaki,OSM00092,1979
1782935.613,5485310.1225,13010197,KWWN000533,Wastewater,30.94,31.32,2.4,33.34,33.72,WWMH,,INUS,Otaki,OSM00487,1979
1780214.37,5486092.0095,13010198,KWWN000110,Wastewater,3.77,4.14,1.59,5.36,5.73,WWMH,,INUS,Otaki,OSM00290,1977
1777940.816,5486517.4655,13010199,KWWN000003,Wastewater,1.18,1.55,1.06,2.24,2.61,WWMH,,INUS,Otaki,OSM00145,1979
1780804.824,5485481.4055,13010200,KWWN000249,Wastewater,,,,,,WWMH,,INUS,Otaki,OSM00593,1979
1778861.9,5486150.0005,13010201,KWWN000035,Wastewater,1.41,1.78,1.96,3.37,3.74,WWMH,,INUS,Otaki,OSM00175,1977
1778696.187,5486153.7135,13010202,KWWN000027,Wastewater,1.44,1.81,1.26,2.7,3.07,WWMH,,INUS,Otaki,OSM00170,1977
1779018.173,5488612.0115,13010203,KWWN000487,Wastewater,2.06,2.43,1.05,3.11,3.48,WWMH,,INUS,Otaki,OSM00006,1978
1769721.637,5473166.3235,13010204,KWWN000881,Wastewater,11.49,11.85,2.06,13.55,13.91,WWMH,,INUS,Waikanae,WSM00903,1976
1782657.346,5486036.6385,13010205,KWWN000789,Wastewater,27.13,27.51,2.13,29.27,29.64,WWMH,,INUS,Otaki,OSM00533,1978
1782964.486,5485197.9325,13010206,KWWN000679,Wastewater,29.06,29.44,1.11,30.17,30.55,WWMH,,INUS,Otaki,OSM00555,1978
1778856.831,5488407.4985,13010207,KWWN000557,Wastewater,1.71,2.08,0.78,2.49,2.86,WWMH,,INUS,Otaki,OSM00028,1978
1782504.313,5485947.3335,13010208,KWWN000792,Wastewater,25.15,25.53,1.39,26.54,26.91,WWMH,,INUS,Otaki,OSM00536,1978
1781004.198,5485396.1275,13010209,KWWN000071,Wastewater,9.14,9.51,2.8,11.94,12.31,WWMH,,INUS,Otaki,OSM00386,1978
1779141.821,5488811.3325,13010210,KWWN000598,Wastewater,4.14,4.51,0.93,5.07,5.44,WWMH,,INUS,Otaki,OSM00655,1978
1782091.223,5485488.0765,13010211,KWWN000749,Wastewater,12.02,12.4,1.05,13.08,13.45,WWMH,,INUS,Otaki,OSM00770,1978
1773353.356,5472728.3265,13010212,KWWN001036,Wastewater,16.03,16.38,2.62,18.65,19,WWMH,,INUS,Waikanae,WSM00617,1979
1780907.754,5486287.1815,13010213,KWWN000403,Wastewater,7.04,7.41,1.35,8.39,8.76,WWMH,,INUS,Otaki,OSM00250,1979
1781924.169,5485438.8035,13010214,KWWN000751,Wastewater,8.73,9.11,3.79,12.52,12.9,WWMH,,INUS,Otaki,OSM00801,1978
1783007.125,5485478.2165,13010215,KWWN000823,Wastewater,33.88,34.26,1.88,35.76,36.14,WWMH,,INUS,Otaki,OSM00525,1979
1780690.871,5486510.2505,13010216,KWWN000354,Wastewater,6.52,6.89,0.78,7.3,7.67,WWMH,,INUS,Otaki,OSM00239,1979
1779314.862,5488129.6295,13010217,KWWN000633,Wastewater,3.59,3.96,1.19,4.78,5.15,WWMH,,INUS,Otaki,OSM00118,1978
1778864.884,5488179.8815,13010218,KWWN000570,Wastewater,2.11,2.48,0.79,2.9,3.27,WWMH,,INUS,Otaki,OSM00050,1978
1782694.98,5485978.8745,13010219,KWWN000799,Wastewater,29.24,29.62,1.01,30.25,30.63,WWMH,,INUS,Otaki,OSM00772,1978
1781179.206,5485672.9805,13010220,KWWN000297,Wastewater,8.49,8.86,1.65,10.14,10.51,WWMH,,INUS,Otaki,OSM00372,1977
1778951.975,5488212.5755,13010221,KWWN000567,Wastewater,0.47,0.84,2.2,2.67,3.04,WWMH,,INUS,Otaki,OSM00047,1978
1780861.676,5486729.5375,13010222,KWWN000395,Wastewater,7.94,8.31,1.2,9.14,9.51,WWMH,,INUS,Otaki,OSM00225,1977
1782714.775,5485173.5635,13010223,KWWN000524,Wastewater,12.79,13.17,2.78,15.57,15.95,WWMH,,INUS,Otaki,OSM00470,1978
1780800.566,5485015.6085,13010224,KWWN000066,Wastewater,6.91,7.28,3.51,10.42,10.79,WWMH,,INUS,Otaki,OSM00335,1978
1769928.849,5474141.9405,13010225,KWWN000861,Wastewater,1.5,1.85,1.24,2.74,3.09,WWMH,,INUS,Waikanae,WSM00880,1979
1779221.195,5488201.2045,13010226,KWWN000589,Wastewater,3.95,4.32,1.15,5.1,5.47,WWMH,,INUS,Otaki,OSM00142,1978
1781190.453,5486327.5705,13010227,KWWN000413,Wastewater,5.83,6.2,1,6.83,7.2,WWMH,,INUS,Otaki,OSM00620,1979
1769702.662,5473285.7155,13010228,KWWN000890,Wastewater,3.81,4.17,2.51,6.32,6.68,WWMH,,INUS,Waikanae,WSM00912,1977
1783110.39,5485738.4385,13010229,KWWN000814,Wastewater,37.27,37.65,2.38,39.65,40.03,WWMH,,INUS,Otaki,OSM00508,1979
1775218.477,5474175.0275,13010230,KWWN000982,Wastewater,44.19,44.54,1.54,45.73,46.08,WWMH,,INUS,Waikanae,WSM00063,1990
1775034.879,5473926.5515,13010231,KWWN000956,Wastewater,39.41,39.76,2.9,42.31,42.66,WWMH,,INUS,Waikanae,WSM00025,1978
1780979.856,5486728.8985,13010232,KWWN000421,Wastewater,7.97,8.34,1.58,9.55,9.92,WWMH,,INUS,Otaki,OSM00795,1977
1780503.509,5486757.9105,13010233,KWWN000334,Wastewater,4.93,5.3,1.1,6.03,6.4,WWMH,,INUS,Otaki,OSM00214,1977
1775180.519,5474123.7405,13010234,KWWN000932,Wastewater,43.66,44.01,1.46,45.12,45.47,WWMH,,INUS,Waikanae,WSM00001,1989
1779073.496,5488713.1545,13010235,KWWN000485,Wastewater,2.41,2.78,3.2,5.61,5.98,WWMH,,INUS,Otaki,OSM00004,1978
1781714.242,5486176.2705,13010236,KWWN000717,Wastewater,12.53,12.91,1.71,14.24,14.62,WWMH,,INUS,Otaki,OSM00642,1978
1779019.481,5487958.1235,13010237,KWWN000467,Wastewater,1.4,1.77,1.55,2.95,3.32,WWMH,,INUS,Otaki,OSM00713,1978
1780431.689,5486314.0345,13010238,KWWN000371,Wastewater,4.42,4.79,1.93,6.35,6.72,WWMH,,INUS,Otaki,OSM00269,1977
1781330.009,5485210.2495,13010239,KWWN000076,Wastewater,9.4,9.78,1.85,11.25,11.63,WWMH,,INUS,Otaki,OSM00395,1977
