OBJECTID,us_node_id,ds_node_id,asset_id,system_type,pipe_type,pipe_material,pipe_class,width,length,location,status,kcdc_histo_id,year_installed,GlobalID,SHAPE_Length
13258442,KWWN004260,KWWN004261,KWWP002536,Wastewater,WWMN,AC,,150,30.66548041,Paraparaumu,INUS,PSG02306,1980,{A5B910F9-D611-4418-AFD2-A9EF9FCA76F0},30.6650769441709
13258443,KWWN004551,KWWN004546,KWWP006020,Wastewater,WWMN,PVC,,150,24.53554961,Paraparaumu,INUS,PSG02839,1999,{A5BBF189-B5C4-4C89-BF3C-7BBAD73455A2},24.536005236857
13258444,KWWN004505,KWWN004504,KWWP005995,Wastewater,WWMN,PVC,,150,28.92586561,Paraparaumu,INUS,PSG02793,1997,{A5F36670-A66C-4244-A3A8-E31546A7444C},28.9262640002247
13258445,KWWN004707,KWWN004659,KWWP005596,Wastewater,WWMN,AC,,150,86.73697348,Paraparaumu,INUS,PSG02978,2001,{A5F98070-B322-4AD0-9743-987600B4A200},86.7377859121302
13258446,KWWN004079,KWWN004074,KWWP002359,Wastewater,WWMN,AC,,150,9.74494975,Paraparaumu,INUS,PSG02020,1978,{A6183780-356A-4557-94B6-B5915A3AB341},9.7457917077584
13258447,KWWN004220,KWWN004217,KWWP002222,Wastewater,WWMN,AC,,150,25.15503589,Paraparaumu,INUS,PSG02196,1976,{A63795F4-B0DA-43F0-ADC8-15295007B915},25.1549536473236
13258448,KWWN004809,KWWN004635,KWWP004524,Wastewater,WWMN,UPVC,,150,3.0246568,Paraparaumu,PRV,PSG02920,2000,{A6AB08E1-42C6-4DEA-890B-36B4BB344951},3.02502892600517
13258449,KWWN004961,KWWN006018,KWWP005072,Wastewater,WWRM,HDPE,,100,1.23291687,Waikanae,INUS,20101104114525,2009,{A704FCE6-3592-4073-8B1F-E31666E52B8B},1.23291686732922
13258450,KWWN004232,KWWN002913,KWWP002491,Wastewater,WWMN,EW,,150,27.42618384,Paraparaumu,INUS,PSG02169,1976,{A70E2E62-3B4A-48AA-BE16-DED30AC1EBFF},27.4264785381984
13258451,KWWN004535,KWWN004532,KWWP006003,Wastewater,WWMN,PVC,,150,35.85449068,Paraparaumu,INUS,PSG02820,1999,{A7514E43-BFE4-418F-9728-05B0A778471B},35.8554875162309
13258452,KWWN004337,KWWN002643,KWWP004090,Wastewater,WWMN,AC,,150,63.04370939,Paraparaumu,INUS,PSG02459,1981,{A7B04F73-B21E-4C2E-BB9E-AD3B6136C799},63.0441192972553
13258453,KWWN004040,KWWN004041,KWWP000643,Wastewater,WWMN,AC,,150,40.54597635,Paraparaumu,INUS,PSG00053,1979,{A80B8401-7CA9-42AC-9A44-F2B9C4626DB4},40.5466284784093
13258454,KWWN004996,KWWN004752,KWWP005545,Wastewater,WWMN,AC,,150,19.46718811,Paraparaumu,PRV,PSG01609,1981,{A845420F-9BB7-427A-B583-BDE929FF1D12},19.4668820817568
13258455,KWWN004398,KWWN004397,KWWP001557,Wastewater,WWMN,AC,,150,67.20949519,Paraparaumu,INUS,PSG01079,1981,{A8BE977C-ED56-4D98-ABA8-544B924DC11D},67.2092003822129
13258456,KWWN004601,KWWN003065,KWWP004495,Wastewater,WWMN,UPVC,,150,54.99592996,Paraparaumu,INUS,PSG02895,1999,{A91908B1-8A62-4012-BCDC-23C680D2798A},54.9965858671229
13258457,KWWN004862,KWWN007122,KWWP006633,Wastewater,WWOT,UNK,,,0.38306396,Paraparaumu,INUS,,,{A93D099D-03FC-4862-AA69-737E4B826859},0.383063963694121
13258458,KWWN004615,KWWN004613,KWWP004507,Wastewater,WWMN,PVC,,150,56.76615761,Paraparaumu,INUS,PSG02888,1999,{A941673B-82BB-4BEA-B6CC-7764C3F46601},56.7656500443123
13258459,KWWN004515,KWWN004866,KWWP004135,Wastewater,WWMN,PVC,,150,16.15949767,Paraparaumu,INUS,PSG02802,1997,{A96E110A-535E-4026-8DF2-B8DA3604D39F},16.1591989915205
13258460,KWWN004933,KWWN012033,KWWP007719,Wastewater,WWOV,PE,,150,13.31411448,Paraparaumu,INUS,,1978,{A9CE615A-02FF-4A5C-AEA8-0FF7384C4991},13.3144899261874
13258461,KWWN004831,KWWN007012,KWWP006551,Wastewater,WWOT,UNK,,,0.66320208,Otaki,INUS,,,{AA049007-A4F1-4B5C-8C1B-2497554810D4},0.66320208113902
13258462,KWWN004010,KWWN004011,KWWP002382,Wastewater,WWMN,EW,,150,77.4699524,Paraparaumu,INUS,PSG02051,1976,{AAC8CEBA-84D4-4A0C-9221-3CC656B1CC9C},77.4697078993445
13258463,KWWN005025,KWWN002083,KWWP001903,Wastewater,WWMN,AC,,150,43.39476042,Paraparaumu,INUS,PSG01682,1981,{AADEF991-3394-417A-9875-C6D3DA8E18C7},43.394995667432
13258464,KWWN004445,KWWN004957,KWWP005957,Wastewater,WWMN,PVC,,160,56.10487887,Paraparaumu,INUS,PSG02759,1996,{AB017240-7DFD-411E-B1E8-F46B86455E69},56.1050711787625
13258465,KWWN004690,KWWN004689,KWWP004569,Wastewater,WWMN,UPVC,,150,17.49520108,Paraparaumu,INUS,PSG02960,2001,{AB0FACCB-6955-4DFA-9001-BF1E42476675},17.494877422188
13258466,KWWN004857,KWWN005263,KWWP006098,Wastewater,WWRM,PVC,,100,186.7165741,Paraparaumu,INUS,PSR00098,1980,{AB30F041-6937-4AF0-AFA1-C7BBD1F80EE2},186.716505763066
13258467,KWWN005034,KWWN002210,KWWP002026,Wastewater,WWMN,AC,,150,30.60467672,Paraparaumu,INUS,PSG01601,1981,{AC5F75BE-68BE-4498-ABFC-FBC111181F2E},30.6039700697164
13258468,KWWN004823,KWWN007235,KWWP006783,Wastewater,WWOT,UNK,,,0.3403792,Paraparaumu,PRV,,,{AC65A703-F6D5-4B0B-8EA8-E11F6EAEBB96},0.340379200810808
13258469,KWWN004805,KWWN003293,KWWP005705,Wastewater,WWMN,PVC,,100,32.74962628,Paraparaumu,INUS,20070913145227,1984,{ACB84B30-4FE0-479D-A9FC-C336A0BB9C13},32.7492517328348
13258470,KWWN004992,KWWN002150,KWWP002058,Wastewater,WWMN,AC,,150,20.51678185,Paraparaumu,INUS,PSG01634,1981,{ACF1B55F-C505-4737-B181-93BBDC7ECAA5},20.5172031480692
13258471,KWWN004764,KWWN003112,KWWP001110,Wastewater,WWMN,PVC,,150,33.95385779,Paraparaumu,INUS,PSG00609,1991,{ACFCB5F7-CE7D-47DC-A154-694360151B09},33.9537536221114
13258472,KWWN004593,KWWN004591,KWWP004488,Wastewater,WWMN,UPVC,,150,52.72914154,Paraparaumu,INUS,PSG02869,1999,{AD0CCF74-10A6-42E4-B676-351E6EDB7A5D},52.7293645899314
13258473,KWWN005005,KWWN002391,KWWP001890,Wastewater,WWMN,PVC,,150,55.01538794,Paraparaumu,INUS,PSG01472,1979,{AD75333C-B3D7-4EEF-A77E-075F6D099D53},55.0156550534057
13258474,KWWN004912,KWWN010185,KWWP006755,Wastewater,WWOT,UNK,,,0.65532282,Paraparaumu,INUS,,,{ADBA7028-F5AE-421B-A207-AFE272685C86},0.655322820811479
13258475,KWWN004374,KWWN004811,KWWP004736,Wastewater,WWMN,AC,,150,36.78151909,Paraparaumu,INUS,BizeAsset22,1981,{ADC6C437-E37D-4B15-B30E-396066ED2D59},36.7817533152832
13258476,KWWN004396,KWWN004395,KWWP001551,Wastewater,WWMN,AC,,150,84.74163985,Paraparaumu,INUS,PSG01073,1978,{ADFAB4CD-666F-4259-8E1A-064DFE38C39B},84.7408540493264
13258477,KWWN004935,KWWN010137,KWWP006731,Wastewater,WWOT,UNK,,,0.4654052,Paraparaumu,INUS,,,{AE02F19B-3DE0-4879-9C1E-D8A01B436FDA},0.465405200275223
13258478,KWWN004590,KWWN004592,KWWP004484,Wastewater,WWMN,UPVC,,150,67.67667118,Paraparaumu,INUS,PSG02874,1999,{AE1CB87D-C5C0-43F9-8B41-EDD4512DCBBE},67.676178415689
13258479,KWWN004255,KWWN004241,KWWP005130,Wastewater,WWMN,HDPE,,150,91.50323245,Paraparaumu,INUS,20120201154800,2006,{AE74CFC9-68FD-43C1-8D44-4B32A8160432},91.5032255226192
13258480,KWWN004881,KWWN003578,KWWP004656,Wastewater,WWRM,AC,,100,88.98601459,Paraparaumu,INUS,PSR00046,1980,{AE9A7F43-926E-4542-9E8C-7EF1602B0976},88.9855781802949
13258481,KWWN004946,KWWN006316,KWWP006478,Wastewater,WWMN,PVC,,150,20.68802176,Paraparaumu,INUS,,,{AEB533FA-D5C7-438C-8F40-2ED3678DC165},20.6890394410341
13258482,KWWN004295,KWWN004294,KWWP002755,Wastewater,WWMN,EW,,150,90.3528037,Paraparaumu,INUS,PSG02591,1976,{AED36867-4CC0-4FB4-9108-E9C6A50A0C5D},90.3519180369769
13258483,KWWN004973,KWWN000162,KWWP004357,Wastewater,WWMN,AC,,150,52.91304019,Otaki,INUS,OSG00732,1980,{AF9F54B0-BDAB-49E5-BB61-68B6C9AA321B},52.9132045713659
13258484,KWWN004045,KWWN004044,KWWP000503,Wastewater,WWMN,AC,,150,81.79581988,Paraparaumu,INUS,PSG00102,1979,{AFD15857-27F7-43C4-B8B1-062473BAE653},81.7952160583474
13258485,KWWN004371,KWWN004370,KWWP001576,Wastewater,WWMN,AC,,150,69.85932217,Paraparaumu,INUS,PSG01099,1981,{AFE95BFE-785B-4392-BFF2-E7AF3D850B42},69.8591156544132
13258486,KWWN004480,KWWN004479,KWWP005575,Wastewater,WWMN,PVC,,150,29.30347049,Paraparaumu,INUS,PSG02772,1980,{B09087F3-FC61-4EF9-933B-1D1DD5512D6B},29.3032766766176
13258487,KWWN004053,KWWN004052,KWWP002391,Wastewater,WWMN,EW,,225,60.95660022,Paraparaumu,INUS,PSG02060,1978,{B0A69D5C-7194-4DD0-9176-E9980F147F38},60.9564001892915
13258488,KWWN004055,KWWN002944,KWWP002309,Wastewater,WWMN,EW,,225,19.01025709,Paraparaumu,INUS,PSG01934,1978,{B1113CA1-118D-4772-8FCE-552CDD5405B6},19.010424114512
13258489,KWWN004548,KWWN004549,KWWP006018,Wastewater,WWMN,AC,,225,22.20040984,Paraparaumu,INUS,PSG02837,1999,{B15645F5-56E2-4A28-BBCE-817A63905AE7},22.2004526536058
13258490,KWWN004634,KWWN007432,KWWP004522,Wastewater,WWMN,UPVC,,150,33.68338064,Paraparaumu,INUS,PSG02912,2000,{B1B7A4A6-33DD-47F3-A382-29731C08B7F6},33.6831714655742
13258491,KWWN004538,KWWN004537,KWWP006006,Wastewater,WWMN,PVC,,150,39.35950506,Paraparaumu,INUS,PSG02824,1999,{B1DFE013-BAB1-4189-94E2-53071EAD290D},39.3588842442671
13258492,KWWN004246,KWWN004247,KWWP002474,Wastewater,WWMN,PVC,,150,95.00674055,Paraparaumu,INUS,PSG02152,1987,{B2188789-AE65-41B3-AB3A-01976DC9B93B},95.006711746793
13258493,KWWN004014,KWWN004013,KWWP002380,Wastewater,WWMN,PVC,,150,44.94947493,Paraparaumu,INUS,PSG02049,1976,{B22F551F-0046-47BA-B871-4F3EE2E6F740},44.9496641261899
13258494,KWWN004653,KWWN004652,KWWP004538,Wastewater,WWMN,PVC,,150,65.64952277,Waikanae,INUS,WSG01319,2000,{B244744D-6590-4CC5-9AD7-20D8EF622C70},65.649776435361
13258495,KWWN004860,KWWN007204,KWWP006672,Wastewater,WWOT,UNK,,,0.44886746,Paraparaumu,INUS,,,{B2A430CC-F2C1-467D-88B5-827ABB1138A2},0.448867463624806
13258496,KWWN004244,KWWN011558,KWWP002472,Wastewater,WWMN,PVC,,150,4.55375581,Paraparaumu,INUS,PSG02150,1987,{B3564E3F-DA08-4727-B50B-F0206EC3344A},4.5535868275082
13258497,KWWN004103,KWWN004104,KWWP002435,Wastewater,WWMN,PVC,,150,63.37847718,Paraparaumu,INUS,PSG02112,1976,{B362ED00-DC50-4825-8A98-838330C40C3C},63.3789768382533
13258498,KWWN004464,KWWN004463,KWWP005977,Wastewater,WWMN,PVC,,150,83.92792715,Paraparaumu,INUS,PSG02769,1998,{B399D4A8-6606-4286-A94C-13DCD7F49F21},83.9282050562874
13258499,KWWN004829,KWWN006834,KWWP006452,Wastewater,WWOT,UNK,,,0.3985022,Otaki,INUS,,,{B3A33416-7263-4E62-A476-958D48762763},0.39850219498361
13258500,KWWN004451,KWWN004449,KWWP005966,Wastewater,WWMN,PVC,,150,27.17835476,Paraparaumu,INUS,PSG02767,1997,{B3F7D22A-D9EF-45AA-A631-6AD15EF1486A},27.1775752042005
13258501,KWWN004330,KWWN002896,KWWP003991,Wastewater,WWMN,AC,,150,17.50794044,Paraparaumu,INUS,PSG02225,1964,{B40183FE-315C-42F4-BBDB-5F4936C154DC},17.508201620978
13258502,KWWN004178,KWWN004177,KWWP002259,Wastewater,WWMN,AC,,150,51.60577861,Paraparaumu,INUS,PSG01884,1976,{B46EA19F-4816-4F8F-8AE8-5F2DE0360E04},51.6057779804536
13258503,KWWN004655,KWWN004653,KWWP004539,Wastewater,WWMN,PVC,,150,88.67594263,Waikanae,INUS,WSG01320,2000,{B4A5FDF0-3082-46B8-944F-BDC9E6736D05},88.6760959270934
13258504,KWWN004839,KWWN006950,KWWP006519,Wastewater,WWOT,UNK,,,0.38010656,Otaki,INUS,,,{B518110E-6CA8-48D0-9378-0055F5E672DF},0.380106563906562
13258505,KWWN004227,KWWN004226,KWWP005515,Wastewater,WWMN,PVCSP,,150,57.87473977,Paraparaumu,INUS,20120703160948,2012,{B5245316-F3CD-4AEB-BF18-4B7FBE26580B},57.8743534566811
13258506,KWWN004482,KWWN004479,KWWP005991,Wastewater,WWMN,PVC,,150,90.29323658,Paraparaumu,INUS,PSG02774,1980,{B5686CAB-847C-4312-B1D2-24FCD08CD05A},90.2931564732622
13258507,KWWN004067,KWWN004068,KWWP002193,Wastewater,WWMN,AC,,150,37.50446774,Paraparaumu,INUS,PSG01985,1978,{B5E7BF99-F0B6-4127-9B23-74839C619393},37.504279129847
13258508,KWWN004150,KWWN004148,KWWP002134,Wastewater,WWMN,AC,,150,23.18203347,Paraparaumu,PRV,PSG01783,1976,{B62404EE-8B36-494A-BECE-A081B0B84F9D},23.1820044005028
13258509,KWWN004609,KWWN004608,KWWP004504,Wastewater,WWMN,PVC,,150,49.08903178,Paraparaumu,INUS,PSG02890,1999,{B63F4EB2-E91D-4943-B776-03ABB74E3EFA},49.0883038002859
13258510,KWWN004865,KWWN007287,KWWP006807,Wastewater,WWOT,UNK,,,0.5832118,Paraparaumu,INUS,,,{B6870C71-9975-4EA5-9E45-D8968B1B8430},0.583211796731808
13258511,KWWN004094,KWWN004095,KWWP003952,Wastewater,WWMN,AC,,150,24.43540279,Paraparaumu,INUS,PSG02029,1977,{B714A654-6BF3-4A1B-AFA4-72D31C22272A},24.4348155099795
13258512,KWWN004289,KWWN004290,KWWP002762,Wastewater,WWMN,PVCSP,,225,79.17305968,Paraparaumu,INUS,PSG02598,2015,{B75864B9-A3F7-4CA0-BEBF-A7D5BB46DFEF},79.1726434693432
13258513,KWWN005040,KWWN002240,KWWP001847,Wastewater,WWMN,AC,,150,54.41108501,Paraparaumu,INUS,PSG01421,1981,{B776C61D-F5FA-4312-B143-53D304BBE81C},54.4108945888798
13258514,KWWN004499,KWWN004498,KWWP004063,Wastewater,WWMN,PVC,,150,44.6558058,Paraparaumu,INUS,PSG02788,1997,{B819F5C1-10F0-44D0-AA5A-8617DF0A5463},44.6554863148156
13258515,KWWN004694,KWWN004693,KWWP004565,Wastewater,WWMN,UPVC,,150,26.98923433,Paraparaumu,INUS,PSG02962,2001,{B8426AE3-9504-4CEF-921F-D58C33C7E66D},26.9895342126325
13258516,KWWN004195,KWWN004196,KWWP002581,Wastewater,WWMN,STEEL,,150,21.88584396,Paraparaumu,INUS,PSG02354,1981,{B8BF5177-8E2C-41C2-B3B5-409D63F7387D},21.8856778052624
13258517,KWWN004930,KWWN010161,KWWP006743,Wastewater,WWOT,UNK,,,0.59665736,Paraparaumu,INUS,,,{B8C88F80-7BD0-4D56-9EBD-F000E4BE4397},0.596657355332333
13258518,KWWN004955,KWWN006866,KWWP006468,Wastewater,WWOT,UNK,,,0.68150001,Waikanae,INUS,,2018,{B8FCB2D1-19ED-4735-9FFA-94CF27E11594},0.682115825800474
13258519,KWWN004187,KWWN004186,KWWP002177,Wastewater,WWMN,AC,,300,86.08133223,Paraparaumu,INUS,PSG01810,1976,{B901460F-8007-4F63-8412-7E5E6B9DF5B8},86.0815345820744
13258520,KWWN004262,KWWN004282,KWWP002535,Wastewater,WWMN,AC,,150,29.05312668,Paraparaumu,INUS,PSG02305,1980,{B9020205-9E27-4DDB-8F9D-14255D2ABDAB},29.0528601860026
13258521,KWWN004728,KWWN004729,KWWP004608,Wastewater,WWRM,AC,,225,8.61282854,Otaki,INUS,OSR00012,1980,{B92D1105-BA44-4CEA-AC45-CC61FAEEFCE6},8.61310095149215
13258522,KWWN004779,KWWN003799,KWWP000888,Wastewater,WWMN,AC,,150,32.70981591,Paraparaumu,INUS,PSG00364,1979,{BAE6DBF7-80EC-46DD-A6ED-B0682F149937},32.7099964238106
13258523,KWWN004540,KWWN004539,KWWP006008,Wastewater,WWMN,PVC,,150,91.78810507,Paraparaumu,INUS,PSG02827,1999,{BAF7CA13-CDAD-4C80-B399-723BABB3FBB3},91.7876389285469
13258524,KWWN004031,KWWN004030,KWWP002371,Wastewater,WWMN,PVC,,150,104.45117448,Paraparaumu,INUS,PSG02040,1976,{BB1842CE-0313-4898-8963-CE22C62DE303},104.450919273013
13258525,KWWN004765,KWWN003876,KWWP004643,Wastewater,WWRM,AC,,225,207.82467931,Paraparaumu,INUS,PSR00033,1979,{BBE89909-EB9A-47A3-A16B-0044B718F00B},207.825169676813
13258526,KWWN004703,KWWN004704,KWWP005595,Wastewater,WWMN,PVC,,150,17.30210339,Paraparaumu,INUS,PSG02974,1980,{BBF846B4-DE4C-4A00-936F-C841EA21D6DB},17.3019344578179
13258527,KWWN004166,KWWN004151,KWWP001362,Wastewater,WWMN,AC,,150,56.85687808,Paraparaumu,INUS,PSG00908,1980,{BC1E5ECA-C551-4EB1-BEBD-D0901EEE49B6},56.8562949995662
13258528,KWWN004510,KWWN004507,KWWP005997,Wastewater,WWMN,PVC,,150,43.8542501,Paraparaumu,INUS,PSG02796,1997,{BC2B0F36-7E95-43BE-BC21-ADA28DE68E01},43.8543865648695
13258529,KWWN004691,KWWN004634,KWWP004568,Wastewater,WWMN,UPVC,,150,73.6927628,Paraparaumu,INUS,PSG02965,2001,{BC40057D-C798-48CD-B628-D2588FE2A8E3},73.6927767103527
13258530,KWWN004662,KWWN004661,KWWP004544,Wastewater,WWMN,PVC,,150,65.10940458,Paraparaumu,INUS,PSG02938,2000,{BC6BA10C-8F70-447D-ADA3-F67247259197},65.1095202325679
13258531,KWWN005147,KWWN002991,KWWP000562,Wastewater,WWMN,AC,,150,25.49192178,Paraparaumu,PRV,PSG00166,1979,{BCB363E8-55D9-41DA-9318-8C3F898907C7},25.4922048082181
13258532,KWWN004684,KWWN005267,KWWP004558,Wastewater,WWMN,PVC,,110,6.64664576,Paraparaumu,INUS,PSG02951,2000,{BCC502FE-0D96-4DDB-94D6-C91A91107E40},6.64697653155453
13258533,KWWN004865,KWWN007288,KWWP006806,Wastewater,WWOT,UNK,,,0.66272166,Paraparaumu,INUS,,,{BD35807F-FB8F-47D4-A5F5-C06369BAA374},0.662721661226853
13258534,KWWN004382,KWWN004381,KWWP001564,Wastewater,WWMN,AC,,225,79.81129481,Paraparaumu,INUS,PSG01086,1981,{BD3DD86F-3E3B-4094-AAA9-B82937AA9624},79.8111735847223
13258535,KWWN004459,KWWN004460,KWWP005972,Wastewater,WWMN,PVC,,150,78.61772198,Waikanae,INUS,WSG01263,1998,{BD567138-5783-4A80-B2EB-D6ACA1C84C39},78.6182297053482
13258536,KWWN004133,KWWN004127,KWWP002442,Wastewater,WWMN,AC,,300,58.86211202,Paraparaumu,INUS,PSG02119,1976,{BDB7C124-9C9A-4AA1-ACC8-B823B50D8287},58.8620747164542
13258537,KWWN004816,KWWN004648,KWWP004531,Wastewater,WWMN,UPVC,,150,4.8260613,Paraparaumu,INUS,PSG02931,1980,{BDBCDBD3-6B1B-4C1F-9B7E-76D7C98BC74B},4.82589722173361
13258538,KWWN004987,KWWN000736,KWWP000361,Wastewater,WWMN,PVC,,150,30.08898368,Otaki,INUS,OSG00420,1980,{BDCBFA0B-2D40-4A2C-90C9-58A5FD7AD6B8},30.088978463832
13258539,KWWN004583,KWWN004842,KWWP004173,Wastewater,WWMN,PVC,,110,5.69598646,Paraparaumu,INUS,PSG02862,1999,{BDD95647-F708-4A3B-AFF7-BE13A3AD5638},5.69614764481251
13258540,KWWN004034,KWWN003261,KWWP003918,Wastewater,WWMN,PVC,,150,73.50609471,Paraparaumu,INUS,PSG01825,1988,{BDEE899B-91D4-485E-B051-931BE2FB30E6},73.5064482208844
13258541,KWWN004557,KWWN004556,KWWP006024,Wastewater,WWMN,AC,,150,27.13887931,Paraparaumu,PRV,PSG02843,1980,{BE2ED7F7-CD0F-44FA-AADC-3383DD727809},27.1392052947233
13258542,KWWN004345,KWWN004201,KWWP002487,Wastewater,WWMN,AC,,150,38.79581634,Paraparaumu,INUS,PSG02165,1976,{BE92E630-ED96-43FD-BBD3-D7565627D13E},38.7954066993814
13258543,KWWN004819,KWWN006572,KWWP004547,Wastewater,WWMN,PVC,,100,35.64010018,Paraparaumu,PRV,PSG03001,1980,{BF60475C-2AF5-42EE-9FA8-1047C74007FF},35.6393001749201
13258544,KWWN004285,KWWN004268,KWWP002732,Wastewater,WWMN,AC,,150,64.21446739,Paraparaumu,INUS,PSG02568,1980,{BF7AC9DC-BDC4-49EA-842C-DB8D1C01522A},64.2137936894693
13258545,KWWN005008,KWWN002399,KWWP001805,Wastewater,WWMN,AC,,150,80.9966757,Paraparaumu,INUS,PSG01372,1979,{BF7ED097-6069-485A-A9E0-34B6093D5904},80.9966331275474
13258546,KWWN004372,KWWN004373,KWWP001580,Wastewater,WWMN,AC,,150,46.40548653,Paraparaumu,INUS,PSG01103,1981,{BF9E03BC-8751-4446-980A-91DFFBE41151},46.4056648370899
13258547,KWWN004757,KWWN004756,KWWP004321,Wastewater,WWRM,AC,,80,1.90096739,Paraparaumu,INUS,PSR00010,1980,{C03CAC3D-C925-49AF-85F9-5BA73B1F6262},1.90008684032075
13258548,KWWN004638,KWWN004811,KWWP004527,Wastewater,WWMN,PVC,,150,10.51829775,Paraparaumu,INUS,PSG02923,2000,{C0A01C1C-2889-4C4F-8FA8-F60BD51A1540},10.5181741761473
13258549,KWWN004868,KWWN007150,KWWP006643,Wastewater,WWOT,UNK,,,1.43150969,Paraparaumu,INUS,,,{C0A78E01-C1B6-42C1-9BC9-BB07F18D1410},1.43150969254311
13258550,KWWN004448,KWWN000913,KWWP005961,Wastewater,WWMN,PVC,,150,91.59130502,Waikanae,INUS,WSG01258,1997,{C10CB1F1-FC74-4867-BCB3-76E3853D95D3},91.5913925766513
13258551,KWWN004426,KWWN004425,KWWP000933,Wastewater,WWMN,UPVC,,150,85.40963045,Paraparaumu,INUS,PSG00418,1996,{C13C9812-E971-43CD-9B52-864113130884},85.409671981294
13258552,KWWN004373,KWWN004374,KWWP001581,Wastewater,WWMN,AC,,150,55.60314041,Paraparaumu,INUS,PSG01104,1981,{C1618172-2F73-43E3-BEF1-1BC5BAB913BB},55.6039308415459
13258553,KWWN004225,KWWN004434,KWWP005511,Wastewater,WWMN,PVCSP,,150,24.85516783,Paraparaumu,INUS,20120629141218,2012,{C1A71017-A1C0-4BBF-9D57-D716DBE7B7FC},24.8546181825646
13258554,KWWN004931,KWWN007339,KWWP006831,Wastewater,WWOT,UNK,,,0.55564737,Paraparaumu,INUS,,,{C1BBC435-6C17-4223-8745-3D7791FB15F9},0.555647369615846
13258555,KWWN004517,KWWN004518,KWWP004136,Wastewater,WWMN,PVC,,150,22.25036039,Paraparaumu,INUS,PSG02803,1998,{C20A0394-2532-4E69-8263-6B4887E05D66},22.2506932927701
13258556,KWWN004928,KWWN010105,KWWP006716,Wastewater,WWOT,UNK,,,0.45127597,Paraparaumu,INUS,,,{C2776625-E734-4905-9C02-419901E9F9DE},0.451275968188317
13258557,KWWN004789,KWWN001871,KWWP003053,Wastewater,WWMN,AC,,150,17.64436786,Waikanae,INUS,WSG00225,1975,{C2ABADEE-F85E-4C11-AE8A-E710C94A1E69},17.6444658742979
13258558,KWWN004859,KWWN004414,KWWP004632,Wastewater,WWRM,AC,,80,109.07328446,Paraparaumu,ABAN,PSR00022,1983,{C2B9B449-67E6-4677-B5B6-73C4EB5AC497},109.07297894477
13258559,KWWN004484,KWWN004487,KWWP004035,Wastewater,WWMN,PVC,,150,71.74518033,Waikanae,INUS,WSG01286,1989,{C2BA944D-AFDD-49C0-923E-FD03A821FFA2},71.7448500796202
13258560,KWWN004399,KWWN005548,KWWP006160,Wastewater,WWOT,UPVC,,150,29.32649836,Paraparaumu,INUS,20040217153943,2002,{C3301376-A7C2-4507-8D37-36464E95DC5B},29.3269803231817
13258561,KWWN004822,KWWN004161,KWWP004658,Wastewater,WWRM,AC,,80,205.9887414,Paraparaumu,PRV,PSR00048,1980,{C3792B07-9E08-43DC-BA56-A0DBABC82ED7},205.989445581138
13258562,KWWN004550,KWWN004544,KWWP006013,Wastewater,WWMN,PVC,,150,42.34800633,Paraparaumu,INUS,PSG02832,1999,{C3BDC8C7-59FA-47FB-BD1E-DD29741386D6},42.3475513814322
13258563,KWWN004431,KWWN004430,KWWP003755,Wastewater,WWMN,PVC,,150,50.58740962,Paraparaumu,INUS,PSG02741,1997,{C46818C9-7154-4B8F-A6FB-7020BFEA2ABB},50.5874648508257
13258564,KWWN004629,KWWN004630,KWWP004516,Wastewater,WWMN,UPVC,,150,40.22875395,Paraparaumu,INUS,PSG02917,2000,{C480F1F7-4BC9-4210-8280-B8335FB180B0},40.2287107053306
13258565,KWWN004009,KWWN004010,KWWP002276,Wastewater,WWMN,PVC,,150,52.13410954,Paraparaumu,INUS,PSG01901,1976,{C4EDF6F4-A61A-4DC3-83D3-C2A3F8DD7961},52.1340027713344
13258566,KWWN004552,KWWN004549,KWWP006021,Wastewater,WWMN,PVC,,150,38.04169191,Paraparaumu,INUS,PSG02840,1999,{C4F6172B-0197-4953-9801-69B21E734925},38.0417834493557
13258567,KWWN004118,KWWN003242,KWWP003949,Wastewater,WWMN,PVC,,150,46.77304272,Paraparaumu,INUS,PSG01856,1976,{C4F752C0-42E4-4170-B88E-653C70C5A6C6},46.7723313291242
13258568,KWWN004518,KWWN003179,KWWP004137,Wastewater,WWMN,PVC,,150,6.2968135,Paraparaumu,INUS,PSG02804,1998,{C518ADC5-784A-4441-8F62-1A876150358F},6.29712394643577
13258569,KWWN004169,KWWN004165,KWWP001053,Wastewater,WWMN,PVC,,150,85.21536998,Paraparaumu,INUS,PSG00941,1994,{C5EA441E-2AA1-472D-BA6B-A35C505B7AEC},85.2156503112797
13258570,KWWN004415,KWWN004410,KWWP001507,Wastewater,WWMN,AC,,150,81.019347,Paraparaumu,PRV,PSG01035,1985,{C6139554-418C-4577-B8DA-2B7D26A51FE0},81.0196123226055
13258571,KWWN004957,KWWN007130,KWWP006636,Wastewater,WWOT,UNK,,,0.42946595,Paraparaumu,INUS,,,{C640665D-B072-4126-ADE5-0D1D27C809F0},0.42946594694548
13258572,KWWN004719,KWWN004718,KWWP005598,Wastewater,WWMN,UPVC,,150,59.47554739,Paraparaumu,INUS,PSG02982,2000,{C68EB076-9A22-49F3-B015-EA11E348E6CE},59.4749070870581
