OBJECTID,us_node_id,ds_node_id,asset_id,system_type,pipe_type,pipe_material,pipe_class,width,length,location,status,kcdc_histo_id,year_installed,GlobalID,SHAPE_Length
13255217,KWWN001775,KWWN001776,KWWP003195,Wastewater,WWMN,AC,,450,93.65001907,Waikanae,INUS,WSG00408,1980,{66752142-CA65-4BD2-B8AB-6A4D049705AA},93.650089428182
13255218,KWWN001496,KWWN004786,KWWP003544,Wastewater,WWMN,AC,,250,69.78236778,Waikanae,INUS,WSG00749,1980,{6745AA57-2CC6-45AF-8A98-0274B9BC7FCC},69.7830522180772
13255219,KWWN001699,KWWN001700,KWWP003275,Wastewater,WWMN,AC,,150,22.29990383,Waikanae,INUS,WSG00493,1979,{6771E535-4F67-4AE6-B755-20106EEF6E2E},22.2999310542022
13255220,KWWN001388,KWWN001389,KWWP005921,Wastewater,WWMN,AC,,150,58.32591457,Waikanae,INUS,WSG00803,1980,{681C00CB-103C-46D2-97E2-4BAEDD7F7F6D},58.3264597935328
13255221,KWWN001536,KWWN001537,KWWP003485,Wastewater,WWMN,AC,,150,68.84536394,Waikanae,INUS,WSG00684,1980,{68E338B2-2E70-4114-98A2-8A18E20E54A1},68.8453321591649
13255222,KWWN001193,KWWN001194,KWWP003732,Wastewater,WWMN,PVC,,100,64.09517318,Waikanae,INUS,WSG01235,1989,{690D6D49-C05F-4091-80A8-016CCCC0BD12},64.0955990526045
13255223,KWWN001134,KWWN009189,KWWP007428,Wastewater,WWMN,UPVC,,225,8.15408637,Waikanae,INUS,,2020,{696D810F-55E4-4DF5-9413-F13263BE3DE0},8.15420688993953
13255224,KWWN001183,KWWN001184,KWWP003697,Wastewater,WWMN,AC,,150,54.46996748,Waikanae,INUS,WSG01020,1979,{69858CE4-1273-401B-971E-63AF883BA60B},54.4698760788141
13255225,KWWN001280,KWWN001281,KWWP003774,Wastewater,WWMN,AC,,150,64.54404616,Waikanae,INUS,WSG01079,1979,{69CA1099-4AE1-4ACF-9368-939446332CFE},64.5436011548547
13255226,KWWN001471,KWWN001486,KWWP005894,Wastewater,WWMN,AC,,150,53.86600117,Waikanae,INUS,WSG00769,1980,{6A368B9C-E583-402F-AE94-5EA828423740},53.8663020817853
13255227,KWWN001087,KWWN001088,KWWP003822,Wastewater,WWMN,PVC,,150,17.34339792,Waikanae,INUS,WSG01149,1988,{6A563742-FBC1-41F4-8CB4-E63573D7ADA6},17.342950296578
13255228,KWWN001141,KWWN001144,KWWP003790,Wastewater,WWMN,RCON,,200,76.49888528,Waikanae,INUS,WSG01095,1979,{6B202762-15CA-46A0-8D66-45BC1436B64E},76.4982489800755
13255229,KWWN001978,KWWN001979,KWWP005305,Wastewater,WWMN,AC,,150,40.54123888,Waikanae,INUS,WSG00160,1975,{6B3FF890-E965-4DCD-BC59-DD1488F95234},40.5410247158894
13255230,KWWN001081,KWWN001082,KWWP005401,Wastewater,WWMN,PVC,,150,70.089394,Waikanae,INUS,WSG01152,1988,{6B55657E-F0A7-4D0F-A758-409D678D8478},70.0898993002749
13255231,KWWN001631,KWWN001632,KWWP003233,Wastewater,WWMN,AC,,150,32.72538128,Waikanae,INUS,WSG00446,1979,{6B58814E-BF3C-4814-8C0A-8F4C85F6FC88},32.7254648408034
13255232,KWWN001350,KWWN001351,KWWP003572,Wastewater,WWMN,AC,,150,68.98784315,Waikanae,INUS,WSG00878,1980,{6B81A434-740D-4A56-B06B-CD6ED1451647},68.9876977804013
13255233,KWWN001500,KWWN001501,KWWP003510,Wastewater,WWMN,AC,,150,76.65945919,Waikanae,INUS,WSG00709,1980,{6BC03506-2E53-4123-ADB2-BF54C6F1BBE3},76.6595191484266
13255234,KWWN001668,KWWN001669,KWWP003383,Wastewater,WWMN,AC,,150,57.56608263,Waikanae,INUS,WSG00569,1979,{6C1A7413-CCB0-4DA1-8336-178B17905F59},57.5652188385899
13255235,KWWN001076,KWWN001077,KWWP004019,Wastewater,WWMN,AC,,150,11.89161255,Waikanae,INUS,WSG01223,1979,{6C306EF7-CB5E-45C5-9B06-ABBC9AF47EF5},11.8912910148518
13255236,KWWN001246,KWWN001247,KWWP003750,Wastewater,WWMN,AC,,300,41.93103939,Waikanae,INUS,WSG01255,1980,{6C441D51-C8C4-492A-BCAC-2266D30AC27E},41.9307646959359
13255237,KWWN001956,KWWN001958,KWWP005300,Wastewater,WWMN,AC,,150,79.9717076,Waikanae,INUS,WSG00348,1975,{6C5BEDA6-1045-4358-8611-3D08D28FBF89},79.9723537291365
13255238,KWWN001136,KWWN001137,KWWP003798,Wastewater,WWMN,AC,,150,59.09861997,Waikanae,INUS,WSG01104,1979,{6CC0289A-FE53-49B8-807A-35D527A5E110},59.09882852493
13255239,KWWN001793,KWWN001795,KWWP003080,Wastewater,WWMN,PVC,,150,32.04342861,Waikanae,INUS,WSG00252,1989,{6CE28AFB-F44D-49E2-A87D-DEA276B9CA45},32.0436638669121
13255240,KWWN001162,KWWN001163,KWWP003688,Wastewater,WWMN,AC,,150,85.22697653,Waikanae,INUS,WSG01002,1987,{6D15FAD4-3A08-4243-A2B2-185D5D99DDD5},85.2265767116478
13255241,KWWN001882,KWWN001883,KWWP003039,Wastewater,WWMN,AC,,150,27.74264485,Waikanae,INUS,WSG00211,1975,{6D73C8A3-DDF7-4D5D-BC3F-B47A17D16388},27.7427133501813
13255242,KWWN001672,KWWN001674,KWWP003332,Wastewater,WWMN,AC,,150,76.81021792,Waikanae,INUS,WSG00516,1979,{6D7B0403-1D1B-448E-95DF-6209A5E47CAB},76.810280464158
13255243,KWWN001373,KWWN001374,KWWP005925,Wastewater,WWMN,PVC,,150,76.95962086,Waikanae,INUS,WSG00813,1989,{6DD41826-DF21-4921-9126-CC8F97DBFFD0},76.9594079564489
13255244,KWWN001563,KWWN001564,KWWP003435,Wastewater,WWMN,AC,,150,80.27956863,Waikanae,INUS,WSG00624,1980,{6E76CB3F-224C-4950-B569-91EBB291BE27},80.2790065960354
13255245,KWWN001145,KWWN001146,KWWP003731,Wastewater,WWMN,AC,,150,18.10096686,Waikanae,INUS,WSG01234,1979,{6ECFE643-7888-423A-825B-075D3F9ACE9B},18.1009801392159
13255246,KWWN001741,KWWN001742,KWWP003403,Wastewater,WWMN,AC,,300,71.72095923,Waikanae,INUS,WSG00589,1979,{6EFA83BA-7E68-4333-A62D-FD983AC616B9},71.7214579118099
13255247,KWWN001519,KWWN001520,KWWP003533,Wastewater,WWMN,AC,,250,59.80834558,Waikanae,INUS,WSG00736,1980,{6F0D1E9E-5139-4825-9C37-D5B685DF7C8E},59.808545551431
13255248,KWWN001497,KWWN001520,KWWP003532,Wastewater,WWMN,AC,,250,82.11990456,Waikanae,INUS,WSG00735,1980,{6F2C8A55-36F4-411A-816C-5869137AB83E},82.1201608191995
13255249,KWWN001639,KWWN001664,KWWP003380,Wastewater,WWMN,AC,,150,67.86454553,Waikanae,INUS,WSG00566,1979,{6F383625-D326-4E23-AFDC-12DF7F89AB25},67.8647034110262
13255250,KWWN001523,KWWN001524,KWWP003473,Wastewater,WWMN,AC,,150,10.40141383,Waikanae,INUS,WSG00672,1980,{6FDB224C-86E5-47F2-B612-428E7258D20F},10.4015903592558
13255251,KWWN001548,KWWN001549,KWWP003499,Wastewater,WWMN,AC,,150,42.42664104,Waikanae,INUS,WSG00698,1980,{70C64C87-7BCC-4CF3-8AD7-76441F4F33F7},42.4261326668578
13255252,KWWN001540,KWWN001541,KWWP003489,Wastewater,WWMN,AC,,150,51.43435768,Waikanae,INUS,WSG00688,1980,{70DBB8CC-D92D-46CD-A1EC-B053A6B81A0B},51.4339120516752
13255253,KWWN001736,KWWN001737,KWWP003259,Wastewater,WWMN,AC,,150,44.69177397,Waikanae,INUS,WSG00475,1979,{7158F05D-FE23-4E7C-8181-6FACCCAEB4C2},44.6918360554383
13255254,KWWN001684,KWWN001685,KWWP003325,Wastewater,WWMN,AC,,150,99.13161868,Waikanae,INUS,WSG00507,1979,{71AFC337-1879-461E-B603-2E0AE823DCAE},99.131369041944
13255255,KWWN001267,KWWN001268,KWWP003768,Wastewater,WWMN,PVC,,150,25.50378043,Waikanae,INUS,WSG01067,1979,{71C83571-C634-4A60-8183-70CF193A4B76},25.5036952811669
13255256,KWWN001450,KWWN004489,KWWP004735,Wastewater,WWMN,RCON,,450,108.43485547,Waikanae,INUS,BizeAsset20,1979,{71E43E71-F893-4F0F-A636-E24C53CA8564},108.435057301608
13255257,KWWN001896,KWWN001897,KWWP005272,Wastewater,WWMN,AC,,150,78.39859348,Waikanae,INUS,WSG00319,1975,{71F0F95C-A38F-46B1-91BF-EDF50F132E54},78.3985818811924
13255258,KWWN001937,KWWN001941,KWWP003008,Wastewater,WWMN,AC,,150,7.82451423,Waikanae,INUS,WSG00179,1975,{7201DC9F-B0BC-4CFA-8565-290C05968FB8},7.82465366663966
13255259,KWWN000994,KWWN007100,KWWP003785,Wastewater,WWMN,AC,,150,51.72296583,Waikanae,INUS,WSG01090,1979,{723CF649-BC61-41D2-8F28-3D895B8B86F8},51.7226299601233
13255260,KWWN001493,KWWN001318,KWWP003287,Wastewater,WWMN,AC,,200,80.18107157,Waikanae,INUS,WSG00844,1980,{723EB7CF-ACA7-4404-8E5B-874FA7BD45EA},80.1813332704649
13255261,KWWN001553,KWWN001554,KWWP003502,Wastewater,WWMN,AC,,150,67.4952993,Waikanae,INUS,WSG00701,1980,{72D865AB-3597-48F3-A8C0-0A87387F8EBC},67.4951440106036
13255262,KWWN001442,KWWN001445,KWWP005369,Wastewater,WWMN,AC,,375,105.43842005,Waikanae,INUS,WSG00785,1980,{72DAE4BB-A13B-4E3C-A21B-E1D0B3D70385},105.438110875665
13255263,KWWN001579,KWWN001580,KWWP005365,Wastewater,WWMN,AC,,150,77.71161685,Waikanae,INUS,WSG00713,1980,{73636E53-CFA5-4648-A6D9-21619C618E04},77.7112979692805
13255264,KWWN001490,KWWN001502,KWWP005325,Wastewater,WWMN,AC,,150,86.18224988,Waikanae,INUS,WSG00758,1980,{7399E30A-F46D-4932-A7A4-582A0578F8D5},86.1828583252438
13255265,KWWN001663,KWWN001664,KWWP003379,Wastewater,WWMN,AC,,150,58.07759824,Waikanae,INUS,WSG00565,1979,{73F46EC5-E4D8-4321-A586-36903146F409},58.0773332889154
13255266,KWWN001531,KWWN001539,KWWP003487,Wastewater,WWMN,AC,,150,7.03014914,Waikanae,INUS,WSG00686,1980,{7415B512-7924-46CF-BC26-EA784954C540},7.03068339448582
13255267,KWWN001279,KWWN001282,KWWP003776,Wastewater,WWMN,AC,,150,85.17459618,Waikanae,INUS,WSG01081,1979,{743FAF9D-F514-4361-B46E-F9A43214C129},85.1744248059694
13255268,KWWN001476,KWWN001477,KWWP005902,Wastewater,WWMN,AC,,150,61.27312807,Waikanae,INUS,WSG00777,1980,{748810DD-1CBE-4075-8FFA-576B990954C4},61.2733247421622
13255269,KWWN001466,KWWN001484,KWWP005895,Wastewater,WWMN,AC,,150,91.75586052,Waikanae,INUS,WSG00770,1980,{74F477E6-FF0C-4FC7-B0C0-30560F7B0843},91.7558683680151
13255270,KWWN001989,KWWN001990,KWWP003148,Wastewater,WWMN,PVC,,150,43.15380668,Waikanae,INUS,WSG00360,1991,{757C12C6-7392-48BD-83AB-98CB46FB6997},43.1544211407569
13255271,KWWN001753,KWWN001754,KWWP003413,Wastewater,WWMN,AC,,375,66.15481717,Waikanae,INUS,WSG00599,1979,{75A6F0C3-CF5A-4EC8-B615-3B0B8CED1B25},66.1545198760286
13255272,KWWN001689,KWWN001690,KWWP003320,Wastewater,WWMN,AC,,150,17.06662036,Waikanae,INUS,WSG00502,1979,{75B37F3E-5273-42B7-858E-FD3035215316},17.0662421461083
13255273,KWWN001832,KWWN001835,KWWP003110,Wastewater,WWMN,AC,,200,82.79069277,Waikanae,INUS,WSG00283,1980,{762E3190-3ADC-43FA-A8E6-546DC906984A},82.7906175172286
13255274,KWWN001173,KWWN001174,KWWP003308,Wastewater,WWMN,AC,,200,40.15880342,Waikanae,INUS,WSG01012,1979,{7686E406-D18B-4871-B8BF-058E0796B56F},40.1590416837879
13255275,KWWN001665,KWWN001690,KWWP003321,Wastewater,WWMN,AC,,150,83.23686789,Waikanae,INUS,WSG00503,1979,{7698B17B-E599-4A0E-B8D1-AD384AEAE1D4},83.2367521349703
13255276,KWWN001282,KWWN000991,KWWP003780,Wastewater,WWMN,AC,,150,43.00526648,Waikanae,INUS,WSG01085,1979,{76CA9CFB-2985-45DB-82D6-DADF12D15579},43.0053632126188
13255277,KWWN001025,KWWN001467,KWWP003204,Wastewater,WWMN,RCON,,525,156.06411812,Waikanae,INUS,WSG00417,1979,{76EFD34D-C976-4E6E-95B0-9B0341424424},156.064539319015
13255278,KWWN001219,KWWN001221,KWWP003712,Wastewater,WWMN,AC,,150,14.50319952,Waikanae,INUS,WSG01038,1979,{76F8DFB2-1D5C-4BCB-9A27-4F56E86FA971},14.5026235554842
13255279,KWWN001161,KWWN001247,KWWP003752,Wastewater,WWMN,AC,,300,98.71317829,Waikanae,INUS,WSG01257,1979,{770B67E8-B480-46BD-A73B-17068FFED56D},98.7130184826421
13255280,KWWN001729,KWWN001730,KWWP003264,Wastewater,WWMN,AC,,150,76.65580436,Waikanae,INUS,WSG00481,1986,{775BDF1F-51D9-4394-B7F1-F65587C76F3D},76.656383230687
13255281,KWWN001300,KWWN001301,KWWP003303,Wastewater,WWMN,AC,,300,63.32921378,Waikanae,INUS,WSG00860,1980,{77A4A098-2054-4A27-A0CD-19EFE2681AE0},63.329103870106
13255282,KWWN001190,KWWN004785,KWWP003670,Wastewater,WWMN,AC,,150,47.55747535,Waikanae,INUS,WSG00983,1979,{77EE159C-1614-4090-B6B7-904067C995D6},47.5572026930399
13255283,KWWN001757,KWWN004788,KWWP003256,Wastewater,WWMN,AC,,450,11.59345331,Waikanae,INUS,WSG00472,1979,{78015D77-C484-4200-9036-3D674267F003},11.592849736433
13255284,KWWN001687,KWWN001688,KWWP003224,Wastewater,WWMN,AC,,150,94.96908497,Waikanae,INUS,WSG00437,1979,{782CB762-CFF8-4D73-9507-60BE2B315EA7},94.9693219151355
13255285,KWWN001047,KWWN002386,KWWP001530,Wastewater,WWMN,AC,,150,5.95697774,Paraparaumu,INUS,PSG01132,1979,{79031349-E887-4DDA-B84A-F3A978BD2201},5.95708964096073
13255286,KWWN001883,KWWN001884,KWWP003038,Wastewater,WWMN,AC,,200,54.70775055,Waikanae,INUS,WSG00210,1975,{79DBA6B8-63EB-4C1B-9066-C7B7E63D7928},54.7081956650065
13255287,KWWN001291,KWWN001292,KWWP003598,Wastewater,UNK,RCON,,200,110.15943555,Waikanae,ABAN,WSG00908,1979,{79E5CDC9-6194-4CB8-9F0B-F1E33294892C},110.160195470116
13255288,KWWN001155,KWWN001156,KWWP003682,Wastewater,WWMN,AC,,150,49.45053976,Waikanae,INUS,WSG00995,1979,{7A21F765-5C51-45F6-ACC3-C260B1E6FEE7},49.4505665489098
13255289,KWWN001871,KWWN001874,KWWP003050,Wastewater,WWMN,AC,,150,74.1369265,Waikanae,INUS,WSG00222,1975,{7A29BF3A-114B-4035-8CE1-52D80654EA0A},74.1375924751693
13255290,KWWN001768,KWWN001769,KWWP003244,Wastewater,WWMN,AC,,150,70.01396808,Waikanae,INUS,WSG00458,1979,{7A55A3BC-FF59-4B8F-BCE6-AAF25C58A988},70.0141488910923
13255291,KWWN001325,KWWN001326,KWWP003280,Wastewater,WWMN,AC,,200,95.78189266,Waikanae,INUS,WSG00837,1980,{7A82A52D-7A1D-442C-A38C-86A926073A32},95.7819902959615
13255292,KWWN001915,KWWN001916,KWWP003025,Wastewater,WWMN,RCON,,600,82.61474937,Waikanae,INUS,WSG00197,1975,{7A83B99B-BF7D-4939-A9F0-774B73C34D93},82.6149527026313
13255293,KWWN001321,KWWN001322,KWWP003286,Wastewater,WWMN,AC,,150,75.01589834,Waikanae,INUS,WSG00843,1980,{7AFB390F-D51B-464F-AACF-2470B60B82EF},75.0158684885772
13255294,KWWN001133,KWWN001134,KWWP003799,Wastewater,WWMN,AC,,150,107.36720233,Waikanae,INUS,WSG01105,1979,{7B5A9551-C55B-43BB-ABA7-ED9D8D9BE212},107.367790487043
13255295,KWWN001313,KWWN001314,KWWP003292,Wastewater,WWMN,AC,,150,45.33112644,Waikanae,INUS,WSG00849,1974,{7BC41C56-745F-402E-8B42-E75C62C07874},45.3311085789652
13255296,KWWN001425,KWWN001426,KWWP004803,Wastewater,WWMN,AC,,250,22.4016418,Waikanae,INUS,20120530102700,1980,{7C22215F-4F72-4EB3-BCDA-71F5853AFED4},22.4022092883165
13255297,KWWN001217,KWWN001218,KWWP003742,Wastewater,WWMN,AC,,100,22.20926617,Waikanae,INUS,WSG01246,1979,{7C697DFE-D24D-4BEA-BDE2-BBE0848FA596},22.2100245834632
13255298,KWWN001738,KWWN001739,KWWP003257,Wastewater,WWMN,AC,,150,88.17161298,Waikanae,INUS,WSG00473,1979,{7CA547A9-ECEF-4E23-81E9-A0930EABE146},88.1723080900863
13255299,KWWN001698,KWWN001449,KWWP003222,Wastewater,WWMN,RCON,,450,54.4096956,Waikanae,INUS,WSG00435,1979,{7CD5C7A0-F7EB-4C23-A5AA-F3E4421F842A},54.4097109434644
13255300,KWWN001213,KWWN001214,KWWP003741,Wastewater,WWMN,AC,,150,27.36836098,Waikanae,INUS,WSG01245,1979,{7CE04042-2906-44A5-AC96-9B1878437D4E},27.3688694134236
13255301,KWWN001491,KWWN001475,KWWP003607,Wastewater,WWMN,AC,,150,65.07152342,Waikanae,INUS,WSG00917,1980,{7D3E4CF8-1349-44EF-8B17-9B89F1C45360},65.0706005501323
13255302,KWWN001393,KWWN001394,KWWP005915,Wastewater,WWMN,AC,,150,66.60442808,Waikanae,INUS,WSG00797,1980,{7D5A3375-9941-43FF-B180-3FD4DC927B8E},66.6040265530142
13255303,KWWN001305,KWWN001307,KWWP003299,Wastewater,WWMN,AC,,150,14.02040053,Waikanae,INUS,WSG00856,1974,{7DCFAD95-E0FF-4083-918E-9E0AF4DDA514},14.0208008325087
13255304,KWWN001334,KWWN001335,KWWP006127,Wastewater,WWMN,AC,,150,91.27551971,Waikanae,INUS,20040203120655,2004,{7E40E08E-94AB-435A-B8BC-9F13E31941DB},91.2754013569102
13255305,KWWN001988,KWWN001990,KWWP003147,Wastewater,WWMN,PVC,,150,65.1406475,Waikanae,INUS,WSG00359,1991,{7E9720C3-3D06-4B76-8F67-F501E023921C},65.1408177180742
13255306,KWWN001558,KWWN001559,KWWP003469,Wastewater,WWMN,AC,,150,27.4070079,Waikanae,INUS,WSG00668,1980,{7F77245A-2D81-4787-A3F0-2ADA58FE0852},27.4068679893885
13255307,KWWN001612,KWWN001613,KWWP003420,Wastewater,WWMN,AC,,150,21.05591711,Waikanae,INUS,WSG00608,1979,{7FE4C1EB-AC51-48A2-80CA-D4DEA0594226},21.055928429235
13255308,KWWN001640,KWWN001641,KWWP003366,Wastewater,WWMN,AC,,150,54.73189743,Waikanae,INUS,WSG00551,1979,{8061839F-D7CD-4312-BE19-FB1A98BA1DC7},54.7321391498615
13255309,KWWN001268,KWWN001249,KWWP005394,Wastewater,WWMN,AC,,100,52.95193876,Waikanae,INUS,WSG01068,1979,{80886539-3E27-49EF-96D2-454904936A46},52.9518204497233
13255310,KWWN001234,KWWN001332,KWWP003665,Wastewater,WWMN,AC,,150,61.17266896,Waikanae,INUS,WSG00978,1979,{81454827-3DB6-4DF0-9664-CE3A050B4D9F},61.172620182902
13255311,KWWN001467,KWWN001468,KWWP003203,Wastewater,WWMN,RCON,,525,132.04945007,Waikanae,INUS,WSG00416,1979,{817120D8-037C-497A-8567-0CBE41EDAB2B},132.049159066282
13255312,KWWN001473,KWWN001474,KWWP005906,Wastewater,WWMN,AC,,150,81.50510437,Waikanae,INUS,WSG00781,1980,{81C3C32D-8D5F-4EA9-8F94-E36B2F009CE7},81.505810651472
13255313,KWWN001532,KWWN001533,KWWP003482,Wastewater,WWMN,AC,,150,67.72959718,Waikanae,INUS,WSG00681,1980,{8315EA15-E790-4B19-BDC5-6F581BD68B5A},67.7294467716717
13255314,KWWN001829,KWWN001830,KWWP003107,Wastewater,WWMN,AC,,150,71.20555012,Waikanae,INUS,WSG00280,1980,{834FCA31-FB20-458E-9E62-CF8D796894FE},71.2057151146051
13255315,KWWN001207,KWWN001208,KWWP005388,Wastewater,WWMN,PVC,,150,39.96951652,Waikanae,INUS,WSG01031,1989,{8373DF61-11C4-460B-9D5D-D1B3311FE835},39.9700361399552
13255316,KWWN001123,KWWN001124,KWWP003807,Wastewater,WWMN,AC,,150,31.71162803,Waikanae,INUS,WSG01113,1972,{837E280B-FA12-4486-9886-014EE3648F00},31.7114582758585
13255317,KWWN001200,KWWN001201,KWWP003738,Wastewater,WWMN,PVC,,150,30.33398506,Waikanae,INUS,WSG01241,1989,{8388285F-A7CF-44F9-99BC-525EA5ABD945},30.3346963066166
13255318,KWWN001486,KWWN001751,KWWP004044,Wastewater,WWMN,AC,,250,13.12144529,Waikanae,INUS,WSG01295,1980,{8391FED4-896C-4262-8EFA-8A2AFABE5663},13.1212897235609
13255319,KWWN002004,KWWN002005,KWWP003151,Wastewater,WWMN,PVC,,150,55.20171896,Waikanae,INUS,WSG00364,1975,{839B2784-8BEC-46FB-9707-3D3E87F4A1AE},55.2019478284475
13255320,KWWN001524,KWWN001525,KWWP003474,Wastewater,WWMN,AC,,150,11.59137734,Waikanae,INUS,WSG00673,1980,{839ED618-5CD3-4378-8065-B214D435A3E8},11.5907653759127
13255321,KWWN001914,KWWN001915,KWWP003028,Wastewater,WWMN,RCON,,450,55.23572553,Waikanae,INUS,WSG00200,1975,{83EA979E-AFD6-48B3-B2DC-2C9A38441CC9},55.2358063576057
13255322,KWWN001999,KWWN002000,KWWP002986,Wastewater,WWMN,AC,,150,77.69438627,Waikanae,INUS,WSG00149,1980,{8429D837-801B-4850-9BF5-446A86D585D2},77.6940564008624
13255323,KWWN001204,KWWN001205,KWWP003704,Wastewater,WWMN,PVC,,200,24.21394377,Waikanae,INUS,WSG01027,1989,{847F899E-35C5-4990-9909-423B6C682B19},24.2144325763213
13255324,KWWN001916,KWWN001917,KWWP005358,Wastewater,WWMN,AC,,150,99.36750144,Waikanae,INUS,WSG00196,1975,{84E36D71-49F2-447F-8007-4D00A47192B0},99.3669793541535
13255325,KWWN001975,KWWN001976,KWWP002993,Wastewater,WWMN,AC,,150,69.16156078,Waikanae,INUS,WSG00164,1975,{85270F41-BEF1-4506-B22C-1116C6E70D55},69.1623368965491
13255326,KWWN001789,KWWN001790,KWWP003077,Wastewater,WWMN,AC,,150,40.843142,Waikanae,INUS,WSG00249,1980,{85547992-CC35-4B51-A980-6F1C4751B302},40.8425317537773
13255327,KWWN001994,KWWN001997,KWWP002991,Wastewater,WWMN,PVC,,150,43.50926853,Waikanae,INUS,WSG00154,1987,{85B2F9CD-4041-4B88-A6D8-1B5D90455392},43.5093997312872
13255328,KWWN001441,KWWN001442,KWWP005370,Wastewater,WWMN,AC,,375,67.50999506,Waikanae,INUS,WSG00786,1980,{864095A0-E254-4938-94C6-1A02FE09F823},67.5104044502643
13255329,KWWN001517,KWWN001518,KWWP003535,Wastewater,WWMN,AC,,150,54.45463144,Waikanae,INUS,WSG00738,1980,{8676566B-BE5D-4270-B103-B6234B86240C},54.4546097403704
13255330,KWWN001598,KWWN001599,KWWP003355,Wastewater,WWMN,AC,,300,100.5181448,Waikanae,INUS,WSG00539,1979,{86E6460A-1E75-4A7C-AFF5-CC90E94DF746},100.517873564986
13255331,KWWN001235,KWWN001168,KWWP003693,Wastewater,WWMN,AC,,150,42.87834354,Waikanae,INUS,WSG01007,1988,{8815A466-61AB-47C7-81B3-14B721AF3D72},42.8783821757494
13255332,KWWN001240,KWWN001242,KWWP003657,Wastewater,WWMN,AC,,200,60.24756406,Waikanae,INUS,WSG00970,1979,{88C7DD1A-A7AF-4ECD-86BA-0B08856E9C83},60.247025793209
13255333,KWWN001933,KWWN001930,KWWP003021,Wastewater,WWMN,AC,,150,71.22269972,Waikanae,INUS,WSG00192,1975,{88D5A380-55E9-45E4-83BF-587EFDD996F0},71.222328556365
13255334,KWWN001445,KWWN001446,KWWP005368,Wastewater,WWMN,AC,,375,64.54374806,Waikanae,INUS,WSG00784,1980,{88D73A80-12E0-4A55-A9CF-0422D1DD74AA},64.5436179417643
13255335,KWWN001726,KWWN001727,KWWP003267,Wastewater,WWMN,AC,,150,70.0005535,Waikanae,INUS,WSG00485,1979,{8910916D-2B10-4CF7-93ED-078F9D7E1000},69.9998506066596
13255336,KWWN001110,KWWN001111,KWWP005940,Wastewater,WWMN,AC,,150,54.99054073,Waikanae,INUS,WSG01130,1979,{89AB20EA-83E1-4685-B532-D9F2D195A3F5},54.9902978803059
13255337,KWWN001885,KWWN006552,KWWP003036,Wastewater,WWMN,AC,,250,60.94377244,Waikanae,INUS,WSG00208,1975,{89C688D9-2D08-4859-9627-1647B49A47D4},60.9441638304905
13255338,KWWN001995,KWWN001996,KWWP002990,Wastewater,WWMN,PVC,,150,71.60854192,Waikanae,INUS,WSG00153,1987,{89F47390-CC02-465C-B388-1D19F41F8968},71.6087180454221
13255339,KWWN001452,KWWN001453,KWWP003218,Wastewater,WWMN,RCON,,525,167.03499151,Waikanae,INUS,WSG00431,1979,{8A6B8989-250E-4DC8-8B5A-3B979C5DAF2F},167.035804413482
13255340,KWWN001892,KWWN001901,KWWP005276,Wastewater,WWMN,AC,,300,19.97513447,Waikanae,INUS,WSG00323,1975,{8A706DA1-12A0-4379-9E32-FAB7A3EF3820},19.9754455520319
13255341,KWWN001433,KWWN001733,KWWP003593,Wastewater,WWMN,AC,,150,48.41636859,Waikanae,INUS,WSG00903,1984,{8A811B20-8A23-4248-B533-CF3D3F52E63A},48.4165538322817
13255342,KWWN001089,KWWN001090,KWWP003820,Wastewater,WWMN,PVC,,150,7.08366758,Waikanae,INUS,WSG01147,1988,{8A8384BD-2B57-4034-B796-4DF4C18CCC01},7.08379312248885
13255343,KWWN001526,KWWN001527,KWWP003476,Wastewater,WWMN,AC,,150,21.00346602,Waikanae,INUS,WSG00675,1980,{8A868245-D018-4B1B-AFFE-DAC487ECEFD4},21.0033297600781
13255344,KWWN001370,KWWN001371,KWWP005928,Wastewater,WWMN,PVC,,150,62.09521582,Waikanae,INUS,WSG00816,1989,{8ACFABBC-CC78-4902-8D21-057366DF1AF1},62.0952158217276
13255345,KWWN001316,KWWN001493,KWWP003288,Wastewater,WWMN,AC,,200,84.54286791,Waikanae,INUS,WSG00845,1980,{8B3575D6-0659-429F-B4B2-B8281CA30F19},84.5429209810399
13255346,KWWN001276,KWWN001277,KWWP005397,Wastewater,WWMN,AC,,100,57.29969862,Waikanae,INUS,WSG01076,1979,{8BB9114F-9E68-4A67-B1C4-5AEA17491B6A},57.298682437215
13255347,KWWN000996,KWWN009203,KWWP007414,Wastewater,WWMN,UPVC,,150,16.88588104,Waikanae,INUS,,2020,{8BE51B1C-CF1A-47CB-A1F5-33649D93936D},16.8858916560483
13255348,KWWN001980,KWWN001982,KWWP005303,Wastewater,WWMN,AC,,150,40.38824458,Waikanae,INUS,WSG00158,1975,{8BF7BEAB-A856-49FC-89DC-4A61AC9F944E},40.3885252266062
13255349,KWWN001850,KWWN001851,KWWP003124,Wastewater,WWMN,AC,,150,33.39296765,Waikanae,INUS,WSG00298,1975,{8C02210E-5AE2-4053-8078-2FDF1F202FDD},33.393354938097
13255350,KWWN001092,KWWN001093,KWWP003815,Wastewater,WWMN,AC,,150,21.4667673,Waikanae,INUS,WSG01142,1979,{8C34C195-FBA0-4E2D-902B-6F782A2BEC66},21.4666748238206
