Geo Point;Geo Shape;NUMERO;TYPE;TYPE_TAMPON;ZSURF;Z_FE_ENTREE1
47.4989954523, -0.4972541881;"{""coordinates"": [-0.4972541881, 47.4989954523], ""type"": ""Point""}";2073488;SIMPLE;CARRE;35.53;34.67
47.4988776448, -0.4961548351;"{""coordinates"": [-0.4961548351, 47.4988776448], ""type"": ""Point""}";2073479;SIMPLE;ROND;33.79;33.23
47.4988465398, -0.4960134141;"{""coordinates"": [-0.4960134141, 47.4988465398], ""type"": ""Point""}";2073477;SIMPLE;CARRE;33.9;33.31
47.4986258918, -0.4955838185;"{""coordinates"": [-0.4955838185, 47.4986258918], ""type"": ""Point""}";2073474;SIMPLE;CARRE;34.52;33.74
47.4982524798, -0.4941620656;"{""coordinates"": [-0.4941620656, 47.4982524798], ""type"": ""Point""}";2073467;SIMPLE;ROND;33.14;29.79
47.4978188263, -0.4929484099;"{""coordinates"": [-0.4929484099, 47.4978188263], ""type"": ""Point""}";2073459;SIMPLE;ROND;32.71;31.57
47.4978922559, -0.4930807883;"{""coordinates"": [-0.4930807883, 47.4978922559], ""type"": ""Point""}";2073458;SIMPLE;ROND;32.58;31.7
47.4976605662, -0.4929981754;"{""coordinates"": [-0.4929981754, 47.4976605662], ""type"": ""Point""}";2073438;SIMPLE;ROND;32.91;30.65
47.4976900597, -0.492082202;"{""coordinates"": [-0.492082202, 47.4976900597], ""type"": ""Point""}";2073427;SIMPLE;ROND;31.89;30.29
47.4974599944, -0.492148368;"{""coordinates"": [-0.492148368, 47.4974599944], ""type"": ""Point""}";2073426;SIMPLE;ROND;32.22;30.62
47.4988217072, -0.4899142666;"{""coordinates"": [-0.4899142666, 47.4988217072], ""type"": ""Point""}";2073420;SIMPLE;CARRE;27.54;26.65
47.4738738891, -0.55604397;"{""coordinates"": [-0.55604397, 47.4738738891], ""type"": ""Point""}";2073335;SIMPLE;ROND;;13.59
47.4747437134, -0.5551279859;"{""coordinates"": [-0.5551279859, 47.4747437134], ""type"": ""Point""}";2073319;SIMPLE;ROND;;19.12
47.4743985249, -0.5550392601;"{""coordinates"": [-0.5550392601, 47.4743985249], ""type"": ""Point""}";2073314;SIMPLE;ROND;;17.69
47.4746265225, -0.5549101719;"{""coordinates"": [-0.5549101719, 47.4746265225], ""type"": ""Point""}";2073312;SIMPLE;ROND;;18.33
47.3950820076, -0.531432643;"{""coordinates"": [-0.531432643, 47.3950820076], ""type"": ""Point""}";2073267;SIMPLE;ROND;52.62;51.4
47.395048916, -0.5317339764;"{""coordinates"": [-0.5317339764, 47.395048916], ""type"": ""Point""}";2073266;SIMPLE;ROND;53.69;52.47
47.395009216, -0.5320041061;"{""coordinates"": [-0.5320041061, 47.395009216], ""type"": ""Point""}";2073263;SIMPLE;ROND;54.66;53.44
47.3948862179, -0.5326418487;"{""coordinates"": [-0.5326418487, 47.3948862179], ""type"": ""Point""}";2073260;SIMPLE;ROND;56.76;55.46
47.3947652825, -0.5332768083;"{""coordinates"": [-0.5332768083, 47.3947652825], ""type"": ""Point""}";2073259;SIMPLE;ROND;58.18;56.73
47.3946459466, -0.533882964;"{""coordinates"": [-0.533882964, 47.3946459466], ""type"": ""Point""}";2073256;SIMPLE;ROND;58.63;57.33
47.4421967323, -0.6078095983;"{""coordinates"": [-0.6078095983, 47.4421967323], ""type"": ""Point""}";2073236;SIMPLE;ROND;28.16;25.33
47.4421203783, -0.6075992143;"{""coordinates"": [-0.6075992143, 47.4421203783], ""type"": ""Point""}";2073234;SIMPLE;ROND;29.03;25.33
47.4416638308, -0.6077351727;"{""coordinates"": [-0.6077351727, 47.4416638308], ""type"": ""Point""}";2073232;SIMPLE;ROND;30.36;26.76
47.574484294, -0.4795635734;"{""coordinates"": [-0.4795635734, 47.574484294], ""type"": ""Point""}";2073230;SIMPLE;CARRE;47.65;47.25
47.4510702744, -0.4664812662;"{""coordinates"": [-0.4664812662, 47.4510702744], ""type"": ""Point""}";2073221;SIMPLE;ROND;;
47.5701151361, -0.495673688;"{""coordinates"": [-0.495673688, 47.5701151361], ""type"": ""Point""}";2073181;SIMPLE;ROND;21.48;20.16
47.570225274, -0.4954225913;"{""coordinates"": [-0.4954225913, 47.570225274], ""type"": ""Point""}";2073180;SIMPLE;ROND;21.76;20.29
47.416599957, -0.6149611908;"{""coordinates"": [-0.6149611908, 47.416599957], ""type"": ""Point""}";2073170;SIMPLE;ROND;19.51;18.8
47.5706179395, -0.493967487;"{""coordinates"": [-0.493967487, 47.5706179395], ""type"": ""Point""}";2073165;SIMPLE;ROND;20.84;19.08
47.5706642815, -0.493986242;"{""coordinates"": [-0.493986242, 47.5706642815], ""type"": ""Point""}";2073136;SIMPLE;ROND;20.87;20.04
47.5711803551, -0.4923317058;"{""coordinates"": [-0.4923317058, 47.5711803551], ""type"": ""Point""}";2073102;SIMPLE;ROND;20.85;20.3
47.5712052879, -0.4922007063;"{""coordinates"": [-0.4922007063, 47.5712052879], ""type"": ""Point""}";2073101;SIMPLE;ROND;21.07;20.1
47.4911041134, -0.5610440775;"{""coordinates"": [-0.5610440775, 47.4911041134], ""type"": ""Point""}";2073052;SIMPLE;ROND;47.84;46
47.4913971689, -0.561050859;"{""coordinates"": [-0.561050859, 47.4913971689], ""type"": ""Point""}";2073051;SIMPLE;ROND;48.5;46.95
47.4923374143, -0.5600741482;"{""coordinates"": [-0.5600741482, 47.4923374143], ""type"": ""Point""}";2073017;SIMPLE;ROND;49.05;47.52
47.4929491713, -0.5600356171;"{""coordinates"": [-0.5600356171, 47.4929491713], ""type"": ""Point""}";2073014;SIMPLE;ROND;;
47.4928971584, -0.5599498925;"{""coordinates"": [-0.5599498925, 47.4928971584], ""type"": ""Point""}";2072999;SIMPLE;ROND;;
47.4928916015, -0.5606063352;"{""coordinates"": [-0.5606063352, 47.4928916015], ""type"": ""Point""}";2072998;SIMPLE;ROND;50.24;48.73
47.4923769246, -0.5610561678;"{""coordinates"": [-0.5610561678, 47.4923769246], ""type"": ""Point""}";2072978;BORGNE;ROND;;
47.492716953, -0.5612741464;"{""coordinates"": [-0.5612741464, 47.492716953], ""type"": ""Point""}";2072970;SIMPLE;ROND;50.75;48.73
47.4927061314, -0.5610176825;"{""coordinates"": [-0.5610176825, 47.4927061314], ""type"": ""Point""}";2072968;SIMPLE;ROND;50.42;48.29
47.492877813, -0.5609981177;"{""coordinates"": [-0.5609981177, 47.492877813], ""type"": ""Point""}";2072964;SIMPLE;ROND;50.57;48.42
47.4928980343, -0.5613556487;"{""coordinates"": [-0.5613556487, 47.4928980343], ""type"": ""Point""}";2072963;SIMPLE;ROND;50.51;48.72
47.4667241319, -0.5077218386;"{""coordinates"": [-0.5077218386, 47.4667241319], ""type"": ""Point""}";2072936;SIMPLE;ROND;;
47.4667393007, -0.5077204508;"{""coordinates"": [-0.5077204508, 47.4667393007], ""type"": ""Point""}";2072934;SIMPLE;ROND;;
47.4667716341, -0.5077053257;"{""coordinates"": [-0.5077053257, 47.4667716341], ""type"": ""Point""}";2072929;SIMPLE;ROND;;
47.466706385, -0.5074613437;"{""coordinates"": [-0.5074613437, 47.466706385], ""type"": ""Point""}";2072927;SIMPLE;ROND;;
47.4667818083, -0.5074178616;"{""coordinates"": [-0.5074178616, 47.4667818083], ""type"": ""Point""}";2072925;SIMPLE;ROND;;
47.4668634566, -0.5073384084;"{""coordinates"": [-0.5073384084, 47.4668634566], ""type"": ""Point""}";2072923;SIMPLE;ROND;;
47.466832579, -0.5072285496;"{""coordinates"": [-0.5072285496, 47.466832579], ""type"": ""Point""}";2072921;SIMPLE;ROND;;
47.4668887374, -0.5071968069;"{""coordinates"": [-0.5071968069, 47.4668887374], ""type"": ""Point""}";2072920;SIMPLE;ROND;;
47.4924161586, -0.5629285318;"{""coordinates"": [-0.5629285318, 47.4924161586], ""type"": ""Point""}";2072918;SIMPLE;ROND;;
47.4928522566, -0.5629071996;"{""coordinates"": [-0.5629071996, 47.4928522566], ""type"": ""Point""}";2072916;SIMPLE;ROND;49.61;49.13
47.4667013704, -0.507741978;"{""coordinates"": [-0.507741978, 47.4667013704], ""type"": ""Point""}";2072914;SIMPLE;ROND;42.04;39.87
47.4928784751, -0.5627694664;"{""coordinates"": [-0.5627694664, 47.4928784751], ""type"": ""Point""}";2072912;SIMPLE;ROND;49.72;49.2
47.4929014753, -0.5622689659;"{""coordinates"": [-0.5622689659, 47.4929014753], ""type"": ""Point""}";2072909;SIMPLE;ROND;50.1;49.4
47.493745129, -0.5615605057;"{""coordinates"": [-0.5615605057, 47.493745129], ""type"": ""Point""}";2072868;SIMPLE;ROND;49.59;48.15
47.4939558904, -0.5622037161;"{""coordinates"": [-0.5622037161, 47.4939558904], ""type"": ""Point""}";2072862;SIMPLE;ROND;48.82;47.54
47.4939954472, -0.5627866781;"{""coordinates"": [-0.5627866781, 47.4939954472], ""type"": ""Point""}";2072860;SIMPLE;ROND;48.21;47.08
47.4941161278, -0.5627683437;"{""coordinates"": [-0.5627683437, 47.4941161278], ""type"": ""Point""}";2072858;SIMPLE;ROND;48.17;47.02
47.494768825, -0.5626694848;"{""coordinates"": [-0.5626694848, 47.494768825], ""type"": ""Point""}";2072843;SIMPLE;ROND;47.39;45.3
47.4950651076, -0.5626475298;"{""coordinates"": [-0.5626475298, 47.4950651076], ""type"": ""Point""}";2072841;SIMPLE;ROND;;
47.4945182637, -0.5630803215;"{""coordinates"": [-0.5630803215, 47.4945182637], ""type"": ""Point""}";2072840;SIMPLE;ROND;;
47.494691689, -0.5620408134;"{""coordinates"": [-0.5620408134, 47.494691689], ""type"": ""Point""}";2072838;SIMPLE;ROND;47.42;45.89
47.4944879151, -0.5612293378;"{""coordinates"": [-0.5612293378, 47.4944879151], ""type"": ""Point""}";2072836;SIMPLE;ROND;47.95;46.57
47.4943314539, -0.5611640999;"{""coordinates"": [-0.5611640999, 47.4943314539], ""type"": ""Point""}";2072826;SIMPLE;ROND;48.09;46.78
47.4940527346, -0.5609843736;"{""coordinates"": [-0.5609843736, 47.4940527346], ""type"": ""Point""}";2072825;SIMPLE;ROND;48.82;47.4
47.4535838753, -0.5107126852;"{""coordinates"": [-0.5107126852, 47.4535838753], ""type"": ""Point""}";2072698;SIMPLE;ROND;37.43;34.45
47.4536489179, -0.5109572615;"{""coordinates"": [-0.5109572615, 47.4536489179], ""type"": ""Point""}";2072697;SIMPLE;ROND;36.76;34.21
47.4525891708, -0.5098611953;"{""coordinates"": [-0.5098611953, 47.4525891708], ""type"": ""Point""}";2072695;SIMPLE;ROND;35.12;32.82
47.4527706175, -0.5105297547;"{""coordinates"": [-0.5105297547, 47.4527706175], ""type"": ""Point""}";2072688;SIMPLE;ROND;35.74;33.12
47.4527668673, -0.5112420924;"{""coordinates"": [-0.5112420924, 47.4527668673], ""type"": ""Point""}";2072685;SIMPLE;ROND;36.5;33.69
47.4528169467, -0.5114339048;"{""coordinates"": [-0.5114339048, 47.4528169467], ""type"": ""Point""}";2072684;SIMPLE;ROND;36.5;34.05
47.452875329, -0.5111337743;"{""coordinates"": [-0.5111337743, 47.452875329], ""type"": ""Point""}";2072680;SIMPLE;ROND;36.21;33.37
47.4529016122, -0.5109949328;"{""coordinates"": [-0.5109949328, 47.4529016122], ""type"": ""Point""}";2072677;SIMPLE;ROND;36.13;33.32
47.4532274046, -0.5107986345;"{""coordinates"": [-0.5107986345, 47.4532274046], ""type"": ""Point""}";2072675;SIMPLE;ROND;;33.79
47.4534220145, -0.5106820716;"{""coordinates"": [-0.5106820716, 47.4534220145], ""type"": ""Point""}";2072673;SIMPLE;ROND;37.12;33.9
47.4533924456, -0.5104997114;"{""coordinates"": [-0.5104997114, 47.4533924456], ""type"": ""Point""}";2072672;SIMPLE;ROND;36.77;35.23
47.4492888541, -0.5631525031;"{""coordinates"": [-0.5631525031, 47.4492888541], ""type"": ""Point""}";2072662;SIMPLE;ROND;0;0
47.4494919176, -0.5635485603;"{""coordinates"": [-0.5635485603, 47.4494919176], ""type"": ""Point""}";2072660;SIMPLE;ROND;0;0
47.4497010267, -0.5639849822;"{""coordinates"": [-0.5639849822, 47.4497010267], ""type"": ""Point""}";2072658;SIMPLE;ROND;0;0
47.4496774717, -0.5641587553;"{""coordinates"": [-0.5641587553, 47.4496774717], ""type"": ""Point""}";2072656;SIMPLE;ROND;0;0
47.4494908989, -0.5648177791;"{""coordinates"": [-0.5648177791, 47.4494908989], ""type"": ""Point""}";2072652;SIMPLE;ROND;30.28;25.48
47.4491794041, -0.5651483697;"{""coordinates"": [-0.5651483697, 47.4491794041], ""type"": ""Point""}";2072616;SIMPLE;ROND;30.78;28.28
47.4492050393, -0.5651929665;"{""coordinates"": [-0.5651929665, 47.4492050393], ""type"": ""Point""}";2072614;SIMPLE;ROND;;
47.4497978165, -0.5634982031;"{""coordinates"": [-0.5634982031, 47.4497978165], ""type"": ""Point""}";2072590;SIMPLE;ROND;;
47.4500878299, -0.5640964299;"{""coordinates"": [-0.5640964299, 47.4500878299], ""type"": ""Point""}";2072589;SIMPLE;ROND;;
47.4494899116, -0.5628669243;"{""coordinates"": [-0.5628669243, 47.4494899116], ""type"": ""Point""}";2072587;SIMPLE;ROND;;
47.4493872542, -0.5626542859;"{""coordinates"": [-0.5626542859, 47.4493872542], ""type"": ""Point""}";2072586;SIMPLE;ROND;28.46;26.76
47.4503163562, -0.5640061031;"{""coordinates"": [-0.5640061031, 47.4503163562], ""type"": ""Point""}";2072581;SIMPLE;ROND;29.88;27.28
47.4494980679, -0.5648742779;"{""coordinates"": [-0.5648742779, 47.4494980679], ""type"": ""Point""}";2072575;SIMPLE;ROND;30.25;28.05
47.4500637555, -0.5642811871;"{""coordinates"": [-0.5642811871, 47.4500637555], ""type"": ""Point""}";2072573;SIMPLE;ROND;29.37;27.55
47.4498217258, -0.5645317568;"{""coordinates"": [-0.5645317568, 47.4498217258], ""type"": ""Point""}";2072572;SIMPLE;ROND;29.7;26.1
47.4505600881, -0.5637528554;"{""coordinates"": [-0.5637528554, 47.4505600881], ""type"": ""Point""}";2072567;SIMPLE;ROND;30.12;26.97
47.4505297508, -0.5637176331;"{""coordinates"": [-0.5637176331, 47.4505297508], ""type"": ""Point""}";2072564;SIMPLE;ROND;30.08;24.58
47.4502782907, -0.5639849641;"{""coordinates"": [-0.5639849641, 47.4502782907], ""type"": ""Point""}";2072562;SIMPLE;ROND;29.79;24.79
47.4500402643, -0.5642371322;"{""coordinates"": [-0.5642371322, 47.4500402643], ""type"": ""Point""}";2072560;SIMPLE;ROND;29.51;25.01
47.4494576006, -0.5650766489;"{""coordinates"": [-0.5650766489, 47.4494576006], ""type"": ""Point""}";2072558;SIMPLE;ROND;30.55;27.2
47.4498166006, -0.5646714574;"{""coordinates"": [-0.5646714574, 47.4498166006], ""type"": ""Point""}";2072554;SIMPLE;ROND;29.9;26.34
47.4498006729, -0.5644903878;"{""coordinates"": [-0.5644903878, 47.4498006729], ""type"": ""Point""}";2072552;SIMPLE;ROND;29.81;25.16
47.4498398544, -0.5645716021;"{""coordinates"": [-0.5645716021, 47.4498398544], ""type"": ""Point""}";2072550;SIMPLE;ROND;;
47.4498738119, -0.564574147;"{""coordinates"": [-0.564574147, 47.4498738119], ""type"": ""Point""}";2072542;SIMPLE;ROND;29.67;26.25
47.4499866833, -0.5648903537;"{""coordinates"": [-0.5648903537, 47.4499866833], ""type"": ""Point""}";2072535;SIMPLE;ROND;30.04;28.44
47.4503698306, -0.5656768378;"{""coordinates"": [-0.5656768378, 47.4503698306], ""type"": ""Point""}";2072525;SIMPLE;ROND;31.34;28.84
47.4503225047, -0.5658068032;"{""coordinates"": [-0.5658068032, 47.4503225047], ""type"": ""Point""}";2072523;SIMPLE;ROND;31.59;28.99
47.4499644135, -0.5661824503;"{""coordinates"": [-0.5661824503, 47.4499644135], ""type"": ""Point""}";2072522;SIMPLE;ROND;32.27;29.27
47.4503954251, -0.5656498834;"{""coordinates"": [-0.5656498834, 47.4503954251], ""type"": ""Point""}";2072508;SIMPLE;ROND;31.14;28.34
47.4506531978, -0.5661809187;"{""coordinates"": [-0.5661809187, 47.4506531978], ""type"": ""Point""}";2072506;SIMPLE;ROND;32.06;29.31
47.4508976184, -0.5666806636;"{""coordinates"": [-0.5666806636, 47.4508976184], ""type"": ""Point""}";2072500;SIMPLE;ROND;32.96;30.16
47.4510088589, -0.5672621327;"{""coordinates"": [-0.5672621327, 47.4510088589], ""type"": ""Point""}";2072498;SIMPLE;ROND;;
47.4508892934, -0.5667519203;"{""coordinates"": [-0.5667519203, 47.4508892934], ""type"": ""Point""}";2072496;SIMPLE;ROND;33.16;30.46
47.4508125579, -0.5670030993;"{""coordinates"": [-0.5670030993, 47.4508125579], ""type"": ""Point""}";2072494;SIMPLE;ROND;;
47.4504548793, -0.5673798318;"{""coordinates"": [-0.5673798318, 47.4504548793], ""type"": ""Point""}";2072493;SIMPLE;ROND;;
47.4399925462, -0.5252955951;"{""coordinates"": [-0.5252955951, 47.4399925462], ""type"": ""Point""}";2072448;SIMPLE;ROND;24.11;23.23
47.440196728, -0.5258771746;"{""coordinates"": [-0.5258771746, 47.440196728], ""type"": ""Point""}";2072445;SIMPLE;ROND;24.18;23.4
47.4395141502, -0.5229550025;"{""coordinates"": [-0.5229550025, 47.4395141502], ""type"": ""Point""}";2072413;SIMPLE;GRILLE;24.32;23.72
47.4409461015, -0.520747189;"{""coordinates"": [-0.520747189, 47.4409461015], ""type"": ""Point""}";2072375;SIMPLE;ROND;24.75;23.45
47.4956435863, -0.4245654968;"{""coordinates"": [-0.4245654968, 47.4956435863], ""type"": ""Point""}";2072342;SIMPLE;ROND;;
47.4957449345, -0.4246637032;"{""coordinates"": [-0.4246637032, 47.4957449345], ""type"": ""Point""}";2072341;SIMPLE;ROND;;
47.4947264278, -0.4234986703;"{""coordinates"": [-0.4234986703, 47.4947264278], ""type"": ""Point""}";2072329;SIMPLE;ROND;;0
47.4950760142, -0.4240976458;"{""coordinates"": [-0.4240976458, 47.4950760142], ""type"": ""Point""}";2072328;SIMPLE;ROND;;
47.4948598453, -0.4237178389;"{""coordinates"": [-0.4237178389, 47.4948598453], ""type"": ""Point""}";2072317;SIMPLE;ROND;34.73;33.59
47.4951246725, -0.4240568137;"{""coordinates"": [-0.4240568137, 47.4951246725], ""type"": ""Point""}";2072314;SIMPLE;ROND;35.21;33.24
47.4952876409, -0.4251529544;"{""coordinates"": [-0.4251529544, 47.4952876409], ""type"": ""Point""}";2072306;SIMPLE;ROND;35.87;34.97
47.4953197231, -0.4246083605;"{""coordinates"": [-0.4246083605, 47.4953197231], ""type"": ""Point""}";2072301;SIMPLE;ROND;35.47;33.59
47.4957700141, -0.4248594129;"{""coordinates"": [-0.4248594129, 47.4957700141], ""type"": ""Point""}";2072299;SIMPLE;ROND;35.73;33.83
47.4957836852, -0.4249661752;"{""coordinates"": [-0.4249661752, 47.4957836852], ""type"": ""Point""}";2072297;SIMPLE;ROND;35.86;33.875
47.4955925134, -0.4258568002;"{""coordinates"": [-0.4258568002, 47.4955925134], ""type"": ""Point""}";2072294;SIMPLE;ROND;35.94;34.25
47.4954017444, -0.4265514957;"{""coordinates"": [-0.4265514957, 47.4954017444], ""type"": ""Point""}";2072292;SIMPLE;ROND;36.04;34.62
47.4947790978, -0.4245860876;"{""coordinates"": [-0.4245860876, 47.4947790978], ""type"": ""Point""}";2072282;SIMPLE;ROND;35.33;33.7
47.4946306164, -0.4246291111;"{""coordinates"": [-0.4246291111, 47.4946306164], ""type"": ""Point""}";2072273;SIMPLE;ROND;35.24;33.7
47.4945985143, -0.4246368696;"{""coordinates"": [-0.4246368696, 47.4945985143], ""type"": ""Point""}";2072271;SIMPLE;ROND;35.25;33.72
47.494457492, -0.4246773188;"{""coordinates"": [-0.4246773188, 47.494457492], ""type"": ""Point""}";2072269;SIMPLE;ROND;35.34;33.8
47.4940423367, -0.4247990428;"{""coordinates"": [-0.4247990428, 47.4940423367], ""type"": ""Point""}";2072267;SIMPLE;ROND;35.59;33.97
47.4938487528, -0.4248570877;"{""coordinates"": [-0.4248570877, 47.4938487528], ""type"": ""Point""}";2072259;SIMPLE;ROND;35.73;34.06
47.4936219681, -0.4249265392;"{""coordinates"": [-0.4249265392, 47.4936219681], ""type"": ""Point""}";2072257;SIMPLE;ROND;35.86;34.18
47.4932402368, -0.425053605;"{""coordinates"": [-0.425053605, 47.4932402368], ""type"": ""Point""}";2072256;SIMPLE;ROND;36.05;34.49
47.4948740273, -0.4247459171;"{""coordinates"": [-0.4247459171, 47.4948740273], ""type"": ""Point""}";2072251;SIMPLE;ROND;;
47.4948552075, -0.424785486;"{""coordinates"": [-0.424785486, 47.4948552075], ""type"": ""Point""}";2072249;SIMPLE;ROND;35.35;33.05
47.4949853297, -0.4253616689;"{""coordinates"": [-0.4253616689, 47.4949853297], ""type"": ""Point""}";2072242;SIMPLE;ROND;35.5;33.88
47.4947225844, -0.4251530111;"{""coordinates"": [-0.4251530111, 47.4947225844], ""type"": ""Point""}";2072240;SIMPLE;ROND;35.24;33.69
47.4945253172, -0.4256874653;"{""coordinates"": [-0.4256874653, 47.4945253172], ""type"": ""Point""}";2072238;SIMPLE;ROND;35.42;33.89
47.4948346856, -0.4264004953;"{""coordinates"": [-0.4264004953, 47.4948346856], ""type"": ""Point""}";2072236;SIMPLE;ROND;35.62;34.32
47.4943341484, -0.4261103216;"{""coordinates"": [-0.4261103216, 47.4943341484], ""type"": ""Point""}";2072235;SIMPLE;ROND;35.61;34.04
47.493997834, -0.4271010078;"{""coordinates"": [-0.4271010078, 47.493997834], ""type"": ""Point""}";2072230;SIMPLE;ROND;36.12;34.44
47.4940586075, -0.427571348;"{""coordinates"": [-0.427571348, 47.4940586075], ""type"": ""Point""}";2072227;SIMPLE;ROND;36.38;34.63
47.4935979748, -0.426178892;"{""coordinates"": [-0.426178892, 47.4935979748], ""type"": ""Point""}";2072220;SIMPLE;ROND;36.03;34.56
47.4934597558, -0.4257969459;"{""coordinates"": [-0.4257969459, 47.4934597558], ""type"": ""Point""}";2072216;SIMPLE;ROND;36.18;34.75
47.4934705853, -0.4256989433;"{""coordinates"": [-0.4256989433, 47.4934705853], ""type"": ""Point""}";2072215;SIMPLE;ROND;36.02;34.78
47.4654213534, -0.5558001702;"{""coordinates"": [-0.5558001702, 47.4654213534], ""type"": ""Point""}";2072213;SIMPLE;CARRE;;
47.4930326294, -0.4226474706;"{""coordinates"": [-0.4226474706, 47.4930326294], ""type"": ""Point""}";2072162;SIMPLE;ROND;34.6;33.67
47.4932839068, -0.4230062775;"{""coordinates"": [-0.4230062775, 47.4932839068], ""type"": ""Point""}";2072160;SIMPLE;ROND;34.72;33.8
47.4931065983, -0.4231501307;"{""coordinates"": [-0.4231501307, 47.4931065983], ""type"": ""Point""}";2072158;SIMPLE;ROND;34.65;33.71
47.492824962, -0.4232476657;"{""coordinates"": [-0.4232476657, 47.492824962], ""type"": ""Point""}";2072156;SIMPLE;ROND;35.06;33.84
47.4930510097, -0.4231635481;"{""coordinates"": [-0.4231635481, 47.4930510097], ""type"": ""Point""}";2072154;SIMPLE;ROND;34.65;33.71
