Geo Point;Geo Shape;NUMERO;TYPE;TYPE_RES;DIAMETRE;MATERIAU;LONGUEUR;ZAMONT;ZAVAL
47.43139193499999, -0.50243945;"{""coordinates"": [[-0.50243698, 47.4313867], [-0.50244192, 47.43139717]], ""type"": ""LineString""}";1578262;C;CANALISATION;315;PVC;1.22;20.61;20.56
47.431502455, -0.50296159;"{""coordinates"": [[-0.5029892, 47.43154893], [-0.50293398, 47.43145598]], ""type"": ""LineString""}";1578263;C;CANALISATION;800;BETON;11.14;0;0
47.431243769999995, -0.503487775;"{""coordinates"": [[-0.50348606, 47.43123788], [-0.50348949, 47.43124966]], ""type"": ""LineString""}";1578264;C;CANALISATION;315;PVC;1.34;20.4;20.3
47.431170615, -0.504006685;"{""coordinates"": [[-0.5040052, 47.43116422], [-0.50400817, 47.43117701]], ""type"": ""LineString""}";1578265;C;CANALISATION;315;PVC;1.44;20.17;20.08
47.431099665, -0.504506175;"{""coordinates"": [[-0.5045037, 47.43109335], [-0.50450865, 47.43110598]], ""type"": ""LineString""}";1578266;C;CANALISATION;315;PVC;1.46;20;19.97
47.432269250000004, -0.48980471999999997;"{""coordinates"": [[-0.48979485, 47.43228166], [-0.48981459, 47.43225684]], ""type"": ""LineString""}";1578267;C;CANALISATION;200;PVC;3.13;0;19.69
47.432169145, -0.489586765;"{""coordinates"": [[-0.48981459, 47.43225684], [-0.48935894, 47.43208145]], ""type"": ""LineString""}";1578268;C;CANALISATION;300;BETON;39.52;19.45;19.32
47.432056015, -0.48936636;"{""coordinates"": [[-0.48937378, 47.43203058], [-0.48935894, 47.43208145]], ""type"": ""LineString""}";1578269;C;CANALISATION;400;BETON;5.77;0;19.32
47.43206831, -0.489323045;"{""coordinates"": [[-0.48935894, 47.43208145], [-0.48928715, 47.43205517]], ""type"": ""LineString""}";1578270;C;CANALISATION;300;BETON;6.16;19.4;19.26
47.4320246, -0.48919929;"{""coordinates"": [[-0.48911143, 47.43199403], [-0.48928715, 47.43205517]], ""type"": ""LineString""}";1578271;C;CANALISATION;300;BETON;14.9;19.47;19.29
47.432102900000004, -0.48929724999999996;"{""coordinates"": [[-0.48930622, 47.43212329], [-0.48928828, 47.43208251]], ""type"": ""LineString""}";1578272;C;CANALISATION;200;PVC;4.73;0;0
47.43208827, -0.489255555;"{""coordinates"": [[-0.48922283, 47.43209403], [-0.48928828, 47.43208251]], ""type"": ""LineString""}";1578273;C;CANALISATION;200;PVC;5.1;19.43;19.3
47.43279577, -0.48811898;"{""coordinates"": [[-0.48810729, 47.43278343], [-0.48813067, 47.43280811]], ""type"": ""LineString""}";1578274;C;CANALISATION;160;PVC;3.26;0;19.28
47.43281978000001, -0.48811107;"{""coordinates"": [[-0.48809147, 47.43283145], [-0.48813067, 47.43280811]], ""type"": ""LineString""}";1578275;C;CANALISATION;160;PVC;3.93;0;19.28
47.433395860000005, -0.48702794;"{""coordinates"": [[-0.4870021, 47.43358244], [-0.48705378, 47.43320928]], ""type"": ""LineString""}";1578276;C;CANALISATION;300;BETON;41.67;19.55;19.41
47.433262645, -0.48714108;"{""coordinates"": [[-0.48722838, 47.43331601], [-0.48705378, 47.43320928]], ""type"": ""LineString""}";1578277;C;CANALISATION;300;BETON;17.73;19.49;19.41
47.433281245, -0.4872495850000001;"{""coordinates"": [[-0.48727079, 47.43324648], [-0.48722838, 47.43331601]], ""type"": ""LineString""}";1578278;C;CANALISATION;160;PVC;8.37;0;19.49
47.433330375, -0.48727297999999997;"{""coordinates"": [[-0.48731758, 47.43334474], [-0.48722838, 47.43331601]], ""type"": ""LineString""}";1578279;C;CANALISATION;160;PVC;7.45;0;19.49
47.433347275, -0.48725603999999995;"{""coordinates"": [[-0.4872837, 47.43337854], [-0.48722838, 47.43331601]], ""type"": ""LineString""}";1578280;C;CANALISATION;160;PVC;8.11;0;19.49
47.43334477, -0.48723166;"{""coordinates"": [[-0.48723494, 47.43337353], [-0.48722838, 47.43331601]], ""type"": ""LineString""}";1578281;C;CANALISATION;160;PVC;6.41;0;19.49
47.433290244999995, -0.48727067499999993;"{""coordinates"": [[-0.48731297, 47.43326448], [-0.48722838, 47.43331601]], ""type"": ""LineString""}";1578282;C;CANALISATION;160;PVC;8.58;0;19.49
47.433078429999995, -0.4870591199999999;"{""coordinates"": [[-0.48705378, 47.43320928], [-0.48706446, 47.43294758]], ""type"": ""LineString""}";1578283;C;CANALISATION;300;BETON;29.1;19.41;19.29
47.433220154999994, -0.487032135;"{""coordinates"": [[-0.48701049, 47.43323103], [-0.48705378, 47.43320928]], ""type"": ""LineString""}";1578284;C;CANALISATION;160;PVC;4.06;0;19.48
47.432872325, -0.48716063499999995;"{""coordinates"": [[-0.48706446, 47.43294758], [-0.48725681, 47.43279707]], ""type"": ""LineString""}";1578285;C;CANALISATION;300;BETON;22.15;19.29;19.15
47.432950399999996, -0.48704713;"{""coordinates"": [[-0.4870298, 47.43295322], [-0.48706446, 47.43294758]], ""type"": ""LineString""}";1578286;C;CANALISATION;160;PVC;2.68;0;19.4
47.43295997, -0.487099775;"{""coordinates"": [[-0.48713509, 47.43297236], [-0.48706446, 47.43294758]], ""type"": ""LineString""}";1578287;C;CANALISATION;160;PVC;6;0;19.4
47.43257763, -0.48705763;"{""coordinates"": [[-0.48703606, 47.43254515], [-0.4870792, 47.43261011]], ""type"": ""LineString""}";1578288;C;CANALISATION;160;PVC;7.91;0;19.27
47.432586574999995, -0.48703267;"{""coordinates"": [[-0.48698614, 47.43256304], [-0.4870792, 47.43261011]], ""type"": ""LineString""}";1578289;C;CANALISATION;160;PVC;8.75;0;19.27
47.432616275, -0.487048155;"{""coordinates"": [[-0.48701711, 47.43262244], [-0.4870792, 47.43261011]], ""type"": ""LineString""}";1578290;C;CANALISATION;160;PVC;4.88;0;19.24
47.43274146, -0.48724075499999997;"{""coordinates"": [[-0.4872572, 47.43272007], [-0.48722431, 47.43276285]], ""type"": ""LineString""}";1578291;C;CANALISATION;200;PVC;5.36;19.52;0
47.43270957, -0.487500465;"{""coordinates"": [[-0.48750844, 47.43272292], [-0.48749249, 47.43269622]], ""type"": ""LineString""}";1578292;C;CANALISATION;200;PVC;3.2;19.42;0
47.432471895, -0.487623135;"{""coordinates"": [[-0.48760782, 47.43247204], [-0.48763845, 47.43247175]], ""type"": ""LineString""}";1578293;C;CANALISATION;200;PVC;2.31;19.18;0
47.43247169, -0.4875896800000001;"{""coordinates"": [[-0.48757154, 47.43247134], [-0.48760782, 47.43247204]], ""type"": ""LineString""}";1578294;C;CANALISATION;160;PVC;2.73;0;19.18
47.431913345, -0.48795654;"{""coordinates"": [[-0.48773074, 47.43191504], [-0.48818234, 47.43191165]], ""type"": ""LineString""}";1578295;C;CANALISATION;250;BETON;34.07;19.81;19.68
47.431907415, -0.488466755;"{""coordinates"": [[-0.48818234, 47.43191165], [-0.48875117, 47.43190318]], ""type"": ""LineString""}";1578296;C;CANALISATION;250;BETON;42.92;19.68;19.65
47.43190423, -0.4888802850000001;"{""coordinates"": [[-0.48875117, 47.43190318], [-0.4890094, 47.43190528]], ""type"": ""LineString""}";1578297;C;CANALISATION;250;BETON;19.48;19.65;19.43
47.43190441, -0.48912292999999996;"{""coordinates"": [[-0.4890094, 47.43190528], [-0.48923646, 47.43190354]], ""type"": ""LineString""}";1578298;C;CANALISATION;300;BETON;17.13;19.43;19.15
47.431987265000004, -0.48910893;"{""coordinates"": [[-0.48910643, 47.4319805], [-0.48911143, 47.43199403]], ""type"": ""LineString""}";1578299;C;CANALISATION;200;PVC;1.55;19.62;19.57
47.431921515, -0.4893136;"{""coordinates"": [[-0.4893323, 47.43192036], [-0.4892949, 47.43192267]], ""type"": ""LineString""}";1578300;C;CANALISATION;200;PVC;2.83;19.79;0
47.431931535, -0.489373705;"{""coordinates"": [[-0.48941511, 47.43194271], [-0.4893323, 47.43192036]], ""type"": ""LineString""}";1578301;C;CANALISATION;100;PVC;6.72;19.98;0
47.431785049999995, -0.48924844000000006;"{""coordinates"": [[-0.48925388, 47.43178507], [-0.489243, 47.43178503]], ""type"": ""LineString""}";1578302;C;CANALISATION;200;PVC;0.82;19.23;19.15
47.43126429500001, -0.4863494950000001;"{""coordinates"": [[-0.48635528, 47.43126448], [-0.48634371, 47.43126411]], ""type"": ""LineString""}";1578303;C;CANALISATION;150;AC;0.88;19.24;0
47.430935919999996, -0.48494723500000003;"{""coordinates"": [[-0.4849319, 47.43093679], [-0.48496257, 47.43093505]], ""type"": ""LineString""}";1578304;C;CANALISATION;100;BETON;2.32;19.67;19.71
47.430949285, -0.48493411000000003;"{""coordinates"": [[-0.48493632, 47.43096178], [-0.4849319, 47.43093679]], ""type"": ""LineString""}";1578305;C;CANALISATION;100;PVC;2.8;0;19.67
47.430931, -0.48502964500000006;"{""coordinates"": [[-0.48496257, 47.43093505], [-0.48509672, 47.43092695]], ""type"": ""LineString""}";1578306;C;CANALISATION;100;BETON;10.15;19.71;19.4
47.430929945, -0.485116685;"{""coordinates"": [[-0.48509672, 47.43092695], [-0.48513665, 47.43093294]], ""type"": ""LineString""}";1578307;C;CANALISATION;75;PVC;3.08;19.49;0
47.432032475, -0.4867407999999999;"{""coordinates"": [[-0.48702753, 47.43201499], [-0.48645407, 47.43204996]], ""type"": ""LineString""}";1578308;C;CANALISATION;300;BETON;43.43;19.55;19.45
47.431955845000005, -0.48694516;"{""coordinates"": [[-0.48709881, 47.43194458], [-0.48679151, 47.43196711]], ""type"": ""LineString""}";1578309;C;CANALISATION;200;BETON;23.32;19.74;19.61
47.431978315, -0.486606805;"{""coordinates"": [[-0.48679151, 47.43196711], [-0.4864221, 47.43198952]], ""type"": ""LineString""}";1578310;C;CANALISATION;250;BETON;27.98;19.61;19.42
47.432059265, -0.48636969;"{""coordinates"": [[-0.48628531, 47.43206857], [-0.48645407, 47.43204996]], ""type"": ""LineString""}";1578311;C;CANALISATION;250;BETON;12.9;19.53;19.45
47.4320661, -0.4864579150000001;"{""coordinates"": [[-0.48646176, 47.43208224], [-0.48645407, 47.43204996]], ""type"": ""LineString""}";1578312;C;CANALISATION;250;BETON;3.64;0;19.45
47.43201974, -0.486438085;"{""coordinates"": [[-0.48645407, 47.43204996], [-0.4864221, 47.43198952]], ""type"": ""LineString""}";1578313;C;CANALISATION;400;PVC;7.14;19.45;19.42
47.431997365, -0.48634585500000005;"{""coordinates"": [[-0.48626961, 47.43200521], [-0.4864221, 47.43198952]], ""type"": ""LineString""}";1578314;C;CANALISATION;250;BETON;11.63;19.52;19.42
47.431790525, -0.486394115;"{""coordinates"": [[-0.4864221, 47.43198952], [-0.48636613, 47.43159153]], ""type"": ""LineString""}";1578315;C;CANALISATION;250;BETON;44.45;19.42;0
47.432017450000004, -0.486155035;"{""coordinates"": [[-0.48604046, 47.43202969], [-0.48626961, 47.43200521]], ""type"": ""LineString""}";1578316;C;CANALISATION;250;PVC;17.5;19.77;19.52
47.43203686, -0.48597146500000005;"{""coordinates"": [[-0.48590247, 47.43204403], [-0.48604046, 47.43202969]], ""type"": ""LineString""}";1578317;C;CANALISATION;250;BETON;10.53;19.83;19.82
47.432046299999996, -0.485885435;"{""coordinates"": [[-0.4858684, 47.43204857], [-0.48590247, 47.43204403]], ""type"": ""LineString""}";1578318;C;CANALISATION;100;PVC;2.62;0;19.83
47.43190729, -0.48532783;"{""coordinates"": [[-0.48541588, 47.43189225], [-0.48523978, 47.43192233]], ""type"": ""LineString""}";1578319;C;CANALISATION;300;BETON;13.7;19.49;19.37
47.431906534999996, -0.485091985;"{""coordinates"": [[-0.48523978, 47.43192233], [-0.48494419, 47.43189074]], ""type"": ""LineString""}";1578320;C;CANALISATION;400;BETON;22.57;19.37;19.24
47.431914750000004, -0.4850003;"{""coordinates"": [[-0.48505641, 47.43193876], [-0.48494419, 47.43189074]], ""type"": ""LineString""}";1578321;C;CANALISATION;300;BETON;10;19.35;19.24
47.431944560000005, -0.48506867;"{""coordinates"": [[-0.48508093, 47.43195036], [-0.48505641, 47.43193876]], ""type"": ""LineString""}";1578322;C;CANALISATION;300;BETON;2.26;0;19.35
47.431884624999995, -0.484887395;"{""coordinates"": [[-0.48494419, 47.43189074], [-0.4848306, 47.43187851]], ""type"": ""LineString""}";1578323;C;CANALISATION;300;BETON;8.68;19.24;19.16
47.431901575, -0.48494019;"{""coordinates"": [[-0.48493619, 47.43191241], [-0.48494419, 47.43189074]], ""type"": ""LineString""}";1578324;C;CANALISATION;160;BETON;2.49;0;19.24
47.431664515, -0.48457459499999994;"{""coordinates"": [[-0.48455147, 47.43152948], [-0.48459772, 47.43179955]], ""type"": ""LineString""}";1578325;C;CANALISATION;200;BETON;30.23;19.39;19.27
47.4315189, -0.48456942;"{""coordinates"": [[-0.48458737, 47.43150832], [-0.48455147, 47.43152948]], ""type"": ""LineString""}";1578326;C;CANALISATION;160;BETON;3.58;0;19.39
47.43266926, -0.484315265;"{""coordinates"": [[-0.4842679, 47.43267443], [-0.48436263, 47.43266409]], ""type"": ""LineString""}";1578327;C;CANALISATION;150;AC;7.23;19.31;19.37
47.43265508, -0.48444345000000005;"{""coordinates"": [[-0.48452427, 47.43264607], [-0.48436263, 47.43266409]], ""type"": ""LineString""}";1578328;C;CANALISATION;300;BETON;12.36;19.5;19.37
47.432643825, -0.484780355;"{""coordinates"": [[-0.48503644, 47.43264158], [-0.48452427, 47.43264607]], ""type"": ""LineString""}";1578329;C;CANALISATION;300;BETON;38.63;19.75;19.5
47.432620165, -0.485223795;"{""coordinates"": [[-0.48541115, 47.43259875], [-0.48503644, 47.43264158]], ""type"": ""LineString""}";1578330;C;CANALISATION;300;BETON;28.67;20.14;19.75
47.432610444999995, -0.48543380999999997;"{""coordinates"": [[-0.48545647, 47.43262214], [-0.48541115, 47.43259875]], ""type"": ""LineString""}";1578331;C;CANALISATION;150;AC;4.3;20.31;20.31
47.432586725, -0.48546941;"{""coordinates"": [[-0.48552767, 47.4325747], [-0.48541115, 47.43259875]], ""type"": ""LineString""}";1578332;C;CANALISATION;200;BETON;9.18;20.19;20.14
47.43258572999999, -0.48545461500000003;"{""coordinates"": [[-0.48549808, 47.43257271], [-0.48541115, 47.43259875]], ""type"": ""LineString""}";1578333;C;CANALISATION;200;BETON;7.17;0;20.14
47.43257101, -0.48542478499999997;"{""coordinates"": [[-0.48543842, 47.43254327], [-0.48541115, 47.43259875]], ""type"": ""LineString""}";1578334;C;CANALISATION;150;AC;6.5;20.21;20.14
47.43255633, -0.4855307100000001;"{""coordinates"": [[-0.48553375, 47.43253796], [-0.48552767, 47.4325747]], ""type"": ""LineString""}";1578335;C;CANALISATION;200;PVC;4.12;0;20.19
47.432578985000006, -0.48554373999999995;"{""coordinates"": [[-0.48555981, 47.43258327], [-0.48552767, 47.4325747]], ""type"": ""LineString""}";1578336;C;CANALISATION;100;PVC;2.61;0;20.25
47.43256574, -0.48553511000000005;"{""coordinates"": [[-0.48554255, 47.43255678], [-0.48552767, 47.4325747]], ""type"": ""LineString""}";1578337;C;CANALISATION;100;PVC;2.29;20.52;20.22
47.432605155000005, -0.48554035000000006;"{""coordinates"": [[-0.48555303, 47.43263561], [-0.48552767, 47.4325747]], ""type"": ""LineString""}";1578338;C;CANALISATION;100;PVC;7.04;20.43;20.19
47.434496425, -0.485745925;"{""coordinates"": [[-0.48574549, 47.43425626], [-0.48574636, 47.43473659]], ""type"": ""LineString""}";1578339;C;CANALISATION;300;BETON;53.4;20.14;0
47.434253555, -0.48570251499999995;"{""coordinates"": [[-0.48565954, 47.43425085], [-0.48574549, 47.43425626]], ""type"": ""LineString""}";1578340;C;CANALISATION;300;BETON;6.51;20.34;20.29
47.4342398, -0.48574786;"{""coordinates"": [[-0.48575023, 47.43422334], [-0.48574549, 47.43425626]], ""type"": ""LineString""}";1578341;C;CANALISATION;300;BETON;3.68;0;20.14
47.43491952, -0.485760815;"{""coordinates"": [[-0.48575373, 47.43491978], [-0.4857679, 47.43491926]], ""type"": ""LineString""}";1578342;C;CANALISATION;200;BETON;1.06;19.99;0
47.434923405, -0.485711175;"{""coordinates"": [[-0.48566862, 47.43492703], [-0.48575373, 47.43491978]], ""type"": ""LineString""}";1578343;C;CANALISATION;200;BETON;6.47;20.1;20.05
47.434827925, -0.48575713;"{""coordinates"": [[-0.48574636, 47.43473659], [-0.4857679, 47.43491926]], ""type"": ""LineString""}";1578344;C;CANALISATION;300;BETON;20.37;0;0
47.435001545, -0.4857981799999999;"{""coordinates"": [[-0.4857679, 47.43491926], [-0.48582846, 47.43508383]], ""type"": ""LineString""}";1578345;C;CANALISATION;300;BETON;18.86;0;19.81
47.43520489000001, -0.48594157000000004;"{""coordinates"": [[-0.48605468, 47.43532595], [-0.48582846, 47.43508383]], ""type"": ""LineString""}";1578346;C;CANALISATION;300;BETON;31.87;19.91;19.81
47.43509175, -0.48578385999999996;"{""coordinates"": [[-0.48582846, 47.43508383], [-0.48573926, 47.43509967]], ""type"": ""LineString""}";1578347;C;CANALISATION;300;BETON;6.96;19.81;0
47.4351245, -0.48530012499999997;"{""coordinates"": [[-0.48531072, 47.43513935], [-0.48528953, 47.43510965]], ""type"": ""LineString""}";1578348;C;CANALISATION;300;BETON;3.67;19.6;19.5
47.435096795, -0.485278335;"{""coordinates"": [[-0.48528953, 47.43510965], [-0.48526714, 47.43508394]], ""type"": ""LineString""}";1578349;C;CANALISATION;300;BETON;3.32;19.5;0
47.435142049999996, -0.48550755999999995;"{""coordinates"": [[-0.4857044, 47.43514475], [-0.48531072, 47.43513935]], ""type"": ""LineString""}";1578350;C;CANALISATION;300;BETON;29.7;19.92;19.6
47.435153655, -0.48574194;"{""coordinates"": [[-0.48577948, 47.43516256], [-0.4857044, 47.43514475]], ""type"": ""LineString""}";1578351;C;CANALISATION;200;BETON;6;20.33;19.92
47.43515094999999, -0.48571814;"{""coordinates"": [[-0.48571638, 47.43515348], [-0.4857199, 47.43514842]], ""type"": ""LineString""}";1578352;C;CANALISATION;150;AC;0.62;20.17;0
47.43542708, -0.48615998000000005;"{""coordinates"": [[-0.48626528, 47.43552821], [-0.48605468, 47.43532595]], ""type"": ""LineString""}";1578353;C;CANALISATION;300;BETON;27.54;20.02;19.91
47.43532364, -0.486058175;"{""coordinates"": [[-0.48606167, 47.43532133], [-0.48605468, 47.43532595]], ""type"": ""LineString""}";1578354;C;CANALISATION;200;BETON;0.74;20.04;19.99
47.43532045, -0.48607873499999993;"{""coordinates"": [[-0.4860958, 47.43531957], [-0.48606167, 47.43532133]], ""type"": ""LineString""}";1578355;C;CANALISATION;250;BETON;2.59;19.97;20.03
47.43578223, -0.486482065;"{""coordinates"": [[-0.48648645, 47.43573987], [-0.48647768, 47.43582459]], ""type"": ""LineString""}";1578356;C;CANALISATION;200;BETON;9.44;19.98;20.03
47.435738619999995, -0.48650103499999997;"{""coordinates"": [[-0.48651562, 47.43573737], [-0.48648645, 47.43573987]], ""type"": ""LineString""}";1578357;C;CANALISATION;100;PVC;2.22;0;20.15
47.43590913, -0.48657619;"{""coordinates"": [[-0.48647768, 47.43582459], [-0.4866747, 47.43599367]], ""type"": ""LineString""}";1578358;C;CANALISATION;200;BETON;23.96;20.03;19.84
47.436051565, -0.48673138;"{""coordinates"": [[-0.48678806, 47.43610946], [-0.4866747, 47.43599367]], ""type"": ""LineString""}";1578359;C;CANALISATION;500;BETON;15.45;19.52;19.33
47.4359886, -0.48663535;"{""coordinates"": [[-0.4866747, 47.43599367], [-0.486596, 47.43598353]], ""type"": ""LineString""}";1578360;C;CANALISATION;500;BETON;6.05;19.33;19.35
47.436215995, -0.486818675;"{""coordinates"": [[-0.48684929, 47.43632253], [-0.48678806, 47.43610946]], ""type"": ""LineString""}";1578361;C;CANALISATION;500;BETON;24.14;19.69;19.52
47.436060899999994, -0.4869185750000001;"{""coordinates"": [[-0.48696779, 47.43606162], [-0.48686936, 47.43606018]], ""type"": ""LineString""}";1578362;C;CANALISATION;500;BETON;7.42;19.42;19.29
47.436057315, -0.48680182499999997;"{""coordinates"": [[-0.48686936, 47.43606018], [-0.48673429, 47.43605445]], ""type"": ""LineString""}";1578363;C;CANALISATION;500;BETON;10.22;19.29;0
47.4360489, -0.48683737;"{""coordinates"": [[-0.48680538, 47.43603762], [-0.48686936, 47.43606018]], ""type"": ""LineString""}";1578364;C;CANALISATION;300;BETON;5.44;0;19.82
47.436061814999995, -0.486973175;"{""coordinates"": [[-0.48697856, 47.43606201], [-0.48696779, 47.43606162]], ""type"": ""LineString""}";1578365;C;CANALISATION;250;BETON;0.81;19.83;19.78
47.436123505, -0.48697132;"{""coordinates"": [[-0.48697485, 47.43618539], [-0.48696779, 47.43606162]], ""type"": ""LineString""}";1578366;C;CANALISATION;400;BETON;13.77;19.58;19.42
47.4363016, -0.48696250500000005;"{""coordinates"": [[-0.48695016, 47.43641781], [-0.48697485, 47.43618539]], ""type"": ""LineString""}";1578367;C;CANALISATION;400;BETON;25.9;19.55;19.58
47.43642443, -0.48683374999999995;"{""coordinates"": [[-0.48681821, 47.43652633], [-0.48684929, 47.43632253]], ""type"": ""LineString""}";1578368;C;CANALISATION;500;BETON;22.78;19.69;19.69
47.436554655, -0.4869237149999999;"{""coordinates"": [[-0.48689727, 47.4366915], [-0.48695016, 47.43641781]], ""type"": ""LineString""}";1578369;C;CANALISATION;400;BETON;30.7;19.66;19.55
47.436418765, -0.48695872;"{""coordinates"": [[-0.48696728, 47.43641972], [-0.48695016, 47.43641781]], ""type"": ""LineString""}";1578370;C;CANALISATION;250;BETON;1.31;19.89;19.7
47.436664315, -0.48678692500000004;"{""coordinates"": [[-0.48675564, 47.4368023], [-0.48681821, 47.43652633]], ""type"": ""LineString""}";1578371;C;CANALISATION;500;BETON;31.04;19.74;19.69
47.436679515, -0.486885735;"{""coordinates"": [[-0.48687224, 47.43667812], [-0.48689923, 47.43668091]], ""type"": ""LineString""}";1578372;C;CANALISATION;250;BETON;2.06;20.15;0
47.436716880000006, -0.4868917;"{""coordinates"": [[-0.48688613, 47.43674226], [-0.48689727, 47.4366915]], ""type"": ""LineString""}";1578373;C;CANALISATION;250;BETON;5.7;0;19.66
47.43691003, -0.48675568;"{""coordinates"": [[-0.48675572, 47.43701776], [-0.48675564, 47.4368023]], ""type"": ""LineString""}";1578374;C;CANALISATION;500;BETON;23.96;19.87;19.74
47.436788289999996, -0.48675439;"{""coordinates"": [[-0.48675314, 47.43677428], [-0.48675564, 47.4368023]], ""type"": ""LineString""}";1578375;C;CANALISATION;100;PVC;3.12;0;20.42
47.43718522, -0.48679186;"{""coordinates"": [[-0.486828, 47.43735268], [-0.48675572, 47.43701776]], ""type"": ""LineString""}";1578376;C;CANALISATION;300;BETON;37.64;20.17;19.87
47.437053725, -0.48681096500000004;"{""coordinates"": [[-0.48686621, 47.43708969], [-0.48675572, 47.43701776]], ""type"": ""LineString""}";1578377;C;CANALISATION;500;BETON;11.55;19.9;19.87
47.437250815, -0.4869065150000001;"{""coordinates"": [[-0.48694682, 47.43741194], [-0.48686621, 47.43708969]], ""type"": ""LineString""}";1578378;C;CANALISATION;500;BETON;36.35;20.04;19.9
47.437085205, -0.48688058;"{""coordinates"": [[-0.48689495, 47.43708072], [-0.48686621, 47.43708969]], ""type"": ""LineString""}";1578379;C;CANALISATION;150;AC;2.38;0;20.24
47.437262195, -0.48680116;"{""coordinates"": [[-0.48679438, 47.43726501], [-0.48680794, 47.43725938]], ""type"": ""LineString""}";1578380;C;CANALISATION;250;BETON;1.2;20.1;0
47.437607959999994, -0.48688994499999994;"{""coordinates"": [[-0.48695189, 47.43786324], [-0.486828, 47.43735268]], ""type"": ""LineString""}";1578381;C;CANALISATION;250;BETON;57.52;20.46;20.17
47.43751983, -0.48697427;"{""coordinates"": [[-0.48700172, 47.43762772], [-0.48694682, 47.43741194]], ""type"": ""LineString""}";1578382;C;CANALISATION;500;BETON;24.34;20.25;20.04
47.437433139999996, -0.487197235;"{""coordinates"": [[-0.48744765, 47.43745434], [-0.48694682, 47.43741194]], ""type"": ""LineString""}";1578383;C;CANALISATION;315;PVC;38.06;20.45;20.13
47.437469415, -0.48749688;"{""coordinates"": [[-0.48754611, 47.43748449], [-0.48744765, 47.43745434]], ""type"": ""LineString""}";1578384;C;CANALISATION;315;PVC;8.15;20.42;20.45
47.437513085000006, -0.48755336;"{""coordinates"": [[-0.48756061, 47.43754168], [-0.48754611, 47.43748449]], ""type"": ""LineString""}";1578385;C;CANALISATION;315;PVC;6.45;20.42;20.42
47.43764535, -0.48758480000000004;"{""coordinates"": [[-0.48760899, 47.43774902], [-0.48756061, 47.43754168]], ""type"": ""LineString""}";1578386;C;CANALISATION;250;PVC;23.34;20.54;20.42
47.437569745000005, -0.487563115;"{""coordinates"": [[-0.48755918, 47.43757045], [-0.48756705, 47.43756904]], ""type"": ""LineString""}";1578387;C;CANALISATION;200;PVC;0.61;20.48;0
47.43790036, -0.48707317000000006;"{""coordinates"": [[-0.48714462, 47.438173], [-0.48700172, 47.43762772]], ""type"": ""LineString""}";1578388;C;CANALISATION;500;BETON;61.58;20.23;20.25
47.43812336, -0.48708442500000004;"{""coordinates"": [[-0.48704285, 47.43814501], [-0.487126, 47.43810171]], ""type"": ""LineString""}";1578389;C;CANALISATION;300;BETON;7.91;20.33;0
47.43817559, -0.487046915;"{""coordinates"": [[-0.48705098, 47.43820617], [-0.48704285, 47.43814501]], ""type"": ""LineString""}";1578390;C;CANALISATION;150;AC;6.82;20.57;20.42
47.438149415, -0.487029735;"{""coordinates"": [[-0.48701662, 47.43815382], [-0.48704285, 47.43814501]], ""type"": ""LineString""}";1578391;C;CANALISATION;100;PVC;2.2;0;20.42
47.438144875, -0.487026585;"{""coordinates"": [[-0.48701032, 47.43814474], [-0.48704285, 47.43814501]], ""type"": ""LineString""}";1578392;C;CANALISATION;125;PVC;2.45;0;20.42
47.436481415, -0.48378324;"{""coordinates"": [[-0.48377621, 47.43650576], [-0.48379027, 47.43645707]], ""type"": ""LineString""}";1578393;C;CANALISATION;400;BETON;5.51;0;19.26
47.436561585, -0.48390142499999994;"{""coordinates"": [[-0.48402664, 47.43661741], [-0.48377621, 47.43650576]], ""type"": ""LineString""}";1578394;C;CANALISATION;500;BETON;22.6;19.29;0
47.43686227, -0.48397436;"{""coordinates"": [[-0.48392208, 47.43710713], [-0.48402664, 47.43661741]], ""type"": ""LineString""}";1578395;C;CANALISATION;400;BETON;55.01;19.56;19.29
47.437138245, -0.484327415;"{""coordinates"": [[-0.48473275, 47.43716936], [-0.48392208, 47.43710713]], ""type"": ""LineString""}";1578396;C;CANALISATION;400;BETON;61.53;19.71;19.56
47.43711855, -0.48392110499999996;"{""coordinates"": [[-0.48392013, 47.43712997], [-0.48392208, 47.43710713]], ""type"": ""LineString""}";1578397;C;CANALISATION;100;PVC;2.55;0;19.61
47.437122380000005, -0.48424005;"{""coordinates"": [[-0.48426219, 47.43711496], [-0.48421791, 47.4371298]], ""type"": ""LineString""}";1578398;C;CANALISATION;125;PVC;3.73;20.74;0
47.437140235, -0.484479225;"{""coordinates"": [[-0.48448126, 47.43713076], [-0.48447719, 47.43714971]], ""type"": ""LineString""}";1578399;C;CANALISATION;200;PVC;2.13;20.85;0
47.437298825, -0.484715165;"{""coordinates"": [[-0.48469758, 47.43742829], [-0.48473275, 47.43716936]], ""type"": ""LineString""}";1578400;C;CANALISATION;400;BETON;28.9;19.91;19.71
47.437142945, -0.484729425;"{""coordinates"": [[-0.4847261, 47.43711653], [-0.48473275, 47.43716936]], ""type"": ""LineString""}";1578401;C;CANALISATION;100;PVC;5.9;0;20.81
47.437494285, -0.4846157850000001;"{""coordinates"": [[-0.48453399, 47.43756028], [-0.48469758, 47.43742829]], ""type"": ""LineString""}";1578402;C;CANALISATION;400;BETON;19.18;20.1;19.91
