Geo Point;Geo Shape;NUMERO;TYPE;TYPE_RES;DIAMETRE;MATERIAU;LONGUEUR;ZAMONT;ZAVAL
47.473717985, -0.5489571449999999;"{""coordinates"": [[-0.54892098, 47.47372729], [-0.54899331, 47.47370868]], ""type"": ""LineString""}";1513141;C;CANALISATION;150;AC;5.84;24.079;22.55
47.47366252499999, -0.54904932;"{""coordinates"": [[-0.54901716, 47.47362646], [-0.54908148, 47.47369859]], ""type"": ""LineString""}";1513142;C;CANALISATION;200;NC;9.36;23.385;0
47.473532000000006, -0.549196235;"{""coordinates"": [[-0.54920279, 47.47351685], [-0.54918968, 47.47354715]], ""type"": ""LineString""}";1513143;C;CANALISATION;200;NC;3.52;0;24.15
47.47389448, -0.548446965;"{""coordinates"": [[-0.54844182, 47.47389599], [-0.54845211, 47.47389297]], ""type"": ""LineString""}";1513144;C;CANALISATION;180;NC;0.85;23.79;23.17
47.473869175000004, -0.5486728249999999;"{""coordinates"": [[-0.54864616, 47.47388152], [-0.54869949, 47.47385683]], ""type"": ""LineString""}";1513145;C;CANALISATION;120;NC;4.87;23.84;23.742
47.47382938, -0.548763525;"{""coordinates"": [[-0.54869949, 47.47385683], [-0.54882756, 47.47380193]], ""type"": ""LineString""}";1513146;C;CANALISATION;120;NC;11.43;23.742;23.55
47.47355566, -0.54917199;"{""coordinates"": [[-0.5491543, 47.47356417], [-0.54918968, 47.47354715]], ""type"": ""LineString""}";1513147;C;CANALISATION;120;NC;3.26;0;24.12
47.473635724999994, -0.548998455;"{""coordinates"": [[-0.54897975, 47.47364499], [-0.54901716, 47.47362646]], ""type"": ""LineString""}";1513148;C;CANALISATION;150;AC;3.49;0;23.87
47.473624575, -0.54899645;"{""coordinates"": [[-0.54897574, 47.47362269], [-0.54901716, 47.47362646]], ""type"": ""LineString""}";1513149;C;CANALISATION;200;NC;3.15;0;23.385
47.473707015, -0.5488835000000001;"{""coordinates"": [[-0.54886948, 47.47369394], [-0.54889752, 47.47372009]], ""type"": ""LineString""}";1513150;C;CANALISATION;250;NC;3.59;22.95;0
47.473965039999996, -0.548494845;"{""coordinates"": [[-0.5484757, 47.47394384], [-0.54851399, 47.47398624]], ""type"": ""LineString""}";1513151;DALOT;CANALISATION;0;NC;5.53;21.009;0
47.474305635, -0.548775715;"{""coordinates"": [[-0.54875596, 47.47431412], [-0.54879547, 47.47429715]], ""type"": ""LineString""}";1513152;DALOT;CANALISATION;0;NC;3.52;20.65;0
47.474918265, -0.549543455;"{""coordinates"": [[-0.54953353, 47.47492375], [-0.54955338, 47.47491278]], ""type"": ""LineString""}";1513153;C;CANALISATION;300;NC;1.93;19.655;19.49
47.47473987, -0.549394805;"{""coordinates"": [[-0.54938401, 47.47472341], [-0.5494056, 47.47475633]], ""type"": ""LineString""}";1513154;C;CANALISATION;300;NC;4.01;19.988;19.71
47.475086255, -0.549728795;"{""coordinates"": [[-0.54970519, 47.47509765], [-0.5497524, 47.47507486]], ""type"": ""LineString""}";1513155;DALOT;CANALISATION;0;NC;3.34;0;0
47.474997134999995, -0.54997729;"{""coordinates"": [[-0.5499311, 47.47501643], [-0.55002348, 47.47497784]], ""type"": ""LineString""}";1513156;DALOT;CANALISATION;0;NC;8.18;0;0
47.474696905, -0.55069574;"{""coordinates"": [[-0.55064516, 47.47471804], [-0.55074632, 47.47467577]], ""type"": ""LineString""}";1513157;OVOIDE;CANALISATION;0;BETON;8.95;0;17.24
47.474210485, -0.551196935;"{""coordinates"": [[-0.55119179, 47.47421402], [-0.55120208, 47.47420695]], ""type"": ""LineString""}";1513158;C;CANALISATION;150;AC;1.1;20.541;0
47.47414482, -0.551110005;"{""coordinates"": [[-0.55110182, 47.47414953], [-0.55111819, 47.47414011]], ""type"": ""LineString""}";1513159;C;CANALISATION;150;AC;1.62;20.338;0
47.473987895, -0.5508927299999999;"{""coordinates"": [[-0.55088477, 47.47399395], [-0.55090069, 47.47398184]], ""type"": ""LineString""}";1513160;C;CANALISATION;150;AC;1.8;20.175;0
47.473848315, -0.55069561;"{""coordinates"": [[-0.55068771, 47.47385333], [-0.55070351, 47.4738433]], ""type"": ""LineString""}";1513161;C;CANALISATION;300;NC;1.63;19.544;0
47.47396848, -0.5508419;"{""coordinates"": [[-0.55082177, 47.47398319], [-0.55086203, 47.47395377]], ""type"": ""LineString""}";1513162;C;CANALISATION;150;AC;4.46;0;18.663
47.473953449999996, -0.5508914899999999;"{""coordinates"": [[-0.55092095, 47.47395313], [-0.55086203, 47.47395377]], ""type"": ""LineString""}";1513163;C;CANALISATION;300;NC;4.44;0;18.663
47.4744407, -0.551819785;"{""coordinates"": [[-0.55209651, 47.47439347], [-0.55154306, 47.47448793]], ""type"": ""LineString""}";1513164;DALOT;CANALISATION;0;NC;43.02;19.627;17.52
47.474396854999995, -0.552109355;"{""coordinates"": [[-0.5521222, 47.47440024], [-0.55209651, 47.47439347]], ""type"": ""LineString""}";1513165;C;CANALISATION;300;NC;2.08;19.904;19.63
47.47444368, -0.55214144;"{""coordinates"": [[-0.55216068, 47.47448712], [-0.5521222, 47.47440024]], ""type"": ""LineString""}";1513166;C;CANALISATION;300;NC;10.08;20.262;19.904
47.47437599, -0.552209485;"{""coordinates"": [[-0.55232246, 47.47435851], [-0.55209651, 47.47439347]], ""type"": ""LineString""}";1513167;C;CANALISATION;400;NC;17.47;19.995;19.63
47.474505715, -0.552167835;"{""coordinates"": [[-0.55217499, 47.47452431], [-0.55216068, 47.47448712]], ""type"": ""LineString""}";1513168;C;CANALISATION;200;NC;4.28;0;20.59
47.47449799999999, -0.552205035;"{""coordinates"": [[-0.55224939, 47.47450888], [-0.55216068, 47.47448712]], ""type"": ""LineString""}";1513169;C;CANALISATION;200;NC;7.12;0;20.55
47.474407745, -0.552100655;"{""coordinates"": [[-0.5521048, 47.47442202], [-0.55209651, 47.47439347]], ""type"": ""LineString""}";1513170;C;CANALISATION;200;NC;3.23;0;19.63
47.47481399721414, -0.5527849576879709;"{""coordinates"": [[-0.55297677, 47.47472727], [-0.55290978, 47.47478201], [-0.55281308, 47.47480956], [-0.55258021, 47.47487597]], ""type"": ""LineString""}";1513171;C;CANALISATION;300;NC;34.86;;
47.4750082, -0.552040035;"{""coordinates"": [[-0.55238157, 47.47492422], [-0.5516985, 47.47509218]], ""type"": ""LineString""}";1513172;C;CANALISATION;300;NC;54.78;18.092;17.78
47.47550398, -0.552089485;"{""coordinates"": [[-0.55208132, 47.47549811], [-0.55209765, 47.47550985]], ""type"": ""LineString""}";1513173;NC;CANALISATION;0;NC;1.8;0;0
47.475817435, -0.55250583;"{""coordinates"": [[-0.55240651, 47.47574337], [-0.55260515, 47.4758915]], ""type"": ""LineString""}";1513174;OVOIDE;CANALISATION;0;NC;22.26;15.08;0
47.47673948, -0.5536874;"{""coordinates"": [[-0.55364755, 47.47674237], [-0.55372725, 47.47673659]], ""type"": ""LineString""}";1513175;C;CANALISATION;200;NC;6.04;20.246;20.01
47.476551095, -0.553860655;"{""coordinates"": [[-0.55399406, 47.4763656], [-0.55372725, 47.47673659]], ""type"": ""LineString""}";1513176;OVOIDE;CANALISATION;400;BETON;45.88;18.103;17.88
47.476334905, -0.553987885;"{""coordinates"": [[-0.55398171, 47.47630421], [-0.55399406, 47.4763656]], ""type"": ""LineString""}";1513177;C;CANALISATION;200;NC;6.89;19.86;19.29
47.476915225, -0.553585615;"{""coordinates"": [[-0.55344398, 47.47709386], [-0.55372725, 47.47673659]], ""type"": ""LineString""}";1513178;OVOIDE;CANALISATION;300;BETON;45.09;19.536;19.24
47.4770869, -0.5534170199999999;"{""coordinates"": [[-0.55339006, 47.47707994], [-0.55344398, 47.47709386]], ""type"": ""LineString""}";1513179;C;CANALISATION;200;NC;4.35;20.44;19.536
47.477138705, -0.55344957;"{""coordinates"": [[-0.55345516, 47.47718355], [-0.55344398, 47.47709386]], ""type"": ""LineString""}";1513180;C;CANALISATION;200;NC;10.01;20.54;19.536
47.477379395, -0.554044615;"{""coordinates"": [[-0.5539666, 47.47736176], [-0.55412263, 47.47739703]], ""type"": ""LineString""}";1513181;C;CANALISATION;400;NC;12.39;0;13.753
47.47707930710527, -0.5541929385345038;"{""coordinates"": [[-0.55412823, 47.47701859], [-0.55422857, 47.4771168], [-0.5542649, 47.47712775]], ""type"": ""LineString""}";1513182;C;CANALISATION;0;NC;16.28;0;0
47.476944495, -0.552697275;"{""coordinates"": [[-0.55269166, 47.47694989], [-0.55270289, 47.4769391]], ""type"": ""LineString""}";1513183;C;CANALISATION;180;NC;1.47;19.94;19.881
47.476919815, -0.552720925;"{""coordinates"": [[-0.55270289, 47.4769391], [-0.55273896, 47.47690053]], ""type"": ""LineString""}";1513184;C;CANALISATION;200;NC;5.08;19.881;19.66
47.476897345, -0.5527416;"{""coordinates"": [[-0.55273896, 47.47690053], [-0.55274424, 47.47689416]], ""type"": ""LineString""}";1513185;C;CANALISATION;200;NC;0.82;19.66;0
47.476423975, -0.5533055;"{""coordinates"": [[-0.55317448, 47.47632374], [-0.55343652, 47.47652421]], ""type"": ""LineString""}";1513186;OVOIDE;CANALISATION;0;NC;29.78;14.434;19.548
47.47616267, -0.55215415;"{""coordinates"": [[-0.55217296, 47.47617681], [-0.55213534, 47.47614853]], ""type"": ""LineString""}";1513187;C;CANALISATION;0;NC;4.23;18.62;0
47.475988055, -0.552544275;"{""coordinates"": [[-0.55260845, 47.4760361], [-0.5524801, 47.47594001]], ""type"": ""LineString""}";1513188;C;CANALISATION;300;NC;14.41;0;18.1
47.47596515, -0.552472155;"{""coordinates"": [[-0.55246421, 47.47599029], [-0.5524801, 47.47594001]], ""type"": ""LineString""}";1513189;C;CANALISATION;120;NC;5.71;0;18.66
47.47594837, -0.55250842;"{""coordinates"": [[-0.55253674, 47.47595673], [-0.5524801, 47.47594001]], ""type"": ""LineString""}";1513190;C;CANALISATION;180;NC;4.66;18.608;18.57
47.475972185, -0.5527703150000001;"{""coordinates"": [[-0.55277032, 47.47599213], [-0.55277031, 47.47595224]], ""type"": ""LineString""}";1513191;C;CANALISATION;200;NC;4.44;19.58;16.077
47.476338955, -0.5531672000000001;"{""coordinates"": [[-0.55315992, 47.47635417], [-0.55317448, 47.47632374]], ""type"": ""LineString""}";1513192;C;CANALISATION;200;NC;3.56;0;19.22
47.47631321312751, -0.5531405974989491;"{""coordinates"": [[-0.5531082, 47.4763157], [-0.55312447, 47.47630484], [-0.55317448, 47.47632374]], ""type"": ""LineString""}";1513193;C;CANALISATION;300;NC;6.04;0;18.82
47.476284359999994, -0.5531813400000001;"{""coordinates"": [[-0.5531882, 47.47624498], [-0.55317448, 47.47632374]], ""type"": ""LineString""}";1513194;C;CANALISATION;200;NC;8.81;0;18.76
47.475223155, -0.553675125;"{""coordinates"": [[-0.55367592, 47.47520422], [-0.55367433, 47.47524209]], ""type"": ""LineString""}";1513195;C;CANALISATION;200;NC;4.21;19.006;18.08
47.475559595, -0.553123655;"{""coordinates"": [[-0.55311321, 47.4755474], [-0.5531341, 47.47557179]], ""type"": ""LineString""}";1513196;C;CANALISATION;200;NC;3.14;18.964;18.56
47.47553285499999, -0.55311921;"{""coordinates"": [[-0.55310432, 47.47549392], [-0.5531341, 47.47557179]], ""type"": ""LineString""}";1513197;C;CANALISATION;300;NC;8.95;0;17.93
47.475703465, -0.5523866449999999;"{""coordinates"": [[-0.55236678, 47.47566356], [-0.55240651, 47.47574337]], ""type"": ""LineString""}";1513198;C;CANALISATION;300;NC;9.36;19.36;0
47.475543055, -0.5521231799999999;"{""coordinates"": [[-0.55211416, 47.47555013], [-0.5521322, 47.47553598]], ""type"": ""LineString""}";1513199;C;CANALISATION;200;NC;2.08;19.272;0
47.475137544999995, -0.5515892499999999;"{""coordinates"": [[-0.55158564, 47.47513419], [-0.55159286, 47.4751409]], ""type"": ""LineString""}";1513203;OVOIDE;CANALISATION;0;NC;0.92;0;0
47.475354659999994, -0.5512007800000001;"{""coordinates"": [[-0.55117781, 47.47534285], [-0.55122375, 47.47536647]], ""type"": ""LineString""}";1513206;C;CANALISATION;300;NC;4.35;18.962;18.72
47.475372995, -0.551231025;"{""coordinates"": [[-0.5512383, 47.47537952], [-0.55122375, 47.47536647]], ""type"": ""LineString""}";1513207;C;CANALISATION;300;NC;1.82;18.78;18.72
47.47530560999999, -0.55134186;"{""coordinates"": [[-0.55134999, 47.47531198], [-0.55133373, 47.47529924]], ""type"": ""LineString""}";1513208;C;CANALISATION;300;NC;1.87;18.832;0
47.47471720500001, -0.5514058749999999;"{""coordinates"": [[-0.55135002, 47.47455428], [-0.55146173, 47.47488013]], ""type"": ""LineString""}";1513209;OVOIDE;CANALISATION;0;NC;34.84;0;0
47.47548792, -0.552067225;"{""coordinates"": [[-0.55205313, 47.47547773], [-0.55208132, 47.47549811]], ""type"": ""LineString""}";1513210;OVOIDE;CANALISATION;0;NC;3.1;0;0
47.475502635, -0.55201469;"{""coordinates"": [[-0.55197625, 47.47552754], [-0.55205313, 47.47547773]], ""type"": ""LineString""}";1513211;DALOT;CANALISATION;0;NC;8.01;0;0
47.47531070984334, -0.5518218621739275;"{""coordinates"": [[-0.55159286, 47.4751409], [-0.55161761, 47.47516346], [-0.55205313, 47.47547773]], ""type"": ""LineString""}";1513212;OVOIDE;CANALISATION;0;NC;51.07;0;0
47.47583181000001, -0.55272347;"{""coordinates"": [[-0.55273227, 47.47583834], [-0.55271467, 47.47582528]], ""type"": ""LineString""}";1513213;C;CANALISATION;0;NC;1.97;18.494;0
47.47571585, -0.55291472;"{""coordinates"": [[-0.55292229, 47.47572273], [-0.55290715, 47.47570897]], ""type"": ""LineString""}";1513214;C;CANALISATION;0;NC;1.91;18.533;0
47.47554980500001, -0.553188675;"{""coordinates"": [[-0.55319744, 47.47555579], [-0.55317991, 47.47554382]], ""type"": ""LineString""}";1513215;C;CANALISATION;0;NC;1.87;18.313;0
47.4753827, -0.553464815;"{""coordinates"": [[-0.55347297, 47.47539046], [-0.55345666, 47.47537494]], ""type"": ""LineString""}";1513216;C;CANALISATION;0;NC;2.12;18.388;0
47.475773939999996, -0.5544445;"{""coordinates"": [[-0.55447928, 47.47572614], [-0.55440972, 47.47582174]], ""type"": ""LineString""}";1513217;OVOIDE;CANALISATION;200;PVC;11.85;18.929;18.81
47.47565987, -0.55449377;"{""coordinates"": [[-0.55450826, 47.4755936], [-0.55447928, 47.47572614]], ""type"": ""LineString""}";1513218;OVOIDE;CANALISATION;250;PVC;14.9;0;19.1
47.475714124999996, -0.554528745;"{""coordinates"": [[-0.55457821, 47.47570211], [-0.55447928, 47.47572614]], ""type"": ""LineString""}";1513219;C;CANALISATION;300;PVC;7.92;19.843;19.2
47.47571851, -0.554456525;"{""coordinates"": [[-0.55443377, 47.47571088], [-0.55447928, 47.47572614]], ""type"": ""LineString""}";1513220;C;CANALISATION;300;PVC;3.83;19.49;19.18
47.476490245, -0.5545313199999999;"{""coordinates"": [[-0.55447619, 47.47646727], [-0.55458645, 47.47651322]], ""type"": ""LineString""}";1513221;C;CANALISATION;500;NC;9.45;14.758;14.758
47.476530945, -0.55463671;"{""coordinates"": [[-0.55458645, 47.47651322], [-0.55468697, 47.47654867]], ""type"": ""LineString""}";1513222;C;CANALISATION;500;NC;8.83;14.758;13.95
47.475841595000006, -0.552736275;"{""coordinates"": [[-0.55274028, 47.47584485], [-0.55273227, 47.47583834]], ""type"": ""LineString""}";1513223;C;CANALISATION;0;NC;0.94;0;0
47.475725600000004, -0.5529256650000001;"{""coordinates"": [[-0.55292904, 47.47572847], [-0.55292229, 47.47572273]], ""type"": ""LineString""}";1513224;C;CANALISATION;0;NC;0.82;0;0
47.475558705, -0.553200825;"{""coordinates"": [[-0.55320421, 47.47556162], [-0.55319744, 47.47555579]], ""type"": ""LineString""}";1513225;C;CANALISATION;0;NC;0.82;0;0
47.475393545, -0.553476695;"{""coordinates"": [[-0.55348042, 47.47539663], [-0.55347297, 47.47539046]], ""type"": ""LineString""}";1513226;C;CANALISATION;0;NC;0.89;0;0
47.47524939, -0.553710615;"{""coordinates"": [[-0.55371473, 47.47525228], [-0.5537065, 47.4752465]], ""type"": ""LineString""}";1513227;C;CANALISATION;150;AC;0.89;0;18.4
47.475244294999996, -0.5536904149999999;"{""coordinates"": [[-0.5537065, 47.4752465], [-0.55367433, 47.47524209]], ""type"": ""LineString""}";1513228;C;CANALISATION;150;AC;2.48;18.4;0
47.47520976, -0.55358963;"{""coordinates"": [[-0.55364616, 47.47512878], [-0.5535331, 47.47529074]], ""type"": ""LineString""}";1513229;C;CANALISATION;200;NC;19.91;18.97;18.9
47.473696145, -0.5475684999999999;"{""coordinates"": [[-0.54759295, 47.47365762], [-0.54754405, 47.47373467]], ""type"": ""LineString""}";1513230;C;CANALISATION;300;NC;9.33;26.81;26.256
47.47376349499999, -0.547508525;"{""coordinates"": [[-0.547473, 47.47379232], [-0.54754405, 47.47373467]], ""type"": ""LineString""}";1513231;C;CANALISATION;300;NC;8.35;26.854;26.256
47.47593593, -0.55056939;"{""coordinates"": [[-0.55057509, 47.47593179], [-0.55056369, 47.47594007]], ""type"": ""LineString""}";1513232;C;CANALISATION;125;NC;1.26;0;19.61
47.47593338500001, -0.55056291;"{""coordinates"": [[-0.55056213, 47.4759267], [-0.55056369, 47.47594007]], ""type"": ""LineString""}";1513233;C;CANALISATION;125;NC;1.49;0;19.61
47.47329926, -0.5460158900000001;"{""coordinates"": [[-0.54595855, 47.47327383], [-0.54607323, 47.47332469]], ""type"": ""LineString""}";1513234;C;CANALISATION;150;AC;10.33;34.349;33.62
47.47328447, -0.5473768450000001;"{""coordinates"": [[-0.54686773, 47.47340933], [-0.54788596, 47.47315961]], ""type"": ""LineString""}";1513235;NC;CANALISATION;0;NC;81.62;0;26.85
47.47334685, -0.5460656150000001;"{""coordinates"": [[-0.54607323, 47.47332469], [-0.546058, 47.47336901]], ""type"": ""LineString""}";1513236;C;CANALISATION;150;AC;5.06;32.528;0
47.473395725, -0.54684597;"{""coordinates"": [[-0.54682421, 47.47338212], [-0.54686773, 47.47340933]], ""type"": ""LineString""}";1513237;NC;CANALISATION;0;NC;4.46;29.941;0
47.473474505, -0.5468360299999999;"{""coordinates"": [[-0.54680433, 47.47353968], [-0.54686773, 47.47340933]], ""type"": ""LineString""}";1513238;DALOT;CANALISATION;0;NC;15.26;30.221;0
47.47354902, -0.546797715;"{""coordinates"": [[-0.5467911, 47.47355836], [-0.54680433, 47.47353968]], ""type"": ""LineString""}";1513239;C;CANALISATION;150;AC;2.31;0;0
47.473544375, -0.54678472;"{""coordinates"": [[-0.54676511, 47.47354907], [-0.54680433, 47.47353968]], ""type"": ""LineString""}";1513240;C;CANALISATION;150;AC;3.13;0;30.71
47.473224095, -0.54598451;"{""coordinates"": [[-0.54601047, 47.47317436], [-0.54595855, 47.47327383]], ""type"": ""LineString""}";1513241;C;CANALISATION;150;AC;11.73;34.81;34.349
47.47336453500001, -0.5460087650000001;"{""coordinates"": [[-0.54595953, 47.47336006], [-0.546058, 47.47336901]], ""type"": ""LineString""}";1513242;DALOT;CANALISATION;0;NC;7.48;0;0
47.473261905, -0.5495042699999999;"{""coordinates"": [[-0.5494836, 47.47325367], [-0.54952494, 47.47327014]], ""type"": ""LineString""}";1513243;C;CANALISATION;0;NC;3.61;0;0
47.47314482, -0.54856796;"{""coordinates"": [[-0.54856821, 47.47315053], [-0.54856771, 47.47313911]], ""type"": ""LineString""}";1513244;C;CANALISATION;250;NC;1.27;27.133;0
47.47331212917047, -0.5496138956051733;"{""coordinates"": [[-0.54952494, 47.47327014], [-0.54955523, 47.47328226], [-0.54970188, 47.47335627]], ""type"": ""LineString""}";1513245;DALOT;CANALISATION;0;NC;16.43;0;0
47.47406439, -0.56240237;"{""coordinates"": [[-0.56250633, 47.47413128], [-0.56229841, 47.4739975]], ""type"": ""LineString""}";1513246;C;CANALISATION;600;BETON;21.6;19.67;17.17
47.47451041, -0.56150944;"{""coordinates"": [[-0.56162968, 47.47457648], [-0.5613892, 47.47444434]], ""type"": ""LineString""}";1513247;C;CANALISATION;300;BETON;23.33;18.474;0
47.47402211, -0.55995773;"{""coordinates"": [[-0.55979452, 47.47414001], [-0.56012094, 47.47390421]], ""type"": ""LineString""}";1513248;C;CANALISATION;400;BETON;35.96;18.442;18.19
47.473829165, -0.56060396;"{""coordinates"": [[-0.56041832, 47.4736928], [-0.5607896, 47.47396553]], ""type"": ""LineString""}";1513249;C;CANALISATION;600;BETON;41.26;17.736;17.42
47.473991215, -0.56082393;"{""coordinates"": [[-0.5607896, 47.47396553], [-0.56085826, 47.4740169]], ""type"": ""LineString""}";1513250;C;CANALISATION;600;BETON;7.7;17.418;17.464
47.47404406, -0.560897135;"{""coordinates"": [[-0.56085826, 47.4740169], [-0.56093601, 47.47407122]], ""type"": ""LineString""}";1513251;C;CANALISATION;600;BETON;8.43;17.67;17.22
47.4742456, -0.561185295;"{""coordinates"": [[-0.56093601, 47.47407122], [-0.56143458, 47.47441998]], ""type"": ""LineString""}";1513252;C;CANALISATION;600;BETON;53.99;17.216;0
47.473948, -0.560194465;"{""coordinates"": [[-0.56026799, 47.47399179], [-0.56012094, 47.47390421]], ""type"": ""LineString""}";1513253;C;CANALISATION;400;BETON;14.76;0;18.19
47.473329615, -0.562803385;"{""coordinates"": [[-0.56291358, 47.47328367], [-0.56269319, 47.47337556]], ""type"": ""LineString""}";1513254;C;CANALISATION;300;BETON;19.5;0;18.315
47.47344058, -0.56254264;"{""coordinates"": [[-0.56269319, 47.47337556], [-0.56239209, 47.4735056]], ""type"": ""LineString""}";1513255;C;CANALISATION;300;BETON;26.91;18.315;18.25
47.473491735, -0.56237881;"{""coordinates"": [[-0.56236553, 47.47347787], [-0.56239209, 47.4735056]], ""type"": ""LineString""}";1513256;C;CANALISATION;315;PVC;3.68;0;18.25
47.472820835, -0.561692885;"{""coordinates"": [[-0.56174405, 47.47286099], [-0.56164172, 47.47278068]], ""type"": ""LineString""}";1513257;C;CANALISATION;315;PVC;11.8;19.32;19.279
47.472341375, -0.5610867500000001;"{""coordinates"": [[-0.56107799, 47.47237514], [-0.56109551, 47.47230761]], ""type"": ""LineString""}";1513258;C;CANALISATION;300;NC;7.63;0;18.6
47.472284, -0.56111796;"{""coordinates"": [[-0.56109551, 47.47230761], [-0.56114041, 47.47226039]], ""type"": ""LineString""}";1513259;C;CANALISATION;400;BETON;6.25;18.599;18.32
47.472237205, -0.56109231;"{""coordinates"": [[-0.56114041, 47.47226039], [-0.56104421, 47.47221402]], ""type"": ""LineString""}";1513260;C;CANALISATION;315;PVC;8.9;18.322;16.06
47.47233606000001, -0.5611261700000001;"{""coordinates"": [[-0.56115683, 47.47236451], [-0.56109551, 47.47230761]], ""type"": ""LineString""}";1513261;C;CANALISATION;300;BETON;7.83;0;18.6
47.472616785, -0.56139553;"{""coordinates"": [[-0.56138057, 47.47261945], [-0.56141049, 47.47261412]], ""type"": ""LineString""}";1513262;C;CANALISATION;150;AC;2.33;19.4;0
47.472460405, -0.56117309;"{""coordinates"": [[-0.5611546, 47.4724639], [-0.56119158, 47.47245691]], ""type"": ""LineString""}";1513263;C;CANALISATION;250;BETON;2.9;19.2;0
47.472740395, -0.561585895;"{""coordinates"": [[-0.56164172, 47.47278068], [-0.56153007, 47.47270011]], ""type"": ""LineString""}";1513264;C;CANALISATION;315;PVC;12.29;19.279;0
47.472391795, -0.561082495;"{""coordinates"": [[-0.561087, 47.47240845], [-0.56107799, 47.47237514]], ""type"": ""LineString""}";1513265;C;CANALISATION;300;NC;3.76;18.926;0
47.47296177, -0.562286135;"{""coordinates"": [[-0.5621454, 47.47296827], [-0.56242687, 47.47295527]], ""type"": ""LineString""}";1513266;C;CANALISATION;300;BETON;21.26;19.734;18.66
47.473116565, -0.562367375;"{""coordinates"": [[-0.56236196, 47.47311601], [-0.56237279, 47.47311712]], ""type"": ""LineString""}";1513267;C;CANALISATION;100;NC;0.82;20.12;0
47.472786985, -0.562749165;"{""coordinates"": [[-0.56277238, 47.47281234], [-0.56272595, 47.47276163]], ""type"": ""LineString""}";1513268;C;CANALISATION;0;NC;6.64;19.238;0
47.47301323074693, -0.5625420049332046;"{""coordinates"": [[-0.56261392, 47.47298011], [-0.56253518, 47.4730317], [-0.56246465, 47.47301371]], ""type"": ""LineString""}";1513269;C;CANALISATION;200;PVC;13.93;0;19.679
47.472879695, -0.5601128449999999;"{""coordinates"": [[-0.56010575, 47.47287388], [-0.56011994, 47.47288551]], ""type"": ""LineString""}";1513270;C;CANALISATION;120;NC;1.68;19.684;0
47.47310166433987, -0.5624273872862459;"{""coordinates"": [[-0.56245762, 47.47308704], [-0.56242005, 47.47311089], [-0.56239566, 47.47310165]], ""type"": ""LineString""}";1513271;C;CANALISATION;0;NC;5.98;0;0
47.473806225000004, -0.5627444749999999;"{""coordinates"": [[-0.5627369, 47.47379525], [-0.56275205, 47.4738172]], ""type"": ""LineString""}";1513272;DALOT;CANALISATION;0;NC;2.7;17.533;0
47.473800485000005, -0.5626357900000001;"{""coordinates"": [[-0.56261136, 47.47381047], [-0.56266022, 47.4737905]], ""type"": ""LineString""}";1513273;C;CANALISATION;0;NC;4.3;19.04;0
47.473657395000004, -0.560500805;"{""coordinates"": [[-0.56051108, 47.47366608], [-0.56049053, 47.47364871]], ""type"": ""LineString""}";1513274;C;CANALISATION;0;NC;2.83;18.535;0
47.473641805, -0.56047506;"{""coordinates"": [[-0.56045959, 47.4736349], [-0.56049053, 47.47364871]], ""type"": ""LineString""}";1513275;C;CANALISATION;0;NC;2.38;18.462;0
47.473670755, -0.5604544250000001;"{""coordinates"": [[-0.56049053, 47.47364871], [-0.56041832, 47.4736928]], ""type"": ""LineString""}";1513276;C;CANALISATION;300;BETON;6.79;0;17.74
47.473751695000004, -0.560361245;"{""coordinates"": [[-0.56037478, 47.47376042], [-0.56034771, 47.47374297]], ""type"": ""LineString""}";1513277;C;CANALISATION;200;NC;2.81;18.427;0
47.473901415, -0.560103555;"{""coordinates"": [[-0.56008617, 47.47389862], [-0.56012094, 47.47390421]], ""type"": ""LineString""}";1513278;DALOT;CANALISATION;0;NC;2.7;18.945;18.19
47.474156345, -0.55979475;"{""coordinates"": [[-0.55979498, 47.47417268], [-0.55979452, 47.47414001]], ""type"": ""LineString""}";1513279;C;CANALISATION;125;PVC;3.63;18.98;18.442
47.473916805, -0.560925645;"{""coordinates"": [[-0.5609162, 47.47391849], [-0.56093509, 47.47391512]], ""type"": ""LineString""}";1513280;C;CANALISATION;300;BETON;1.48;19.21;19.21
47.47479215865034, -0.5608225932949736;"{""coordinates"": [[-0.56073998, 47.47482137], [-0.56077899, 47.47478722], [-0.56091449, 47.47478781]], ""type"": ""LineString""}";1513281;C;CANALISATION;0;NC;15.01;19.65;0
47.474841104999996, -0.5609995400000001;"{""coordinates"": [[-0.56099986, 47.47485082], [-0.56099922, 47.47483139]], ""type"": ""LineString""}";1513282;C;CANALISATION;0;NC;2.15;19.989;0
47.47466062, -0.561570115;"{""coordinates"": [[-0.5615815, 47.47466801], [-0.56155873, 47.47465323]], ""type"": ""LineString""}";1513283;C;CANALISATION;150;AC;2.37;19.543;0
47.474722310000004, -0.561804805;"{""coordinates"": [[-0.56180109, 47.47472436], [-0.56180852, 47.47472026]], ""type"": ""LineString""}";1513284;C;CANALISATION;300;NC;0.72;0;19.438
47.474377955, -0.56220727;"{""coordinates"": [[-0.56216075, 47.47442387], [-0.56225379, 47.47433204]], ""type"": ""LineString""}";1513285;C;CANALISATION;120;PVC;12.39;19.501;0
47.47414422, -0.562460585;"{""coordinates"": [[-0.56241484, 47.47415716], [-0.56250633, 47.47413128]], ""type"": ""LineString""}";1513286;C;CANALISATION;300;BETON;7.47;19.878;19.67
