Geo Point;Geo Shape;GID;DIAMETRE;MATERIAU;DATEPOSE;RADIER;ZSURF;EXPLOIT;NUMERO
47.4779418914, -0.6087909582;"{""coordinates"": [-0.6087909582, 47.4779418914, 0], ""type"": ""Point""}";1433;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;35070
47.5659079428, -0.6067994104;"{""coordinates"": [-0.6067994104, 47.5659079428], ""type"": ""Point""}";1439;1000;BETON;1988-03-01;32.05;33.62;ANGERS LOIRE METROPOLE;35076
47.456965211, -0.605653319;"{""coordinates"": [-0.605653319, 47.456965211], ""type"": ""Point""}";1440;1000;BETON;1997-09-01;50.95;52.71;ANGERS LOIRE METROPOLE;35079
47.4267745277, -0.5502171898;"{""coordinates"": [-0.5502171898, 47.4267745277], ""type"": ""Point""}";1635;1000;BETON;1950-01-01;21.81;22.96;ANGERS LOIRE METROPOLE;35289
47.4570903454, -0.5221846357;"{""coordinates"": [-0.5221846357, 47.4570903454], ""type"": ""Point""}";1637;1000;BETON;1969-01-01;36.59;39.14;ANGERS LOIRE METROPOLE;35292
47.4342385877, -0.4961828443;"{""coordinates"": [-0.4961828443, 47.4342385877, 19.92], ""type"": ""Point""}";1210;1000;BETON;1990-10-01;19.1;19.92;Inconnu;34829
47.4746123304, -0.5228215932;"{""coordinates"": [-0.5228215932, 47.4746123304], ""type"": ""Point""}";1212;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;34831
47.4431034556, -0.4821109269;"{""coordinates"": [-0.4821109269, 47.4431034556, 0], ""type"": ""Point""}";415;1000;BETON;1982-08-01;19.62;20.87;ANGERS LOIRE METROPOLE;33972
47.4751008526, -0.5515747771;"{""coordinates"": [-0.5515747771, 47.4751008526], ""type"": ""Point""}";416;1000;BETON;1978-05-01;18.38;19.97;ANGERS LOIRE METROPOLE;33973
47.5324856087, -0.6243801622;"{""coordinates"": [-0.6243801622, 47.5324856087, 0], ""type"": ""Point""}";522;1000;BETON;1983-11-01;65.29;66.93;ANGERS LOIRE METROPOLE;34084
47.4656270486, -0.5570820213;"{""coordinates"": [-0.5570820213, 47.4656270486, 0], ""type"": ""Point""}";530;1000;BETON;2000-01-01;39.43;41.17;ANGERS LOIRE METROPOLE;34092
47.4619701863, -0.5483982154;"{""coordinates"": [-0.5483982154, 47.4619701863, 0], ""type"": ""Point""}";913;1000;BETON;2006-08-01;38.1;39.49;ANGERS LOIRE METROPOLE;34510
47.5739446788, -0.5964743299;"{""coordinates"": [-0.5964743299, 47.5739446788], ""type"": ""Point""}";1676;1000;BETON;2016-01-01;48.43;50.52;ANGERS LOIRE METROPOLE;35336
47.4380487887, -0.6123801415;"{""coordinates"": [-0.6123801415, 47.4380487887, 0], ""type"": ""Point""}";1677;1000;BETON;1990-01-01;55.72;56.89;ANGERS LOIRE METROPOLE;35337
47.4511092021, -0.5043818609;"{""coordinates"": [-0.5043818609, 47.4511092021, 0], ""type"": ""Point""}";1681;1000;BETON;2005-06-01;0;31.05;ANGERS LOIRE METROPOLE;35341
47.4232269632, -0.5557707988;"{""coordinates"": [-0.5557707988, 47.4232269632, 0], ""type"": ""Point""}";1689;1000;BETON;1976-04-01;25.96;27.42;ANGERS LOIRE METROPOLE;35350
47.4950011153, -0.4431559205;"{""coordinates"": [-0.4431559205, 47.4950011153], ""type"": ""Point""}";1691;1000;BETON;1950-01-01;28.63;30.23;ANGERS LOIRE METROPOLE;35352
47.527971775, -0.5932820975;"{""coordinates"": [-0.5932820975, 47.527971775], ""type"": ""Point""}";1693;1000;BETON;1976-01-01;25.9;27.1;ANGERS LOIRE METROPOLE;35354
47.3859160984, -0.6639921885;"{""coordinates"": [-0.6639921885, 47.3859160984, 0], ""type"": ""Point""}";1695;1000;BETON;1983-01-01;41.98;43.85;ANGERS LOIRE METROPOLE;35356
47.5141944194, -0.6733625204;"{""coordinates"": [-0.6733625204, 47.5141944194], ""type"": ""Point""}";447;1000;BETON;2000-09-01;37.62;39.07;ANGERS LOIRE METROPOLE;34005
47.5049016064, -0.6072754316;"{""coordinates"": [-0.6072754316, 47.5049016064], ""type"": ""Point""}";449;1000;BETON;1982-01-01;40.25;41.91;ANGERS LOIRE METROPOLE;34007
47.4196714291, -0.5250448865;"{""coordinates"": [-0.5250448865, 47.4196714291, 20.69], ""type"": ""Point""}";1219;1000;BETON;1950-01-01;17.64;20.69;Inconnu;34838
47.4927633477, -0.514733739;"{""coordinates"": [-0.514733739, 47.4927633477, 0], ""type"": ""Point""}";1220;1000;BETON;2003-09-01;35.63;37.56;ANGERS LOIRE METROPOLE;34839
47.5162484827, -0.59170628;"{""coordinates"": [-0.59170628, 47.5162484827, 0], ""type"": ""Point""}";1221;1000;BETON;2005-06-01;44.23;49.45;ANGERS LOIRE METROPOLE;34840
47.4166407478, -0.5247729964;"{""coordinates"": [-0.5247729964, 47.4166407478, 20.22], ""type"": ""Point""}";1226;1000;BETON;1950-01-01;19.34;20.22;Inconnu;34845
47.4781777926, -0.5986440603;"{""coordinates"": [-0.5986440603, 47.4781777926, 0], ""type"": ""Point""}";1227;1000;BETON;1950-01-01;43.46;45.2;ANGERS LOIRE METROPOLE;34846
47.467873021, -0.5216765738;"{""coordinates"": [-0.5216765738, 47.467873021, 0], ""type"": ""Point""}";1018;1000;BETON;1994-01-01;37.26;0;ANGERS LOIRE METROPOLE;34619
47.4046490845, -0.5297007642;"{""coordinates"": [-0.5297007642, 47.4046490845], ""type"": ""Point""}";2084;1000;BETON;1984-01-01;17.94;20.94;ANGERS LOIRE METROPOLE;35769
47.56787049, -0.499481232;"{""coordinates"": [-0.499481232, 47.56787049], ""type"": ""Point""}";228;1000;BETON;1995-01-01;19.4;21.3;ANGERS LOIRE METROPOLE;33772
47.5374546681, -0.5727176947;"{""coordinates"": [-0.5727176947, 47.5374546681], ""type"": ""Point""}";229;1000;BETON;1981-11-01;27.59;29.78;ANGERS LOIRE METROPOLE;33773
47.4778072222, -0.5941294835;"{""coordinates"": [-0.5941294835, 47.4778072222], ""type"": ""Point""}";231;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;33775
47.4475437964, -0.5328431184;"{""coordinates"": [-0.5328431184, 47.4475437964, 0], ""type"": ""Point""}";232;1000;BETON;1991-01-01;32.04;0;ANGERS LOIRE METROPOLE;33776
47.4785744072, -0.5288767999;"{""coordinates"": [-0.5288767999, 47.4785744072], ""type"": ""Point""}";236;1000;BETON;1981-11-01;42.64;45.82;ANGERS LOIRE METROPOLE;33780
47.4610427584, -0.5437494145;"{""coordinates"": [-0.5437494145, 47.4610427584, 0], ""type"": ""Point""}";246;1000;BETON;1969-01-01;0;0;ANGERS LOIRE METROPOLE;33790
47.4837952339, -0.6826001283;"{""coordinates"": [-0.6826001283, 47.4837952339, 0], ""type"": ""Point""}";248;1000;BETON;2004-11-01;50.28;52.62;ANGERS LOIRE METROPOLE;33792
47.4856361401, -0.5245455062;"{""coordinates"": [-0.5245455062, 47.4856361401, 0], ""type"": ""Point""}";251;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;33795
47.5208007702, -0.4753116893;"{""coordinates"": [-0.4753116893, 47.5208007702], ""type"": ""Point""}";255;1000;BETON;1980-06-01;37.98;39.28;ANGERS LOIRE METROPOLE;33800
47.4237108801, -0.5238715074;"{""coordinates"": [-0.5238715074, 47.4237108801], ""type"": ""Point""}";918;1000;BETON;1950-01-01;19.48;20.6;ANGERS LOIRE METROPOLE;34515
47.4542179655, -0.5564346785;"{""coordinates"": [-0.5564346785, 47.4542179655, 0], ""type"": ""Point""}";923;1000;BETON;1972-01-01;0;0;ANGERS LOIRE METROPOLE;34520
47.4515192959, -0.6107113289;"{""coordinates"": [-0.6107113289, 47.4515192959], ""type"": ""Point""}";932;1000;BETON;1987-03-01;59.12;60.68;ANGERS LOIRE METROPOLE;34529
47.5671859731, -0.6044689294;"{""coordinates"": [-0.6044689294, 47.5671859731], ""type"": ""Point""}";935;1000;BETON;1998-10-01;31.62;32.69;ANGERS LOIRE METROPOLE;34532
47.4800482462, -0.6794080639;"{""coordinates"": [-0.6794080639, 47.4800482462, 0], ""type"": ""Point""}";936;1000;BETON;1983-01-01;65.36;69.98;ANGERS LOIRE METROPOLE;34533
47.4838959357, -0.6786183905;"{""coordinates"": [-0.6786183905, 47.4838959357], ""type"": ""Point""}";937;1000;BETON;2004-10-01;52.64;54.13;ANGERS LOIRE METROPOLE;34534
47.3954484996, -0.5522131867;"{""coordinates"": [-0.5522131867, 47.3954484996], ""type"": ""Point""}";942;1000;BETON;2000-11-01;31.66;32.96;ANGERS LOIRE METROPOLE;34540
47.5010313473, -0.3889453211;"{""coordinates"": [-0.3889453211, 47.5010313473], ""type"": ""Point""}";944;1000;BETON;2008-10-01;33.97;36.33;ANGERS LOIRE METROPOLE;34542
47.4842235723, -0.6840518956;"{""coordinates"": [-0.6840518956, 47.4842235723, 0], ""type"": ""Point""}";955;1000;BETON;2004-11-01;49.52;52.13;ANGERS LOIRE METROPOLE;34553
47.4520737034, -0.5223336197;"{""coordinates"": [-0.5223336197, 47.4520737034, 0], ""type"": ""Point""}";965;1000;BETON;1975-11-01;31.16;32.52;ANGERS LOIRE METROPOLE;34564
47.4442622666, -0.5044873861;"{""coordinates"": [-0.5044873861, 47.4442622666, 26.07], ""type"": ""Point""}";967;1000;BETON;1985-12-01;24.57;26.07;Inconnu;34566
47.5247662119, -0.471351227;"{""coordinates"": [-0.471351227, 47.5247662119], ""type"": ""Point""}";2042;1000;BETON;2006-11-01;37.07;0;ANGERS LOIRE METROPOLE;35726
47.446448028, -0.5435440492;"{""coordinates"": [-0.5435440492, 47.446448028], ""type"": ""Point""}";2047;1000;BETON;1976-01-01;31.98;33.52;PRIVEE;35731
47.5722060546, -0.4145108629;"{""coordinates"": [-0.4145108629, 47.5722060546], ""type"": ""Point""}";2088;1000;BETON;2002-05-01;31.23;32.94;ANGERS LOIRE METROPOLE;35773
47.5230717094, -0.4431582905;"{""coordinates"": [-0.4431582905, 47.5230717094], ""type"": ""Point""}";1815;1000;BETON;1981-10-01;37.7;39.81;ANGERS LOIRE METROPOLE;35485
47.4681583287, -0.5264739533;"{""coordinates"": [-0.5264739533, 47.4681583287], ""type"": ""Point""}";1819;1000;BETON;1994-01-01;36.91;38.5;PRIVEE;35489
47.4526754622, -0.5444626114;"{""coordinates"": [-0.5444626114, 47.4526754622], ""type"": ""Point""}";1821;1000;BETON;1973-03-01;0;33.61;ANGERS LOIRE METROPOLE;35491
47.4240922577, -0.5552922901;"{""coordinates"": [-0.5552922901, 47.4240922577, 0], ""type"": ""Point""}";265;1000;BETON;1978-11-01;28.12;29.39;ANGERS LOIRE METROPOLE;33811
47.4739034091, -0.5850864084;"{""coordinates"": [-0.5850864084, 47.4739034091, 0], ""type"": ""Point""}";271;1000;BETON;1996-01-01;34.84;36.3;ANGERS LOIRE METROPOLE;33817
47.4590573125, -0.4815601106;"{""coordinates"": [-0.4815601106, 47.4590573125], ""type"": ""Point""}";275;1000;BETON;1995-04-01;34.11;35.85;ANGERS LOIRE METROPOLE;33821
47.4396282243, -0.4901372682;"{""coordinates"": [-0.4901372682, 47.4396282243, 0], ""type"": ""Point""}";277;;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;33823
47.4296406982, -0.7038626585;"{""coordinates"": [-0.7038626585, 47.4296406982, 0], ""type"": ""Point""}";1425;1000;BETON;2000-11-01;70.18;71.88;ANGERS LOIRE METROPOLE;35061
47.4905137769, -0.5120591499;"{""coordinates"": [-0.5120591499, 47.4905137769, 0], ""type"": ""Point""}";296;1000;BETON;2000-04-01;40.05;0;ANGERS LOIRE METROPOLE;33844
47.4505374244, -0.5222306559;"{""coordinates"": [-0.5222306559, 47.4505374244], ""type"": ""Point""}";304;1000;BETON;1978-01-01;29.36;33.62;ANGERS LOIRE METROPOLE;33852
47.4628312597, -0.4852273519;"{""coordinates"": [-0.4852273519, 47.4628312597, 0], ""type"": ""Point""}";309;1000;BETON;1979-06-01;32.51;34.05;ANGERS LOIRE METROPOLE;33857
47.4612652454, -0.6021158509;"{""coordinates"": [-0.6021158509, 47.4612652454, 0], ""type"": ""Point""}";315;1000;BETON;1991-09-01;43.69;45.49;ANGERS LOIRE METROPOLE;33864
47.4559748818, -0.4836303307;"{""coordinates"": [-0.4836303307, 47.4559748818, 0], ""type"": ""Point""}";1644;1000;BETON;1950-01-01;22.57;25.27;ANGERS LOIRE METROPOLE;35300
47.4587297739, -0.6136048268;"{""coordinates"": [-0.6136048268, 47.4587297739], ""type"": ""Point""}";1645;1000;BETON;1999-07-01;50.03;52.11;ANGERS LOIRE METROPOLE;35301
47.484664599, -0.5840107415;"{""coordinates"": [-0.5840107415, 47.484664599, 0], ""type"": ""Point""}";666;1000;BETON;1968-01-01;47.3;50.65;ANGERS LOIRE METROPOLE;34242
47.4991226813, -0.3758724709;"{""coordinates"": [-0.3758724709, 47.4991226813, 0], ""type"": ""Point""}";667;1000;BETON;2001-10-01;41.02;42.82;ANGERS LOIRE METROPOLE;34243
47.4796888017, -0.5444010083;"{""coordinates"": [-0.5444010083, 47.4796888017, 0], ""type"": ""Point""}";1138;1000;BETON;1968-01-01;19.32;20.82;ANGERS LOIRE METROPOLE;34751
47.4235143961, -0.5269743484;"{""coordinates"": [-0.5269743484, 47.4235143961], ""type"": ""Point""}";1141;1000;BETON;1978-04-01;0;20.51;PRIVEE;34755
47.484343997, -0.6787800319;"{""coordinates"": [-0.6787800319, 47.484343997], ""type"": ""Point""}";1146;1000;BETON;1978-01-01;51.94;0;ANGERS LOIRE METROPOLE;34760
47.4726103139, -0.5613587081;"{""coordinates"": [-0.5613587081, 47.4726103139], ""type"": ""Point""}";1153;1000;BETON;1970-12-01;0;0;ANGERS LOIRE METROPOLE;34768
47.4480754943, -0.4883148988;"{""coordinates"": [-0.4883148988, 47.4480754943], ""type"": ""Point""}";1155;1000;BETON;2001-10-01;20.7;22.04;ANGERS LOIRE METROPOLE;34770
47.5660167738, -0.5073340786;"{""coordinates"": [-0.5073340786, 47.5660167738], ""type"": ""Point""}";1159;1000;BETON;1976-01-01;18.82;20.73;ANGERS LOIRE METROPOLE;34774
47.3963130724, -0.5510126328;"{""coordinates"": [-0.5510126328, 47.3963130724], ""type"": ""Point""}";1161;1000;BETON;1998-10-01;26.77;27.47;ANGERS LOIRE METROPOLE;34776
47.4932957177, -0.4237743331;"{""coordinates"": [-0.4237743331, 47.4932957177], ""type"": ""Point""}";66637;1000;BETON;2021-04-01;33.59;34.83;NON PRIS GESTION;1651984
47.4420569675, -0.506350322;"{""coordinates"": [-0.506350322, 47.4420569675], ""type"": ""Point""}";44;1000;BETON;1985-12-01;23.67;25.95;Inconnu;33573
47.5277775494, -0.6053136941;"{""coordinates"": [-0.6053136941, 47.5277775494], ""type"": ""Point""}";46;1000;BETON;1990-10-01;47.69;48.39;ANGERS LOIRE METROPOLE;33576
47.5312037351, -0.5640331208;"{""coordinates"": [-0.5640331208, 47.5312037351], ""type"": ""Point""}";55;1000;BETON;2003-07-01;32.7;34.76;ANGERS LOIRE METROPOLE;33585
47.4001720546, -0.527468981;"{""coordinates"": [-0.527468981, 47.4001720546], ""type"": ""Point""}";56;1000;BETON;1998-09-01;32.96;34.01;ANGERS LOIRE METROPOLE;33586
47.4639014044, -0.4919122265;"{""coordinates"": [-0.4919122265, 47.4639014044], ""type"": ""Point""}";66;1000;BETON;1979-05-01;37.22;38.97;ANGERS LOIRE METROPOLE;33598
47.4890728285, -0.5086156067;"{""coordinates"": [-0.5086156067, 47.4890728285, 0], ""type"": ""Point""}";480;1000;BETON;1990-12-01;41.52;43.16;ANGERS LOIRE METROPOLE;34039
47.5275405774, -0.5993067249;"{""coordinates"": [-0.5993067249, 47.5275405774, 0], ""type"": ""Point""}";482;1000;BETON;1977-01-01;35.37;36.62;ANGERS LOIRE METROPOLE;34041
47.4463464576, -0.4978081621;"{""coordinates"": [-0.4978081621, 47.4463464576, 0], ""type"": ""Point""}";97;1000;BETON;1950-01-01;21.28;22.38;ANGERS LOIRE METROPOLE;33632
47.5039611049, -0.5750319148;"{""coordinates"": [-0.5750319148, 47.5039611049, 0], ""type"": ""Point""}";1708;1000;BETON;1982-01-01;49.52;51.82;ANGERS LOIRE METROPOLE;35372
47.486414018, -0.5694625933;"{""coordinates"": [-0.5694625933, 47.486414018, 0], ""type"": ""Point""}";1709;1000;BETON;1982-06-01;47.21;48.41;ANGERS LOIRE METROPOLE;35373
47.4634965152, -0.6190392699;"{""coordinates"": [-0.6190392699, 47.4634965152, 0], ""type"": ""Point""}";1711;1000;BETON;1977-01-01;55.83;58.63;ANGERS LOIRE METROPOLE;35375
47.5085915863, -0.582729333;"{""coordinates"": [-0.582729333, 47.5085915863, 0], ""type"": ""Point""}";1712;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;35376
47.5260960911, -0.7457706209;"{""coordinates"": [-0.7457706209, 47.5260960911, 0], ""type"": ""Point""}";1057;1000;BETON;2005-09-01;61.67;62.48;ANGERS LOIRE METROPOLE;34662
47.4779363807, -0.5486007862;"{""coordinates"": [-0.5486007862, 47.4779363807], ""type"": ""Point""}";1067;1000;BETON;2000-01-01;18.75;20.6;ANGERS LOIRE METROPOLE;34674
47.494866781, -0.4247382757;"{""coordinates"": [-0.4247382757, 47.494866781], ""type"": ""Point""}";487;1000;BETON;2005-07-01;33.81;35.3;ANGERS LOIRE METROPOLE;34046
47.4702394809, -0.6322339437;"{""coordinates"": [-0.6322339437, 47.4702394809], ""type"": ""Point""}";1179;1000;BETON;1994-01-01;60.75;62.59;ANGERS LOIRE METROPOLE;34794
47.3840382324, -0.6646087134;"{""coordinates"": [-0.6646087134, 47.3840382324], ""type"": ""Point""}";1180;1000;BETON;1983-01-01;38.02;39.44;ANGERS LOIRE METROPOLE;34795
47.4974024008, -0.5124844581;"{""coordinates"": [-0.5124844581, 47.4974024008], ""type"": ""Point""}";1185;1000;BETON;2003-09-01;41.3;43.45;ANGERS LOIRE METROPOLE;34801
47.4774358367, -0.5312100077;"{""coordinates"": [-0.5312100077, 47.4774358367], ""type"": ""Point""}";979;1000;BETON;1976-12-01;38.96;41.11;ANGERS LOIRE METROPOLE;34580
47.4200461082, -0.5830206971;"{""coordinates"": [-0.5830206971, 47.4200461082, 0], ""type"": ""Point""}";981;1000;BETON;1996-10-01;22.96;24.6;ANGERS LOIRE METROPOLE;34582
47.504116817, -0.6030674891;"{""coordinates"": [-0.6030674891, 47.504116817, 0], ""type"": ""Point""}";260;1000;BETON;1981-01-01;41.91;43.67;ANGERS LOIRE METROPOLE;33805
47.4450849639, -0.4922142722;"{""coordinates"": [-0.4922142722, 47.4450849639], ""type"": ""Point""}";729;1000;BETON;1973-01-01;0;24.77;ANGERS LOIRE METROPOLE;34309
47.445970552, -0.4942679479;"{""coordinates"": [-0.4942679479, 47.445970552, 0], ""type"": ""Point""}";730;1000;BETON;1950-01-01;0;22.67;ANGERS LOIRE METROPOLE;34310
47.4489794884, -0.5954597795;"{""coordinates"": [-0.5954597795, 47.4489794884], ""type"": ""Point""}";738;1000;BETON;1970-01-01;31.06;0;ANGERS LOIRE METROPOLE;34318
47.4559155812, -0.6661502623;"{""coordinates"": [-0.6661502623, 47.4559155812], ""type"": ""Point""}";1823;1000;BETON;2006-11-01;67.93;70.24;ANGERS LOIRE METROPOLE;35493
47.5163315475, -0.459197444;"{""coordinates"": [-0.459197444, 47.5163315475], ""type"": ""Point""}";1457;1000;BETON;2011-10-01;45.22;46.93;ANGERS LOIRE METROPOLE;35099
47.418308715, -0.5762919868;"{""coordinates"": [-0.5762919868, 47.418308715], ""type"": ""Point""}";1463;1000;BETON;1993-11-01;21.63;23.14;ANGERS LOIRE METROPOLE;35106
47.4670421061, -0.5592072742;"{""coordinates"": [-0.5592072742, 47.4670421061, 0], ""type"": ""Point""}";1468;1000;BETON;2006-01-01;39.86;40.95;ANGERS LOIRE METROPOLE;35111
47.4958588097, -0.489000378;"{""coordinates"": [-0.489000378, 47.4958588097], ""type"": ""Point""}";288;1000;BETON;2006-04-01;26.69;28.71;NON PRIS GESTION;33836
47.471693282, -0.5354341462;"{""coordinates"": [-0.5354341462, 47.471693282, 0], ""type"": ""Point""}";1491;1000;BETON;1969-01-01;0;0;ANGERS LOIRE METROPOLE;35135
47.473756805, -0.5591777132;"{""coordinates"": [-0.5591777132, 47.473756805], ""type"": ""Point""}";1498;1000;BETON;2006-02-01;18.92;20.61;ANGERS LOIRE METROPOLE;35142
47.5169230768, -0.4658626072;"{""coordinates"": [-0.4658626072, 47.5169230768], ""type"": ""Point""}";1500;1000;BETON;2007-03-01;36.93;38.33;ANGERS LOIRE METROPOLE;35144
47.4726936714, -0.6281099975;"{""coordinates"": [-0.6281099975, 47.4726936714], ""type"": ""Point""}";1502;1000;BETON;1971-01-01;64.45;66.05;ANGERS LOIRE METROPOLE;35146
47.4989308975, -0.4337626166;"{""coordinates"": [-0.4337626166, 47.4989308975], ""type"": ""Point""}";1509;1000;BETON;1978-01-01;34.18;35.34;ANGERS LOIRE METROPOLE;35153
47.4655353128, -0.554546903;"{""coordinates"": [-0.554546903, 47.4655353128], ""type"": ""Point""}";1825;1000;BETON;2000-09-01;43.53;46.53;ANGERS LOIRE METROPOLE;35495
47.484836637, -0.552406335;"{""coordinates"": [-0.552406335, 47.484836637], ""type"": ""Point""}";556;1000;BETON;2013-09-01;21.34;22.94;ANGERS LOIRE METROPOLE;34120
47.4790374598, -0.5749246609;"{""coordinates"": [-0.5749246609, 47.4790374598], ""type"": ""Point""}";558;1000;BETON;1976-03-01;46.23;47.76;ANGERS LOIRE METROPOLE;34122
47.4444799734, -0.5420516029;"{""coordinates"": [-0.5420516029, 47.4444799734, 0], ""type"": ""Point""}";561;1000;BETON;1976-01-01;32.11;34.32;ANGERS LOIRE METROPOLE;34125
47.5261206391, -0.523166191;"{""coordinates"": [-0.523166191, 47.5261206391], ""type"": ""Point""}";562;1000;BETON;1990-08-01;21.41;22.17;ANGERS LOIRE METROPOLE;34126
47.5692141461, -0.5886892625;"{""coordinates"": [-0.5886892625, 47.5692141461], ""type"": ""Point""}";775;1000;BETON;1950-01-01;0;45.4;ANGERS LOIRE METROPOLE;34358
47.4883540792, -0.5844929414;"{""coordinates"": [-0.5844929414, 47.4883540792, 0], ""type"": ""Point""}";777;1000;BETON;1972-01-01;45.59;47.6;ANGERS LOIRE METROPOLE;34360
47.5316880681, -0.5240639354;"{""coordinates"": [-0.5240639354, 47.5316880681, 0], ""type"": ""Point""}";780;1000;BETON;1989-08-01;20.47;23.23;ANGERS LOIRE METROPOLE;34363
47.5223019341, -0.5243060393;"{""coordinates"": [-0.5243060393, 47.5223019341], ""type"": ""Point""}";781;1000;BETON;2002-06-01;22.47;0;ANGERS LOIRE METROPOLE;34364
47.4683192018, -0.5582159788;"{""coordinates"": [-0.5582159788, 47.4683192018, 0], ""type"": ""Point""}";782;1000;BETON;1966-01-01;37.46;39.19;ANGERS LOIRE METROPOLE;34365
47.5082593756, -0.5953834376;"{""coordinates"": [-0.5953834376, 47.5082593756, 0], ""type"": ""Point""}";71;1000;BETON;1971-01-01;47.77;49.02;ANGERS LOIRE METROPOLE;33603
47.4557271027, -0.5726361755;"{""coordinates"": [-0.5726361755, 47.4557271027], ""type"": ""Point""}";607;1000;BETON;1950-01-01;15.53;20.18;ANGERS LOIRE METROPOLE;34179
47.5329299187, -0.6194736102;"{""coordinates"": [-0.6194736102, 47.5329299187], ""type"": ""Point""}";610;1000;BETON;1991-12-01;61.5;62.8;ANGERS LOIRE METROPOLE;34182
47.5036131132, -0.3840705493;"{""coordinates"": [-0.3840705493, 47.5036131132], ""type"": ""Point""}";615;1000;BETON;2007-06-01;43.12;44.8;ANGERS LOIRE METROPOLE;34187
47.4758935037, -0.5069936588;"{""coordinates"": [-0.5069936588, 47.4758935037], ""type"": ""Point""}";17;1000;BETON;1969-01-01;44.26;46.08;ANGERS LOIRE METROPOLE;33543
47.4716769296, -0.7001009655;"{""coordinates"": [-0.7001009655, 47.4716769296], ""type"": ""Point""}";19;1000;BETON;2008-01-01;71.69;0;ANGERS LOIRE METROPOLE;33545
47.4618193519, -0.6006793616;"{""coordinates"": [-0.6006793616, 47.4618193519, 0], ""type"": ""Point""}";674;1000;BETON;1981-01-01;34.34;36.73;ANGERS LOIRE METROPOLE;34250
47.462363037, -0.4885072129;"{""coordinates"": [-0.4885072129, 47.462363037, 0], ""type"": ""Point""}";682;1000;BETON;1978-01-01;31.76;32.99;ANGERS LOIRE METROPOLE;34260
47.488290469, -0.5253668624;"{""coordinates"": [-0.5253668624, 47.488290469, 0], ""type"": ""Point""}";683;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;34261
47.43531073, -0.5217884288;"{""coordinates"": [-0.5217884288, 47.43531073, 20.11], ""type"": ""Point""}";684;1000;BETON;1950-01-01;18.27;20.11;ANGERS LOIRE METROPOLE;34262
47.4218876639, -0.5564513358;"{""coordinates"": [-0.5564513358, 47.4218876639, 0], ""type"": ""Point""}";471;1000;BETON;1981-07-01;24.15;25.35;ANGERS LOIRE METROPOLE;34030
47.4986152493, -0.5752904376;"{""coordinates"": [-0.5752904376, 47.4986152493], ""type"": ""Point""}";39843;1000;BETON;2015-01-01;52.38;55.51;NON PRIS GESTION;721224
47.4675364211, -0.6057719336;"{""coordinates"": [-0.6057719336, 47.4675364211], ""type"": ""Point""}";475;1000;BETON;1989-01-01;40.66;41.89;ANGERS LOIRE METROPOLE;34034
47.3978093706, -0.5256224635;"{""coordinates"": [-0.5256224635, 47.3978093706], ""type"": ""Point""}";477;1000;BETON;1987-09-01;33.45;35.38;ANGERS LOIRE METROPOLE;34036
47.4497948496, -0.5719945417;"{""coordinates"": [-0.5719945417, 47.4497948496, 0], ""type"": ""Point""}";1448;1000;BETON;1972-01-01;0;0;ANGERS LOIRE METROPOLE;35087
47.568763413, -0.4123177688;"{""coordinates"": [-0.4123177688, 47.568763413], ""type"": ""Point""}";577;1000;BETON;1991-09-01;24.89;26.57;ANGERS LOIRE METROPOLE;34145
47.4217766031, -0.5556201349;"{""coordinates"": [-0.5556201349, 47.4217766031], ""type"": ""Point""}";691;1000;BETON;1981-07-01;18.55;19.73;ANGERS LOIRE METROPOLE;34270
47.5730340462, -0.4818518397;"{""coordinates"": [-0.4818518397, 47.5730340462], ""type"": ""Point""}";702;1000;BETON;2000-03-01;29;30.95;ANGERS LOIRE METROPOLE;34281
47.4643561926, -0.5279860009;"{""coordinates"": [-0.5279860009, 47.4643561926, 0], ""type"": ""Point""}";707;1000;BETON;1995-11-01;37.51;0;ANGERS LOIRE METROPOLE;34286
47.4797159303, -0.6034397367;"{""coordinates"": [-0.6034397367, 47.4797159303], ""type"": ""Point""}";708;1000;BETON;1992-04-01;46.19;48.21;ANGERS LOIRE METROPOLE;34287
47.5220795811, -0.4407319732;"{""coordinates"": [-0.4407319732, 47.5220795811], ""type"": ""Point""}";130;1000;BETON;2003-06-01;36.2;37.38;ANGERS LOIRE METROPOLE;33666
47.5165385417, -0.6136781899;"{""coordinates"": [-0.6136781899, 47.5165385417], ""type"": ""Point""}";1054;1000;BETON;1998-01-01;49.78;51.49;ANGERS LOIRE METROPOLE;34659
47.456833777, -0.521708008;"{""coordinates"": [-0.521708008, 47.456833777], ""type"": ""Point""}";1055;1000;BETON;1969-01-01;36.81;39.45;ANGERS LOIRE METROPOLE;34660
47.4627966748, -0.4809901197;"{""coordinates"": [-0.4809901197, 47.4627966748], ""type"": ""Point""}";1754;1000;BETON;1996-02-01;36.5;37.9;ANGERS LOIRE METROPOLE;35422
