Geo Point;Geo Shape;GID;DIAMETRE;MATERIAU;DATEPOSE;RADIER;ZSURF;EXPLOIT;NUMERO
47.4871927986, -0.4898909532;"{""coordinates"": [-0.4898909532, 47.4871927986], ""type"": ""Point""}";15853;1000;BETON;2003-10-01;26.06;29.42;ANGERS LOIRE METROPOLE;50612
47.4971822303, -0.4265222059;"{""coordinates"": [-0.4265222059, 47.4971822303], ""type"": ""Point""}";15854;1000;BETON;1982-03-01;34.59;36.34;ANGERS LOIRE METROPOLE;50613
47.4437814659, -0.557841663;"{""coordinates"": [-0.557841663, 47.4437814659, 0], ""type"": ""Point""}";15855;1000;BETON;1974-01-01;22.87;25.08;ANGERS LOIRE METROPOLE;50614
47.5099466618, -0.5801573738;"{""coordinates"": [-0.5801573738, 47.5099466618, 0], ""type"": ""Point""}";16612;1000;BETON;1988-10-01;33.76;36.13;ANGERS LOIRE METROPOLE;51423
47.4783957875, -0.5891024972;"{""coordinates"": [-0.5891024972, 47.4783957875], ""type"": ""Point""}";17014;1000;BETON;1950-01-01;44.76;45.8;ANGERS LOIRE METROPOLE;51861
47.4440496045, -0.4872388716;"{""coordinates"": [-0.4872388716, 47.4440496045], ""type"": ""Point""}";15920;1000;BETON;1996-01-01;19.35;20.6;ANGERS LOIRE METROPOLE;50683
47.449542058, -0.4961642976;"{""coordinates"": [-0.4961642976, 47.449542058, 0], ""type"": ""Point""}";15921;1000;BETON;1977-07-01;21.45;22.45;ANGERS LOIRE METROPOLE;50684
47.4298797898, -0.5510316506;"{""coordinates"": [-0.5510316506, 47.4298797898], ""type"": ""Point""}";15925;1000;BETON;1991-05-01;30.8;32.32;ANGERS LOIRE METROPOLE;50688
47.4742660032, -0.5500693627;"{""coordinates"": [-0.5500693627, 47.4742660032, 0], ""type"": ""Point""}";9152;1000;BETON;1980-09-01;17.9;19.28;ANGERS LOIRE METROPOLE;43386
47.4468419419, -0.5507394792;"{""coordinates"": [-0.5507394792, 47.4468419419, 0], ""type"": ""Point""}";9153;1000;BETON;1973-01-01;28.15;31.33;ANGERS LOIRE METROPOLE;43387
47.5073324092, -0.6045752177;"{""coordinates"": [-0.6045752177, 47.5073324092], ""type"": ""Point""}";9592;1000;BETON;1994-01-01;40.19;43.46;ANGERS LOIRE METROPOLE;43854
47.4460471312, -0.4577033667;"{""coordinates"": [-0.4577033667, 47.4460471312, 0], ""type"": ""Point""}";9594;1000;BETON;1978-12-01;20.17;21.22;ANGERS LOIRE METROPOLE;43856
47.4664323266, -0.511006414;"{""coordinates"": [-0.511006414, 47.4664323266], ""type"": ""Point""}";28883;600;PEHD;2010-02-01;37.87;40.13;ANGERS LOIRE METROPOLE;611169
47.4434259442, -0.5321901376;"{""coordinates"": [-0.5321901376, 47.4434259442], ""type"": ""Point""}";16402;1000;BETON;1950-01-01;27.82;30.7;Inconnu;51196
47.5712996577, -0.5921502588;"{""coordinates"": [-0.5921502588, 47.5712996577], ""type"": ""Point""}";16409;1000;BETON;1970-01-01;0;0;ANGERS LOIRE METROPOLE;51204
47.4631132741, -0.5290848297;"{""coordinates"": [-0.5290848297, 47.4631132741], ""type"": ""Point""}";13499;1000;BETON;1992-10-01;36.82;38.33;ANGERS LOIRE METROPOLE;48063
47.4261404567, -0.5598648516;"{""coordinates"": [-0.5598648516, 47.4261404567], ""type"": ""Point""}";15223;1000;BETON;1979-09-01;28.22;29.56;ANGERS LOIRE METROPOLE;49939
47.4812400373, -0.6312615576;"{""coordinates"": [-0.6312615576, 47.4812400373], ""type"": ""Point""}";15225;1000;BETON;2003-11-01;50.13;54.6;ANGERS LOIRE METROPOLE;49941
47.5040085169, -0.5968077717;"{""coordinates"": [-0.5968077717, 47.5040085169, 0], ""type"": ""Point""}";15227;1000;BETON;1970-01-01;0;0;ANGERS LOIRE METROPOLE;49943
47.5076089015, -0.5874031388;"{""coordinates"": [-0.5874031388, 47.5076089015, 0], ""type"": ""Point""}";14291;1000;BETON;2003-04-01;52.99;54.12;ANGERS LOIRE METROPOLE;48926
47.4982803234, -0.4311318351;"{""coordinates"": [-0.4311318351, 47.4982803234, 0], ""type"": ""Point""}";16258;1000;BETON;1995-10-01;35.9;0;ANGERS LOIRE METROPOLE;51041
47.5424323343, -0.6687437572;"{""coordinates"": [-0.6687437572, 47.5424323343, 0], ""type"": ""Point""}";17278;1000;BETON;1988-01-01;80.85;83.61;ANGERS LOIRE METROPOLE;52147
47.5208907841, -0.6731709111;"{""coordinates"": [-0.6731709111, 47.5208907841], ""type"": ""Point""}";17279;1000;BETON;1988-01-01;39;40.28;ANGERS LOIRE METROPOLE;52148
47.4697441687, -0.5579921294;"{""coordinates"": [-0.5579921294, 47.4697441687], ""type"": ""Point""}";16324;1000;BETON;1950-01-01;43.44;45.26;ANGERS LOIRE METROPOLE;51113
47.4286266145, -0.5498923375;"{""coordinates"": [-0.5498923375, 47.4286266145], ""type"": ""Point""}";16328;1000;BETON;1984-11-01;24.2;25.92;ANGERS LOIRE METROPOLE;51118
47.4670654281, -0.5017436961;"{""coordinates"": [-0.5017436961, 47.4670654281, 0], ""type"": ""Point""}";16329;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;51119
47.4504494095, -0.5107422724;"{""coordinates"": [-0.5107422724, 47.4504494095], ""type"": ""Point""}";16337;1000;BETON;1985-09-01;25.07;26.85;ANGERS LOIRE METROPOLE;51129
47.5225596755, -0.4428503075;"{""coordinates"": [-0.4428503075, 47.5225596755], ""type"": ""Point""}";16340;1000;BETON;1981-10-01;37.49;39.18;ANGERS LOIRE METROPOLE;51132
47.4471274834, -0.5199942438;"{""coordinates"": [-0.5199942438, 47.4471274834], ""type"": ""Point""}";15945;1000;BETON;1989-11-01;0;31.39;ANGERS LOIRE METROPOLE;50709
47.4490202894, -0.4648833949;"{""coordinates"": [-0.4648833949, 47.4490202894, 0], ""type"": ""Point""}";16415;1000;BETON;1950-01-01;21.01;22.47;ANGERS LOIRE METROPOLE;51210
47.4602356143, -0.5500239443;"{""coordinates"": [-0.5500239443, 47.4602356143, 0], ""type"": ""Point""}";16417;1000;BETON;2007-11-01;36.69;38.25;ANGERS LOIRE METROPOLE;51213
47.4697689954, -0.5949925919;"{""coordinates"": [-0.5949925919, 47.4697689954, 0], ""type"": ""Point""}";16727;1000;BETON;1977-01-01;33.1;35.6;ANGERS LOIRE METROPOLE;51548
47.4658855783, -0.5960221465;"{""coordinates"": [-0.5960221465, 47.4658855783], ""type"": ""Point""}";16728;1000;BETON;1979-01-01;25.12;27.77;ANGERS LOIRE METROPOLE;51549
47.4485470432, -0.6118206118;"{""coordinates"": [-0.6118206118, 47.4485470432, 0], ""type"": ""Point""}";16733;1000;BETON;1987-01-01;54.24;56.02;ANGERS LOIRE METROPOLE;51554
47.3841781563, -0.661325014;"{""coordinates"": [-0.661325014, 47.3841781563], ""type"": ""Point""}";16746;1000;BETON;1977-01-01;37.23;38.56;ANGERS LOIRE METROPOLE;51568
47.5304600849, -0.5232589789;"{""coordinates"": [-0.5232589789, 47.5304600849, 0], ""type"": ""Point""}";16023;1000;BETON;1990-04-01;17.95;20;ANGERS LOIRE METROPOLE;50792
47.4833325761, -0.5529248914;"{""coordinates"": [-0.5529248914, 47.4833325761], ""type"": ""Point""}";17157;1000;BETON;2008-06-01;17.56;18.62;ANGERS LOIRE METROPOLE;52015
47.4753989059, -0.5845362594;"{""coordinates"": [-0.5845362594, 47.4753989059, 0], ""type"": ""Point""}";17164;1000;BETON;1989-05-01;0;0;ANGERS LOIRE METROPOLE;52022
47.5123529594, -0.6148211972;"{""coordinates"": [-0.6148211972, 47.5123529594], ""type"": ""Point""}";17171;1000;BETON;2007-06-01;50.46;52.97;ANGERS LOIRE METROPOLE;52029
47.4747484663, -0.5102654043;"{""coordinates"": [-0.5102654043, 47.4747484663], ""type"": ""Point""}";15250;1000;PP;2013-11-01;43.36;45.84;ANGERS LOIRE METROPOLE;49968
47.4530582638, -0.5182340809;"{""coordinates"": [-0.5182340809, 47.4530582638, 0], ""type"": ""Point""}";15253;1000;BETON;1979-06-01;36.98;38.76;ANGERS LOIRE METROPOLE;49972
47.429909815, -0.5270256903;"{""coordinates"": [-0.5270256903, 47.429909815], ""type"": ""Point""}";15896;1000;BETON;1950-01-01;18.26;19.56;ANGERS LOIRE METROPOLE;50658
47.4183422022, -0.5827045421;"{""coordinates"": [-0.5827045421, 47.4183422022, 0], ""type"": ""Point""}";15897;1000;BETON;1996-10-01;21.46;23;ANGERS LOIRE METROPOLE;50659
47.4609134978, -0.5424720387;"{""coordinates"": [-0.5424720387, 47.4609134978, 0], ""type"": ""Point""}";15899;1000;BETON;2004-04-01;0;0;ANGERS LOIRE METROPOLE;50661
47.4594460268, -0.4789881243;"{""coordinates"": [-0.4789881243, 47.4594460268], ""type"": ""Point""}";15900;1000;BETON;1997-02-01;35.91;37.39;ANGERS LOIRE METROPOLE;50662
47.4624669655, -0.5664664788;"{""coordinates"": [-0.5664664788, 47.4624669655], ""type"": ""Point""}";15906;1000;BETON;1963-01-01;16.54;19.64;ANGERS LOIRE METROPOLE;50668
47.4467783921, -0.5434296419;"{""coordinates"": [-0.5434296419, 47.4467783921], ""type"": ""Point""}";15948;1000;BETON;1976-01-01;32.32;33.72;PRIVEE;50712
47.4469334313, -0.4992811182;"{""coordinates"": [-0.4992811182, 47.4469334313, 0], ""type"": ""Point""}";15953;1000;BETON;1950-01-01;21.8;23.01;ANGERS LOIRE METROPOLE;50717
47.4925386826, -0.5803251012;"{""coordinates"": [-0.5803251012, 47.4925386826, 0], ""type"": ""Point""}";15954;1000;BETON;1965-01-01;51.19;52.35;ANGERS LOIRE METROPOLE;50718
47.5172730503, -0.6133203193;"{""coordinates"": [-0.6133203193, 47.5172730503, 0], ""type"": ""Point""}";15955;1000;BETON;1979-01-01;50.43;51.95;ANGERS LOIRE METROPOLE;50719
47.4468779402, -0.5712805376;"{""coordinates"": [-0.5712805376, 47.4468779402, 0], ""type"": ""Point""}";15956;1000;BETON;1972-01-01;32.54;35.19;ANGERS LOIRE METROPOLE;50720
47.4462575911, -0.5718754192;"{""coordinates"": [-0.5718754192, 47.4462575911, 0], ""type"": ""Point""}";15960;1000;BETON;1972-01-01;33.71;35.37;ANGERS LOIRE METROPOLE;50724
47.4495151118, -0.506709894;"{""coordinates"": [-0.506709894, 47.4495151118, 0], ""type"": ""Point""}";16362;1000;BETON;1999-10-01;0;24.61;ANGERS LOIRE METROPOLE;51155
47.4882328992, -0.5175539831;"{""coordinates"": [-0.5175539831, 47.4882328992, 0], ""type"": ""Point""}";16365;1000;BETON;1970-11-01;41.62;0;ANGERS LOIRE METROPOLE;51158
47.4464817419, -0.561563804;"{""coordinates"": [-0.561563804, 47.4464817419, 0], ""type"": ""Point""}";16690;1000;BETON;1972-01-01;23.28;27.18;ANGERS LOIRE METROPOLE;51509
47.4595822124, -0.6656350844;"{""coordinates"": [-0.6656350844, 47.4595822124], ""type"": ""Point""}";15965;1000;BETON;1991-08-01;72.03;73.49;ANGERS LOIRE METROPOLE;50729
47.5225488871, -0.7457467034;"{""coordinates"": [-0.7457467034, 47.5225488871], ""type"": ""Point""}";16026;1000;BETON;1983-01-01;53.12;54.3;ANGERS LOIRE METROPOLE;50795
47.4194673644, -0.5780701249;"{""coordinates"": [-0.5780701249, 47.4194673644], ""type"": ""Point""}";16028;1000;BETON;2003-05-01;25.71;27.56;ANGERS LOIRE METROPOLE;50797
47.533597922, -0.6165832482;"{""coordinates"": [-0.6165832482, 47.533597922], ""type"": ""Point""}";16347;1000;BETON;1991-12-01;45.75;49.66;ANGERS LOIRE METROPOLE;51139
47.4627095256, -0.7083739937;"{""coordinates"": [-0.7083739937, 47.4627095256], ""type"": ""Point""}";16349;1000;BETON;1983-01-01;62.99;65.23;ANGERS LOIRE METROPOLE;51141
47.5194430746, -0.4681768536;"{""coordinates"": [-0.4681768536, 47.5194430746], ""type"": ""Point""}";16354;1000;BETON;1997-11-01;36.81;38.05;ANGERS LOIRE METROPOLE;51146
47.4444981871, -0.5431008436;"{""coordinates"": [-0.5431008436, 47.4444981871, 0], ""type"": ""Point""}";16357;1000;BETON;1973-01-01;31.2;33.35;ANGERS LOIRE METROPOLE;51150
47.4984351518, -0.4288888917;"{""coordinates"": [-0.4288888917, 47.4984351518, 0], ""type"": ""Point""}";16358;1000;BETON;1976-01-01;35.49;36.82;ANGERS LOIRE METROPOLE;51151
47.5218822179, -0.4465309997;"{""coordinates"": [-0.4465309997, 47.5218822179], ""type"": ""Point""}";16758;1000;BETON;2003-09-01;40.4;42.09;ANGERS LOIRE METROPOLE;51582
47.4689304904, -0.5234547828;"{""coordinates"": [-0.5234547828, 47.4689304904, 0], ""type"": ""Point""}";16759;1000;BETON;1981-07-01;34.71;35.83;ANGERS LOIRE METROPOLE;51583
47.5188765424, -0.474535402;"{""coordinates"": [-0.474535402, 47.5188765424], ""type"": ""Point""}";16764;1000;BETON;1994-02-01;35.78;0;ANGERS LOIRE METROPOLE;51589
47.4487474326, -0.4926264781;"{""coordinates"": [-0.4926264781, 47.4487474326, 0], ""type"": ""Point""}";16459;1000;BETON;1987-08-01;19.48;20.99;ANGERS LOIRE METROPOLE;51260
47.3818513357, -0.6598231932;"{""coordinates"": [-0.6598231932, 47.3818513357, 0], ""type"": ""Point""}";16460;1000;BETON;1976-09-01;24.15;25.4;ANGERS LOIRE METROPOLE;51261
47.4787440878, -0.569767554;"{""coordinates"": [-0.569767554, 47.4787440878], ""type"": ""Point""}";16774;1000;BETON;1973-11-01;38.52;40.1;ANGERS LOIRE METROPOLE;51599
47.4409342446, -0.5629161162;"{""coordinates"": [-0.5629161162, 47.4409342446, 0], ""type"": ""Point""}";16775;1000;BETON;1983-03-01;29.06;30.86;ANGERS LOIRE METROPOLE;51600
47.498998133, -0.4297079334;"{""coordinates"": [-0.4297079334, 47.498998133, 0], ""type"": ""Point""}";16782;1000;BETON;1976-01-01;35.21;36.59;ANGERS LOIRE METROPOLE;51607
47.4654939886, -0.5321188465;"{""coordinates"": [-0.5321188465, 47.4654939886, 0], ""type"": ""Point""}";16792;1000;BETON;1983-01-01;0;0;ANGERS LOIRE METROPOLE;51618
47.3988777995, -0.5259673086;"{""coordinates"": [-0.5259673086, 47.3988777995], ""type"": ""Point""}";17191;1000;BETON;1985-01-01;32.16;34.01;ANGERS LOIRE METROPOLE;52050
47.5113108835, -0.6050106583;"{""coordinates"": [-0.6050106583, 47.5113108835, 0], ""type"": ""Point""}";17194;1000;BETON;1994-01-01;43.62;45.72;ANGERS LOIRE METROPOLE;52053
47.5182945016, -0.481238648;"{""coordinates"": [-0.481238648, 47.5182945016], ""type"": ""Point""}";16891;1000;BETON;1997-11-01;37.24;0;ANGERS LOIRE METROPOLE;51723
47.4642219572, -0.5648318191;"{""coordinates"": [-0.5648318191, 47.4642219572], ""type"": ""Point""}";17223;1000;BETON;1950-01-01;23.73;26.15;ANGERS LOIRE METROPOLE;52088
47.5136113255, -0.4693630339;"{""coordinates"": [-0.4693630339, 47.5136113255], ""type"": ""Point""}";15928;1000;BETON;1984-09-01;36.98;37.57;ANGERS LOIRE METROPOLE;50691
47.5236148618, -0.471299386;"{""coordinates"": [-0.471299386, 47.5236148618], ""type"": ""Point""}";15929;1000;BETON;2006-11-01;36.15;0;ANGERS LOIRE METROPOLE;50692
47.4597937466, -0.4847734567;"{""coordinates"": [-0.4847734567, 47.4597937466], ""type"": ""Point""}";15930;1000;BETON;1994-04-01;32.2;33.76;ANGERS LOIRE METROPOLE;50693
47.4930405717, -0.5823407371;"{""coordinates"": [-0.5823407371, 47.4930405717, 0], ""type"": ""Point""}";15969;1000;BETON;1965-01-01;50.78;52.43;ANGERS LOIRE METROPOLE;50733
47.4774315409, -0.6284438405;"{""coordinates"": [-0.6284438405, 47.4774315409], ""type"": ""Point""}";9085;1000;BETON;1980-01-01;44.96;47.86;ANGERS LOIRE METROPOLE;43313
47.5151855701, -0.469187185;"{""coordinates"": [-0.469187185, 47.5151855701], ""type"": ""Point""}";9094;1000;BETON;1995-06-01;36.25;37.75;ANGERS LOIRE METROPOLE;43323
47.4826540568, -0.5701467854;"{""coordinates"": [-0.5701467854, 47.4826540568, 0], ""type"": ""Point""}";16769;1000;BETON;1981-11-01;47.27;48.62;ANGERS LOIRE METROPOLE;51594
47.4688936879, -0.5534645938;"{""coordinates"": [-0.5534645938, 47.4688936879], ""type"": ""Point""}";16371;1000;BETON;1966-01-01;44.37;46.1;ANGERS LOIRE METROPOLE;51164
47.5437378004, -0.6737860226;"{""coordinates"": [-0.6737860226, 47.5437378004, 0], ""type"": ""Point""}";16374;1000;BETON;1999-05-01;81.4;83.47;ANGERS LOIRE METROPOLE;51167
47.5352786908, -0.5679850698;"{""coordinates"": [-0.5679850698, 47.5352786908], ""type"": ""Point""}";16381;1000;BETON;1970-01-01;31.13;32.33;ANGERS LOIRE METROPOLE;51174
47.4450425509, -0.5555206598;"{""coordinates"": [-0.5555206598, 47.4450425509], ""type"": ""Point""}";16389;1000;BETON;1974-01-01;24.45;26.45;ANGERS LOIRE METROPOLE;51183
47.5698037537, -0.5942740337;"{""coordinates"": [-0.5942740337, 47.5698037537], ""type"": ""Point""}";16802;1000;BETON;1973-01-01;41.65;43.87;ANGERS LOIRE METROPOLE;51628
47.4323531777, -0.7015880194;"{""coordinates"": [-0.7015880194, 47.4323531777, 0], ""type"": ""Point""}";16803;1000;BETON;1989-01-01;0;70.04;ANGERS LOIRE METROPOLE;51630
47.4812575016, -0.5343974825;"{""coordinates"": [-0.5343974825, 47.4812575016, 0], ""type"": ""Point""}";16806;1000;BETON;1998-03-01;40.64;42.21;ANGERS LOIRE METROPOLE;51633
47.4644791697, -0.5479711975;"{""coordinates"": [-0.5479711975, 47.4644791697, 0], ""type"": ""Point""}";16807;1000;BETON;1969-01-01;43.3;44.98;ANGERS LOIRE METROPOLE;51634
47.4415634084, -0.5611414795;"{""coordinates"": [-0.5611414795, 47.4415634084, 0], ""type"": ""Point""}";16814;1000;BETON;1982-01-01;26.36;27.56;ANGERS LOIRE METROPOLE;51641
47.4909101225, -0.5087026874;"{""coordinates"": [-0.5087026874, 47.4909101225, 0], ""type"": ""Point""}";16819;1000;BETON;1998-03-01;42.18;43.89;ANGERS LOIRE METROPOLE;51646
47.4752653673, -0.6361679521;"{""coordinates"": [-0.6361679521, 47.4752653673], ""type"": ""Point""}";16822;1000;BETON;1997-10-01;0;64.89;ANGERS LOIRE METROPOLE;51650
47.4722177557, -0.5350081389;"{""coordinates"": [-0.5350081389, 47.4722177557], ""type"": ""Point""}";15936;1000;BETON;1970-03-01;0;0;ANGERS LOIRE METROPOLE;50700
47.4345057641, -0.5036649658;"{""coordinates"": [-0.5036649658, 47.4345057641, 0], ""type"": ""Point""}";17233;1000;BETON;1950-01-01;19.25;20.69;ANGERS LOIRE METROPOLE;52098
47.437559083, -0.609728601;"{""coordinates"": [-0.609728601, 47.437559083, 0], ""type"": ""Point""}";17236;1000;BETON;1950-01-01;49.94;51.31;ANGERS LOIRE METROPOLE;52101
47.4827611456, -0.5239003147;"{""coordinates"": [-0.5239003147, 47.4827611456, 0], ""type"": ""Point""}";17252;1000;BETON;1950-01-01;45.52;46.72;ANGERS LOIRE METROPOLE;52119
47.4215942907, -0.61114317;"{""coordinates"": [-0.61114317, 47.4215942907], ""type"": ""Point""}";9100;1000;BETON;1985-01-01;17.7;19.8;ANGERS LOIRE METROPOLE;43329
47.5318983979, -0.5305111814;"{""coordinates"": [-0.5305111814, 47.5318983979, 0], ""type"": ""Point""}";9102;1000;BETON;1983-03-01;22.08;0;ANGERS LOIRE METROPOLE;43331
47.4726079104, -0.4843785179;"{""coordinates"": [-0.4843785179, 47.4726079104, 0], ""type"": ""Point""}";15303;1000;BETON;1973-09-01;36.57;37.59;ANGERS LOIRE METROPOLE;50025
47.5230486055, -0.7444592396;"{""coordinates"": [-0.7444592396, 47.5230486055], ""type"": ""Point""}";15306;1000;BETON;1983-01-01;54;55.11;ANGERS LOIRE METROPOLE;50028
47.4207468796, -0.6149546393;"{""coordinates"": [-0.6149546393, 47.4207468796], ""type"": ""Point""}";38441;1000;BETON;2014-12-01;20.4;22.13;ANGERS LOIRE METROPOLE;710258
47.4727745144, -0.5825198466;"{""coordinates"": [-0.5825198466, 47.4727745144, 0], ""type"": ""Point""}";16395;1000;BETON;2006-09-01;27.75;29.6;ANGERS LOIRE METROPOLE;51189
47.4359990237, -0.5329768837;"{""coordinates"": [-0.5329768837, 47.4359990237, 0], ""type"": ""Point""}";16794;1000;BETON;2008-06-01;20.35;21.25;ANGERS LOIRE METROPOLE;51620
47.399786516, -0.5256282815;"{""coordinates"": [-0.5256282815, 47.399786516], ""type"": ""Point""}";16796;1000;BETON;1983-01-01;31.03;32.46;ANGERS LOIRE METROPOLE;51622
47.4174304493, -0.6143751875;"{""coordinates"": [-0.6143751875, 47.4174304493], ""type"": ""Point""}";16422;;X;1990-01-01;18.56;19.86;ANGERS LOIRE METROPOLE;51219
47.4602103782, -0.7120856618;"{""coordinates"": [-0.7120856618, 47.4602103782], ""type"": ""Point""}";16425;1000;BETON;1995-11-01;49.54;50.63;ANGERS LOIRE METROPOLE;51224
47.4486630506, -0.4893228572;"{""coordinates"": [-0.4893228572, 47.4486630506], ""type"": ""Point""}";15176;1000;BETON;2001-10-01;20.95;22.59;ANGERS LOIRE METROPOLE;49889
47.5073555074, -0.592509691;"{""coordinates"": [-0.592509691, 47.5073555074], ""type"": ""Point""}";15182;1000;BETON;1970-01-01;46.72;49.08;ANGERS LOIRE METROPOLE;49896
47.4683937471, -0.5995040401;"{""coordinates"": [-0.5995040401, 47.4683937471], ""type"": ""Point""}";16827;1000;BETON;1983-01-01;37.91;42.56;ANGERS LOIRE METROPOLE;51657
47.458929295, -0.7086773038;"{""coordinates"": [-0.7086773038, 47.458929295], ""type"": ""Point""}";15882;1000;BETON;2000-07-01;55.23;57.51;ANGERS LOIRE METROPOLE;50642
47.4830766752, -0.5673216908;"{""coordinates"": [-0.5673216908, 47.4830766752, 0], ""type"": ""Point""}";15885;1000;BETON;1950-01-01;44.61;45.89;ANGERS LOIRE METROPOLE;50645
47.4722961811, -0.5333431672;"{""coordinates"": [-0.5333431672, 47.4722961811, 0], ""type"": ""Point""}";17265;1000;BETON;2004-09-01;33.65;35.38;ANGERS LOIRE METROPOLE;52133
47.435674487, -0.5341450073;"{""coordinates"": [-0.5341450073, 47.435674487, 0], ""type"": ""Point""}";17269;1000;BETON;2008-06-01;20.51;21.51;ANGERS LOIRE METROPOLE;52137
47.4439064167, -0.4824571544;"{""coordinates"": [-0.4824571544, 47.4439064167, 0], ""type"": ""Point""}";17271;1000;BETON;1982-08-01;19;19.48;ANGERS LOIRE METROPOLE;52140
47.4337661855, -0.6111616704;"{""coordinates"": [-0.6111616704, 47.4337661855, 0], ""type"": ""Point""}";16850;1000;BETON;1950-01-01;61.32;62.83;ANGERS LOIRE METROPOLE;51681
47.5588210377, -0.4295620557;"{""coordinates"": [-0.4295620557, 47.5588210377], ""type"": ""Point""}";16851;1000;BETON;1979-01-01;0;0;ANGERS LOIRE METROPOLE;51682
47.5743006318, -0.5926223908;"{""coordinates"": [-0.5926223908, 47.5743006318], ""type"": ""Point""}";16859;1000;BETON;1999-06-01;48.32;50.04;ANGERS LOIRE METROPOLE;51690
47.4734363715, -0.5384413165;"{""coordinates"": [-0.5384413165, 47.4734363715, 0], ""type"": ""Point""}";15202;1000;BETON;1969-08-01;36.64;38.36;ANGERS LOIRE METROPOLE;49917
47.4581614343, -0.5237108859;"{""coordinates"": [-0.5237108859, 47.4581614343, 0], ""type"": ""Point""}";15207;1000;BETON;1950-01-01;0;0;ANGERS LOIRE METROPOLE;49922
47.4610872327, -0.5443684371;"{""coordinates"": [-0.5443684371, 47.4610872327, 0], ""type"": ""Point""}";15212;1000;BETON;1950-01-01;39.02;41.03;ANGERS LOIRE METROPOLE;49927
47.5149517668, -0.6674728835;"{""coordinates"": [-0.6674728835, 47.5149517668], ""type"": ""Point""}";15217;1000;BETON;1950-01-01;36.23;38.33;ANGERS LOIRE METROPOLE;49933
47.4710876647, -0.4872788716;"{""coordinates"": [-0.4872788716, 47.4710876647, 0], ""type"": ""Point""}";17333;1000;BETON;2007-02-01;38.6;39.95;ANGERS LOIRE METROPOLE;52204
47.4626310689, -0.5233763419;"{""coordinates"": [-0.5233763419, 47.4626310689, 0], ""type"": ""Point""}";16036;1000;BETON;1997-11-01;36.63;38.31;ANGERS LOIRE METROPOLE;50805
47.4643017137, -0.7077932446;"{""coordinates"": [-0.7077932446, 47.4643017137], ""type"": ""Point""}";16037;1000;BETON;1983-01-01;71.99;73.31;ANGERS LOIRE METROPOLE;50806
47.4626610186, -0.4842542598;"{""coordinates"": [-0.4842542598, 47.4626610186, 0], ""type"": ""Point""}";16044;1000;BETON;1979-06-01;33.69;35.2;ANGERS LOIRE METROPOLE;50813
47.4573539137, -0.6685224807;"{""coordinates"": [-0.6685224807, 47.4573539137], ""type"": ""Point""}";16367;1000;BETON;2006-11-01;71.91;73.79;ANGERS LOIRE METROPOLE;51160
47.4535388913, -0.5242728483;"{""coordinates"": [-0.5242728483, 47.4535388913], ""type"": ""Point""}";13815;1000;BETON;1979-06-01;33.11;35.69;ANGERS LOIRE METROPOLE;48410
47.4350273688, -0.700761086;"{""coordinates"": [-0.700761086, 47.4350273688], ""type"": ""Point""}";13819;1000;BETON;1979-10-01;69.4;71.12;ANGERS LOIRE METROPOLE;48414
47.5227520998, -0.4425080447;"{""coordinates"": [-0.4425080447, 47.5227520998], ""type"": ""Point""}";15184;1000;BETON;1981-10-01;36.81;39.06;ANGERS LOIRE METROPOLE;49898
47.447730947, -0.6015323098;"{""coordinates"": [-0.6015323098, 47.447730947], ""type"": ""Point""}";16447;1000;BETON;1970-01-01;0;0;ANGERS LOIRE METROPOLE;51248
47.4904455854, -0.5144313007;"{""coordinates"": [-0.5144313007, 47.4904455854, 0], ""type"": ""Point""}";15331;1000;BETON;1950-01-01;36.49;40.08;ANGERS LOIRE METROPOLE;50054
47.4484804136, -0.4595983323;"{""coordinates"": [-0.4595983323, 47.4484804136], ""type"": ""Point""}";17272;1000;BETON;1999-01-01;20.29;22.58;ANGERS LOIRE METROPOLE;52141
47.4414154277, -0.5469462408;"{""coordinates"": [-0.5469462408, 47.4414154277, 0], ""type"": ""Point""}";17273;1000;BETON;1974-01-01;24.57;28.77;ANGERS LOIRE METROPOLE;52142
47.4448167548, -0.5497840713;"{""coordinates"": [-0.5497840713, 47.4448167548], ""type"": ""Point""}";17274;1000;BETON;1978-01-01;27.48;29.54;ANGERS LOIRE METROPOLE;52143
47.5299198677, -0.562569255;"{""coordinates"": [-0.562569255, 47.5299198677], ""type"": ""Point""}";16467;1000;BETON;1980-01-01;29.06;30.46;ANGERS LOIRE METROPOLE;51269
47.4588102232, -0.669546289;"{""coordinates"": [-0.669546289, 47.4588102232], ""type"": ""Point""}";16868;1000;BETON;2006-11-01;74.23;75.39;ANGERS LOIRE METROPOLE;51699
47.4558473716, -0.6111583312;"{""coordinates"": [-0.6111583312, 47.4558473716], ""type"": ""Point""}";15222;1000;BETON;2005-04-01;38.41;40.02;ANGERS LOIRE METROPOLE;49938
47.4236609545, -0.568091682;"{""coordinates"": [-0.568091682, 47.4236609545, 0], ""type"": ""Point""}";16894;1000;BETON;1989-10-01;27.43;29.2;ANGERS LOIRE METROPOLE;51726
47.4821159013, -0.5758093092;"{""coordinates"": [-0.5758093092, 47.4821159013], ""type"": ""Point""}";16895;1000;BETON;1950-01-01;45.41;47.36;ANGERS LOIRE METROPOLE;51727
