Geo Point;Geo Shape;GID;MATERIAU;DATEPOSE;ECOUNORM;ZAMONT;ZAVAL;EXPLOIT;LONGUEUR;DIAMETRE;NUMERO
47.491345719950004, -0.5716595429;"{""coordinates"": [[-0.5718149107, 47.491544095], [-0.5715041751, 47.4911473449]], ""type"": ""LineString""}";29920;PVC;20050101000000;GRAVITAIRE;47.12;46.88;ANGERS LOIRE METROPOLE;49.94;200;165763
47.49244099965, -0.5805062286;"{""coordinates"": [[-0.5803251012, 47.4925386826], [-0.580687356, 47.4923433167]], ""type"": ""LineString""}";24845;AC;19650101000000;GRAVITAIRE;51.19;50.73;ANGERS LOIRE METROPOLE;34.88;150;160688
47.461978351, -0.5548055935;"{""coordinates"": [[-0.5548456238, 47.4621934888], [-0.5547655632, 47.4617632132]], ""type"": ""LineString""}";30673;F;20090901000000;GRAVITAIRE;40.27;39.98;ANGERS LOIRE METROPOLE;48.21;200;607746
47.46240112765, -0.5548850198499999;"{""coordinates"": [[-0.5549244159, 47.4626087665], [-0.5548456238, 47.4621934888]], ""type"": ""LineString""}";30674;F;20090901000000;GRAVITAIRE;40.9;40.27;ANGERS LOIRE METROPOLE;46.55;200;607748
47.48781702065, -0.49819357375;"{""coordinates"": [[-0.4985745995, 47.4879952356], [-0.497812548, 47.4876388057]], ""type"": ""LineString""}";66;PVC;19960101000000;GRAVITAIRE;32.69;32.11;ANGERS LOIRE METROPOLE;69.77;200;135909
47.49213768795, -0.57160404815;"{""coordinates"": [[-0.5713113546, 47.4922438937], [-0.5718967417, 47.4920314822]], ""type"": ""LineString""}";12307;AC;19760101000000;GRAVITAIRE;47.65;47.49;ANGERS LOIRE METROPOLE;50.03;150;148150
47.3993332762, -0.5210717534;"{""coordinates"": [[-0.5212689591, 47.3993484138], [-0.5208745477, 47.3993181386]], ""type"": ""LineString""}";26744;PVC;20030101000000;GRAVITAIRE;27.35;27.1;NON PRIS GESTION;29.96;200;162587
47.52550865495001, -0.44292293535;"{""coordinates"": [[-0.4429977333, 47.5255490131], [-0.4428481374, 47.5254682968]], ""type"": ""LineString""}";9125;PVC;19870701000000;GRAVITAIRE;39.73;39.57;ANGERS LOIRE METROPOLE;14.4;200;144968
47.4665273153, -0.6068219361;"{""coordinates"": [[-0.6067072391, 47.4665014092], [-0.6069366331, 47.4665532214]], ""type"": ""LineString""}";9159;PVC;19850601000000;GRAVITAIRE;45.77;45.58;ANGERS LOIRE METROPOLE;18.23;200;145002
47.463930852450005, -0.5351615193;"{""coordinates"": [[-0.5353756598, 47.4637090976], [-0.5349473788, 47.4641526073]], ""type"": ""LineString""}";9169;AC;19821001000000;GRAVITAIRE;41.96;39.47;ANGERS LOIRE METROPOLE;58.94;200;145012
47.4749729298, -0.5096360906499999;"{""coordinates"": [[-0.5094331662, 47.4750542352], [-0.5098390151, 47.4748916244]], ""type"": ""LineString""}";29348;PVC;19980101000000;GRAVITAIRE;43.42;43.4;ANGERS LOIRE METROPOLE;35.53;400;165191
47.424250185649996, -0.567090578;"{""coordinates"": [[-0.5673526473, 47.4242258739], [-0.5668285087, 47.4242744974]], ""type"": ""LineString""}";29351;PVC;19891001000000;GRAVITAIRE;27.63;27.53;ANGERS LOIRE METROPOLE;39.91;200;165194
47.447209849450005, -0.5464891841;"{""coordinates"": [[-0.5462345414, 47.4471990811], [-0.5467438268, 47.4472206178]], ""type"": ""LineString""}";29634;AC;19760101000000;GRAVITAIRE;30.07;29.99;ANGERS LOIRE METROPOLE;38.48;150;165477
47.455069985449995, -0.5341423854;"{""coordinates"": [[-0.5341272401, 47.455109707], [-0.5341575307, 47.4550302639]], ""type"": ""LineString""}";43166;PVC;19941201000000;GRAVITAIRE;37.33;37.07;ANGERS LOIRE METROPOLE;9.12;250;720389
47.47275844955, -0.7032556028;"{""coordinates"": [[-0.7032084448, 47.4728249328], [-0.7033027608, 47.4726919663]], ""type"": ""LineString""}";29922;PVC;20061001000000;GRAVITAIRE;71.23;70.86;NON PRIS GESTION;16.4;200;165765
47.44602290275, -0.49517653699999997;"{""coordinates"": [[-0.4952437133, 47.4460322132], [-0.4951093607, 47.4460135923]], ""type"": ""LineString""}";30192;AC;19500101000000;GRAVITAIRE;0;20.86;ANGERS LOIRE METROPOLE;10.34;200;166035
47.486094312700004, -0.58720191815;"{""coordinates"": [[-0.5869145814, 47.4859870373], [-0.5874892549, 47.4862015881]], ""type"": ""LineString""}";12393;AC;19720101000000;GRAVITAIRE;47.21;46.84;ANGERS LOIRE METROPOLE;48.76;150;148236
47.5224468973, -0.44089304095;"{""coordinates"": [[-0.4410318061, 47.5225175845], [-0.4407542758, 47.5223762101]], ""type"": ""LineString""}";12436;PVC;19870601000000;GRAVITAIRE;36.88;0;NON PRIS GESTION;26.15;125;148279
47.454531907, -0.51131347335;"{""coordinates"": [[-0.5113616314, 47.4546528961], [-0.5112653153, 47.4544109179]], ""type"": ""LineString""}";24031;AC;19740101000000;GRAVITAIRE;35.5;35.29;ANGERS LOIRE METROPOLE;27.86;150;159874
47.56103930765, -0.6685454468500001;"{""coordinates"": [[-0.6685974108, 47.5609328921], [-0.6684934829, 47.5611457232]], ""type"": ""LineString""}";27718;PVC;19930101000000;GRAVITAIRE;56.94;56.88;ANGERS LOIRE METROPOLE;24.92;200;163561
47.5006803284, -0.42435863965000004;"{""coordinates"": [[-0.4243529771, 47.5006708176], [-0.4243643022, 47.5006898392]], ""type"": ""LineString""}";27720;PVC;19931201000000;GRAVITAIRE;32.65;0;ANGERS LOIRE METROPOLE;2.28;200;163563
47.4526049444, -0.5448163931500001;"{""coordinates"": [[-0.5446114505, 47.4526460398], [-0.5450213358, 47.452563849]], ""type"": ""LineString""}";28664;AC;19700401000000;GRAVITAIRE;33.13;32.43;ANGERS LOIRE METROPOLE;32.23;150;164507
47.4780968756, -0.63434102635;"{""coordinates"": [[-0.6343811182, 47.4778997196], [-0.6343009345, 47.4782940316]], ""type"": ""LineString""}";26992;PVC;20031101000000;GRAVITAIRE;54.34;54.11;NON PRIS GESTION;44.25;200;162835
47.4917342559, -0.5266439512500001;"{""coordinates"": [[-0.5268286955, 47.4917355933], [-0.526459207, 47.4917329185]], ""type"": ""LineString""}";16522;AC;19690101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;27.84;150;152365
47.49331966455, -0.5206997012500001;"{""coordinates"": [[-0.5206736518, 47.4931683374], [-0.5207257507, 47.4934709917]], ""type"": ""LineString""}";24714;AC;19680101000000;GRAVITAIRE;32.41;32.35;NON PRIS GESTION;33.88;200;160557
47.4968450417, -0.5963601896;"{""coordinates"": [[-0.5964500817, 47.49652178], [-0.5962702975, 47.4971683034]], ""type"": ""LineString""}";12430;PVC;19960601000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;73.14;200;148273
47.44712357585, -0.4664599121000001;"{""coordinates"": [[-0.466456415, 47.4472794461], [-0.4664634092, 47.4469677056]], ""type"": ""LineString""}";15480;AC;19500101000000;GRAVITAIRE;19.5;19.32;ANGERS LOIRE METROPOLE;34.66;150;151323
47.42210426735, -0.5597176741500001;"{""coordinates"": [[-0.5599252732, 47.4220245207], [-0.5595100751, 47.422184014]], ""type"": ""LineString""}";14969;PVC;19910201000000;GRAVITAIRE;0;29.08;ANGERS LOIRE METROPOLE;36;200;150812
47.4509799824, -0.52403259995;"{""coordinates"": [[-0.5241897029, 47.4511060144], [-0.523875497, 47.4508539504]], ""type"": ""LineString""}";29905;AC;19780101000000;GRAVITAIRE;33.77;33.61;ANGERS LOIRE METROPOLE;36.7;150;165748
47.531055028249995, -0.61716561635;"{""coordinates"": [[-0.6170777875, 47.5312759961], [-0.6172534452, 47.5308340604]], ""type"": ""LineString""}";29906;AC;19780101000000;GRAVITAIRE;60.62;60.5;ANGERS LOIRE METROPOLE;50.88;200;165749
47.43757666889999, -0.5614465103499999;"{""coordinates"": [[-0.5615290868, 47.4374296463], [-0.5613639339, 47.4377236915]], ""type"": ""LineString""}";27730;PVC;19750301000000;GRAVITAIRE;37.37;35.21;ANGERS LOIRE METROPOLE;34.98;250;163573
47.465440797, -0.592693703;"{""coordinates"": [[-0.5925690713, 47.4655740234], [-0.5928183347, 47.4653075706]], ""type"": ""LineString""}";26690;AC;19760101000000;GRAVITAIRE;21.62;21.52;ANGERS LOIRE METROPOLE;35.08;150;162533
47.503339294, -0.60765221505;"{""coordinates"": [[-0.6073948044, 47.503315547], [-0.6079096257, 47.503363041]], ""type"": ""LineString""}";26917;AC;19820101000000;GRAVITAIRE;36.86;36.72;NON PRIS GESTION;39.14;200;162760
47.501998123999996, -0.5869208692;"{""coordinates"": [[-0.5868307244, 47.502130944], [-0.587011014, 47.501865304]], ""type"": ""LineString""}";4329;AC;19500101000000;GRAVITAIRE;47.65;47.45;ANGERS LOIRE METROPOLE;32.51;150;140172
47.4418816332, -0.5636362561;"{""coordinates"": [[-0.5638483618, 47.4419688625], [-0.5634241504, 47.4417944039]], ""type"": ""LineString""}";29609;AC;19710101000000;GRAVITAIRE;29.24;28.46;ANGERS LOIRE METROPOLE;37.41;200;165452
47.4559161416, -0.6055885833;"{""coordinates"": [[-0.6058794826, 47.4558538381], [-0.605297684, 47.4559784451]], ""type"": ""LineString""}";4136;PVC;19940701000000;GRAVITAIRE;33.64;33.38;NON PRIS GESTION;46;315;139979
47.4670600111, -0.6322654413;"{""coordinates"": [[-0.6323391961, 47.4668017355], [-0.6321916865, 47.4673182867]], ""type"": ""LineString""}";4228;PVC;19890101000000;GRAVITAIRE;68.23;67.18;ANGERS LOIRE METROPOLE;58.49;200;140071
47.461954772750005, -0.5982249404;"{""coordinates"": [[-0.5982266878, 47.4619639028], [-0.598223193, 47.4619456427]], ""type"": ""LineString""}";29889;AC;19770101000000;GRAVITAIRE;0;24.29;ANGERS LOIRE METROPOLE;2.05;200;165732
47.400777691799995, -0.50791225355;"{""coordinates"": [[-0.5078442561, 47.4006013891], [-0.507980251, 47.4009539945]], ""type"": ""LineString""}";8260;AC;19830801000000;GRAVITAIRE;23.48;21.62;COMMUNE DE SAINT MELAINE SUR AUBANCE;40.52;200;144103
47.434551739650004, -0.52991895785;"{""coordinates"": [[-0.5299547812, 47.4346514899], [-0.5298831345, 47.4344519894]], ""type"": ""LineString""}";20548;PVC;19881001000000;GRAVITAIRE;19.7;19.35;ANGERS LOIRE METROPOLE;22.83;200;156391
47.44802488555, -0.4941221877;"{""coordinates"": [[-0.4941773764, 47.4481202768], [-0.494066999, 47.4479294943]], ""type"": ""LineString""}";16454;PVC;19910501000000;GRAVITAIRE;21.53;21.44;ANGERS LOIRE METROPOLE;22.78;200;152297
47.43442156745, -0.5194162183;"{""coordinates"": [[-0.5192757417, 47.4345325507], [-0.5195566949, 47.4343105842]], ""type"": ""LineString""}";27770;AC;19500101000000;GRAVITAIRE;16.99;17.04;ANGERS LOIRE METROPOLE;32.53;150;163613
47.46384286795, -0.5386255128499999;"{""coordinates"": [[-0.5384309435, 47.4637663995], [-0.5388200822, 47.4639193364]], ""type"": ""LineString""}";24890;PVC;20071201000000;GRAVITAIRE;42.97;42.84;ANGERS LOIRE METROPOLE;33.91;200;160733
47.484072895050005, -0.56609436855;"{""coordinates"": [[-0.5663982348, 47.4841710219], [-0.5657905023, 47.4839747682]], ""type"": ""LineString""}";7738;AC;19810401000000;GRAVITAIRE;43.41;42.37;ANGERS LOIRE METROPOLE;50.73;200;143581
47.4319166894, -0.5299171606499999;"{""coordinates"": [[-0.530264219, 47.4318836056], [-0.5295701023, 47.4319497732]], ""type"": ""LineString""}";4395;AC;19801001000000;GRAVITAIRE;19.78;19.57;ANGERS LOIRE METROPOLE;52.88;150;140238
47.47443728400001, -0.60590287865;"{""coordinates"": [[-0.6063184024, 47.4745755815], [-0.6054873549, 47.4742989865]], ""type"": ""LineString""}";29893;AC;19810101000000;GRAVITAIRE;46.4;46.31;ANGERS LOIRE METROPOLE;69.78;400;165736
47.500193367950004, -0.57795003365;"{""coordinates"": [[-0.578112039, 47.5003850019], [-0.5777880283, 47.500001734]], ""type"": ""LineString""}";43262;PP;20150101000000;GRAVITAIRE;53.68;53.35;NON PRIS GESTION;49.11;200;721200
47.45216087315001, -0.522585514;"{""coordinates"": [[-0.5228374083, 47.4522480429], [-0.5223336197, 47.4520737034]], ""type"": ""LineString""}";27329;AC;19751101000000;GRAVITAIRE;31.81;31.16;ANGERS LOIRE METROPOLE;42.65;150;163172
47.4619114691, -0.6066629618;"{""coordinates"": [[-0.6067218164, 47.461935428], [-0.6066041072, 47.4618875102]], ""type"": ""LineString""}";27331;PVC;19981001000000;GRAVITAIRE;53.29;53.11;NON PRIS GESTION;10.35;200;163174
47.4841711575, -0.53114048615;"{""coordinates"": [[-0.5308938213, 47.4840962228], [-0.531387151, 47.4842460922]], ""type"": ""LineString""}";26407;AC;19500101000000;GRAVITAIRE;32.31;31.98;PRIVEE;40.74;200;162250
47.43175511455, -0.52636311475;"{""coordinates"": [[-0.5264425728, 47.4316997417], [-0.5262836567, 47.4318104874]], ""type"": ""LineString""}";24907;PVC;19500101000000;GRAVITAIRE;0;18.16;ANGERS LOIRE METROPOLE;17.18;160;160750
47.439177242750006, -0.50550056995;"{""coordinates"": [[-0.5054755236, 47.4391526574], [-0.5055256163, 47.4392018281]], ""type"": ""LineString""}";25927;PVC;19880401000000;GRAVITAIRE;21.27;21.23;ANGERS LOIRE METROPOLE;6.65;200;161770
47.494079081500004, -0.51298310915;"{""coordinates"": [[-0.5128978074, 47.4940738874], [-0.5130684109, 47.4940842756]], ""type"": ""LineString""}";19577;PVC;20030901000000;GRAVITAIRE;39.1;39;ANGERS LOIRE METROPOLE;12.91;200;155420
47.5014956511, -0.58281183385;"{""coordinates"": [[-0.5827408262, 47.501578486], [-0.5828828415, 47.5014128162]], ""type"": ""LineString""}";16463;PVC;20010101000000;GRAVITAIRE;51.71;0;ANGERS LOIRE METROPOLE;21.3;250;152306
47.4787281387, -0.5871014937500001;"{""coordinates"": [[-0.5869679838, 47.4787925699], [-0.5872350037, 47.4786637075]], ""type"": ""LineString""}";20565;AC;19550101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;24.7;150;156408
47.45044808804999, -0.5034105087;"{""coordinates"": [[-0.5035895567, 47.4504759677], [-0.5032314607, 47.4504202084]], ""type"": ""LineString""}";20215;AC;19500101000000;GRAVITAIRE;24.82;24.5;NON PRIS GESTION;27.71;150;156058
47.469688103150006, -0.6286310394500001;"{""coordinates"": [[-0.6283945505, 47.4697477173], [-0.6288675284, 47.469628489]], ""type"": ""LineString""}";12145;AC;19780101000000;GRAVITAIRE;66.73;66.01;ANGERS LOIRE METROPOLE;38.04;200;147988
47.57352724815, -0.58914669165;"{""coordinates"": [[-0.5892001589, 47.5734798038], [-0.5890932244, 47.5735746925]], ""type"": ""LineString""}";27255;PVC;19860101000000;GRAVITAIRE;39.57;39.44;ANGERS LOIRE METROPOLE;13.27;200;163098
47.4504408344, -0.5016601783;"{""coordinates"": [[-0.5016409073, 47.4505360955], [-0.5016794493, 47.4503455733]], ""type"": ""LineString""}";26418;AC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;21.38;150;162261
47.4725035943, -0.62869137555;"{""coordinates"": [[-0.6285551486, 47.4724564598], [-0.6288276025, 47.4725507288]], ""type"": ""LineString""}";26421;AC;19710101000000;GRAVITAIRE;66.83;66.72;ANGERS LOIRE METROPOLE;23.06;150;162264
47.4500591442, -0.5669718723499999;"{""coordinates"": [[-0.5672510929, 47.4501944029], [-0.5666926518, 47.4499238855]], ""type"": ""LineString""}";15690;AC;19710101000000;GRAVITAIRE;29.76;29.36;ANGERS LOIRE METROPOLE;51.75;200;151533
47.42449943045, -0.5291580052;"{""coordinates"": [[-0.5291888432, 47.4244733204], [-0.5291271672, 47.4245255405]], ""type"": ""LineString""}";26712;PVC;20090501000000;GRAVITAIRE;19.51;19.25;ANGERS LOIRE METROPOLE;7.44;160;162555
47.476000182899995, -0.5071631944;"{""coordinates"": [[-0.5069936588, 47.4758935037], [-0.50733273, 47.4761068621]], ""type"": ""LineString""}";26717;PVC;19690101000000;GRAVITAIRE;44.26;44.19;ANGERS LOIRE METROPOLE;35.62;160;162560
47.438091468799996, -0.5240354009999999;"{""coordinates"": [[-0.5238550522, 47.4381955716], [-0.5242157498, 47.437987366]], ""type"": ""LineString""}";26788;PVC;19650501000000;GRAVITAIRE;20.23;19.88;ANGERS LOIRE METROPOLE;35.72;160;162631
47.57176041035, -0.5929050329;"{""coordinates"": [[-0.5930829147, 47.5719702175], [-0.5927271511, 47.5715506032]], ""type"": ""LineString""}";26728;PVC;19990301000000;GRAVITAIRE;46.64;44.26;ANGERS LOIRE METROPOLE;53.79;200;162571
47.43903810235, -0.49036517495;"{""coordinates"": [[-0.4903296662, 47.4390561488], [-0.4904006837, 47.4390200559]], ""type"": ""LineString""}";26733;PVC;19960401000000;GRAVITAIRE;19.77;0;ANGERS LOIRE METROPOLE;6.69;200;162576
47.47683740385, -0.5752170781;"{""coordinates"": [[-0.5754359665, 47.4768681743], [-0.5749981897, 47.4768066334]], ""type"": ""LineString""}";26993;GRES;19500101000000;GRAVITAIRE;0;0;PRIVEE;33.7;150;162836
47.542534737, -0.6747113268;"{""coordinates"": [[-0.6745073694, 47.5423358253], [-0.6749152842, 47.5427336487]], ""type"": ""LineString""}";27007;PVC;20000101000000;GRAVITAIRE;87.61;86.12;ANGERS LOIRE METROPOLE;53.84;200;162850
47.46118549325, -0.62316881925;"{""coordinates"": [[-0.6233794625, 47.4610657396], [-0.622958176, 47.4613052469]], ""type"": ""LineString""}";26431;PVC;19900101000000;GRAVITAIRE;62.68;62.6;ANGERS LOIRE METROPOLE;41.45;200;162274
47.45555567955, -0.5677202115;"{""coordinates"": [[-0.5675928912, 47.4556573563], [-0.5678475318, 47.4554540028]], ""type"": ""LineString""}";22269;AC;19730301000000;GRAVITAIRE;36.77;35.92;ANGERS LOIRE METROPOLE;29.66;150;158112
47.522927613600004, -0.6073859918;"{""coordinates"": [[-0.6077353034, 47.5229467396], [-0.6070366802, 47.5229084876]], ""type"": ""LineString""}";26504;PVC;19980601000000;GRAVITAIRE;0;49.09;NON PRIS GESTION;52.78;200;162347
47.455315327150004, -0.5304313541500001;"{""coordinates"": [[-0.530254655, 47.455383175], [-0.5306080533, 47.4552474793]], ""type"": ""LineString""}";12580;AC;19500101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;30.62;150;148423
47.4241141868, -0.5226918974;"{""coordinates"": [[-0.5225774877, 47.4240505098], [-0.5228063071, 47.4241778638]], ""type"": ""LineString""}";12401;PVC;19880601000000;GRAVITAIRE;19.9;19.77;ANGERS LOIRE METROPOLE;22.33;200;148244
47.4687624791, -0.5448875452499999;"{""coordinates"": [[-0.5449598214, 47.4686079554], [-0.5448152691, 47.4689170028]], ""type"": ""LineString""}";4211;AC;19690701000000;GRAVITAIRE;38.91;38.31;ANGERS LOIRE METROPOLE;36.04;150;140054
47.44071006625, -0.6088569404499999;"{""coordinates"": [[-0.60899163, 47.4405260784], [-0.6087222509, 47.4408940541]], ""type"": ""LineString""}";20597;PVC;19880901000000;GRAVITAIRE;33.46;31.32;ANGERS LOIRE METROPOLE;45.68;200;156440
47.39995235770001, -0.51910011825;"{""coordinates"": [[-0.5191771478, 47.3997998172], [-0.5190230887, 47.4001048982]], ""type"": ""LineString""}";2419;AC;19800201000000;GRAVITAIRE;24.16;23.67;ANGERS LOIRE METROPOLE;35.85;200;138262
47.477412328599996, -0.53095849465;"{""coordinates"": [[-0.5307577562, 47.4775171958], [-0.5311592331, 47.4773074614]], ""type"": ""LineString""}";4408;AC;19761201000000;GRAVITAIRE;40.49;39.55;ANGERS LOIRE METROPOLE;38.2;150;140251
47.49793219295, -0.5857628826;"{""coordinates"": [[-0.5855582896, 47.4976720182], [-0.5859674756, 47.4981923677]], ""type"": ""LineString""}";27340;PVC;20060101000000;GRAVITAIRE;48.28;46.58;ANGERS LOIRE METROPOLE;65.55;200;163183
47.42497079855, -0.5262120697499999;"{""coordinates"": [[-0.5258916193, 47.4250203022], [-0.5265325202, 47.4249212949]], ""type"": ""LineString""}";20090;F;20090501000000;GRAVITAIRE;20.08;19.68;ANGERS LOIRE METROPOLE;49.59;150;155933
47.47477133835, -0.5876881021;"{""coordinates"": [[-0.5878582139, 47.4748447955], [-0.5875179903, 47.4746978812]], ""type"": ""LineString""}";28283;PVC;19880101000000;GRAVITAIRE;41.75;41.6;NON PRIS GESTION;30.4;200;164126
47.4995388238, -0.4241371595499999;"{""coordinates"": [[-0.4238558219, 47.4994521765], [-0.4244184972, 47.4996254711]], ""type"": ""LineString""}";3731;PVC;19931201000000;GRAVITAIRE;33.52;33.36;ANGERS LOIRE METROPOLE;46.56;200;139574
47.40682404025, -0.624129344;"{""coordinates"": [[-0.6241832801, 47.4068690345], [-0.6240754079, 47.406779046]], ""type"": ""LineString""}";4453;PVC;19840101000000;GRAVITAIRE;26.36;25.33;NON PRIS GESTION;12.9;200;140296
47.5125208388, -0.58701291345;"{""coordinates"": [[-0.5869958619, 47.5124927348], [-0.587029965, 47.5125489428]], ""type"": ""LineString""}";5117;PVC;19870101000000;GRAVITAIRE;39.48;39.45;ANGERS LOIRE METROPOLE;6.76;200;140960
47.429994783, -0.55094359905;"{""coordinates"": [[-0.5510316506, 47.4298797898], [-0.5508555475, 47.4301097762]], ""type"": ""LineString""}";30195;PVC;19910501000000;GRAVITAIRE;30.8;30.57;ANGERS LOIRE METROPOLE;28.81;200;166038
47.47603848435, -0.5402542967499999;"{""coordinates"": [[-0.5401343147, 47.4758942711], [-0.5403742788, 47.4761826976]], ""type"": ""LineString""}";23854;PVC;20060701000000;GRAVITAIRE;24.11;22.79;ANGERS LOIRE METROPOLE;36.82;200;159697
47.466185247249996, -0.5948988183;"{""coordinates"": [[-0.5950371046, 47.4662242972], [-0.594760532, 47.4661461973]], ""type"": ""LineString""}";26814;PVC;19830101000000;GRAVITAIRE;24.91;24.75;PRIVEE;22.59;200;162657
47.450411147, -0.57150727175;"{""coordinates"": [[-0.5715607053, 47.4504338951], [-0.5714538382, 47.4503883989]], ""type"": ""LineString""}";3364;AC;19720101000000;GRAVITAIRE;0;0;ANGERS LOIRE METROPOLE;9.51;150;139207
47.53011863495, -0.5930998795;"{""coordinates"": [[-0.5933803377, 47.530127565], [-0.5928194213, 47.5301097049]], ""type"": ""LineString""}";2835;PVC;20020601000000;GRAVITAIRE;21.2;20.6;NON PRIS GESTION;42.28;200;138678
47.46105244260001, -0.48197286834999997;"{""coordinates"": [[-0.4821707372, 47.4611432653], [-0.4817749995, 47.4609616199]], ""type"": ""LineString""}";22579;PVC;19971201000000;GRAVITAIRE;34.2;34;ANGERS LOIRE METROPOLE;36.03;200;158422
